$,,,,,,
,,,,,,
jday,tem,dew,windforce,windangle,cloud,pressure
44202.88,2.86,1.44,1.33,0.81,10,614.44
44202.92,3.13,1.52,1.38,0.7,9.92,614.98
44202.96,1.46,0.82,1.16,0.6,10,615.14
44203,1.66,0.69,0.99,0.52,9.92,615.1
44203.04,1.57,0.48,0.97,0.58,9.92,615.13
44203.08,1.82,0.3,0.96,0.69,9.68,614.98
44203.12,1.65,0.19,0.89,0.72,9.72,614.65
44203.17,0.95,-0.18,0.89,0.77,10,614.3
44203.21,1.03,-0.23,0.83,0.76,9.92,614.15
44203.25,0.62,-0.51,0.76,0.11,8.59,613.87
44203.29,0.82,-0.5,0.77,0.15,8.43,613.9
44203.33,0.93,-0.41,0.93,0.73,7.52,614.17
44203.38,1.23,-0.34,0.78,0.66,9.34,614.55
44203.42,2.39,-0.64,0.84,0.58,8.71,614.8
44203.46,2.77,-0.89,0.91,0.38,9.99,615.22
44203.5,3.04,-0.79,0.93,0.41,10,614.91
44203.54,4.67,-0.14,1.04,0.28,10,614.26
44203.58,4.76,0.26,1.11,0.16,10,613.31
44203.62,4.62,0.49,1.35,0.15,10,612.72
44203.67,4.8,0.81,1.75,0.29,9.52,612.59
44203.71,4.67,0.84,1.82,0.41,8.24,612.7
44203.75,3.08,0.19,1.71,0.49,6.8,612.76
44203.79,2.27,0.61,1.64,0.59,9.92,613.21
44203.83,2.74,0.9,1.21,0.78,9.97,613.9
44203.88,3.23,0.99,1.28,0.77,10,614.57
44203.92,3.05,0.95,1.11,0.6,10,615.02
44203.96,1.57,0.41,1.08,0.58,9.92,614.84
44204,1.67,0.44,0.98,0.47,9.84,614.83
44204.04,1.91,0.45,0.88,0.33,9.68,614.74
44204.08,1.69,0.22,0.81,0.32,9.04,614.49
44204.12,1.73,0.07,0.7,0.33,8.96,614.34
44204.17,1.27,-0.11,0.64,0.32,9.17,614.05
44204.21,1.01,-0.48,0.51,0.36,9.35,613.94
44204.25,1.01,-0.19,0.58,3.13,9.25,613.83
44204.29,1.19,-0.13,0.82,2.01,8.56,613.66
44204.33,1.43,-0.1,0.32,0.32,9.98,614.1
44204.38,1.28,-0.5,0.64,0.64,10,614.56
44204.42,3.15,-0.17,0.62,0.29,9.76,614.92
44204.46,3.34,-0.07,0.64,2.87,10,615.11
44204.5,3.77,0.27,0.64,2.68,10,614.92
44204.54,5.92,0.84,0.78,2.97,9.84,614
44204.58,6.26,1.08,1.04,0.05,10,613.25
44204.62,6.14,1.3,1.28,0.14,10,612.52
44204.67,6.64,1.86,1.5,0.21,9.6,612.42
44204.71,5.78,1.75,1.85,0.35,8.88,612.34
44204.75,3.8,0.59,1.73,0.46,8.8,612.92
44204.79,2.8,1.02,1.1,0.57,8.8,613.45
44204.83,2.79,1.21,1.33,0.71,9.28,614.12
44204.88,2.95,1.26,1.08,0.69,9.2,614.36
44204.92,3.34,1.29,0.95,0.56,9.04,614.58
44204.96,2.03,0.79,0.79,0.36,9.12,614.77
44205,1.98,0.86,0.73,0.56,9.04,614.82
44205.04,1.43,0.6,0.5,0.39,8.48,614.49
44205.08,1.69,0.67,0.43,2.73,8.08,614.13
44205.12,1.88,0.81,0.69,1.89,7.49,613.84
44205.17,1.75,0.75,0.91,1.73,7.44,613.2
44205.21,2.11,0.79,0.97,1.57,6.33,612.63
44205.25,1.02,0.23,1.02,1.26,9.35,612.38
44205.29,1.11,0.13,1.29,1.21,7.05,612.17
44205.33,1.05,0.43,1.24,1.04,5.81,612.41
44205.38,1.25,0.19,1.15,0.98,5.8,612.34
44205.42,3.77,1.61,1.19,1.07,6.41,612.4
44205.46,4.84,2.05,0.91,1.47,2.11,612.36
44205.5,5.8,2.46,0.93,2.02,2.47,611.73
44205.54,9.06,2.79,0.94,2.17,8.16,610.81
44205.58,9.45,3.42,1.05,2.62,8.8,609.59
44205.62,9.66,3.52,1.5,3.05,9.43,608.76
44205.67,9.84,3.82,1.78,0.05,8.61,608.35
44205.71,8.63,3.9,1.86,0.36,7.37,608.57
44205.75,6.45,2.8,1.73,0.56,7.2,608.89
44205.79,5.35,3.42,1.09,0.64,6.16,608.8
44205.83,4.72,3.61,1.56,0.66,4.96,609.21
44205.88,3.79,3.09,1.54,0.58,9.44,609.42
44205.92,4.19,3.58,1.24,0.55,10,609.71
44205.96,3.44,2.8,1.24,0.56,10,609.8
44206,3.71,3.31,1.16,0.48,10,609.68
44206.04,3.5,3.12,1.07,0.46,10,609.91
44206.08,3.42,2.65,1.14,0.44,10,609.7
44206.12,3.21,2.49,1.18,0.57,10,610.14
44206.17,2.44,1.62,1.34,0.71,10,610.59
44206.21,2.25,1.31,1.29,0.72,10,610.99
44206.25,0.54,0.06,1.33,0.59,10,611.69
44206.29,0.89,0.11,1.35,0.71,10,612.59
44206.33,1.19,0.34,1.26,0.65,9.99,613.26
44206.38,1.13,0.17,1.3,0.75,9.99,614.04
44206.42,2.4,0.11,1.46,0.8,9.99,614.72
44206.46,2.59,-0.67,1.48,0.77,9.75,615.16
44206.5,2.47,-0.91,1.52,0.69,10,615.22
44206.54,2.97,-0.65,1.56,0.63,9.92,614.82
44206.58,2.86,-0.51,1.6,0.6,10,614.22
44206.62,2.48,-0.3,1.58,0.57,9.99,614.11
44206.67,2.71,-0.11,1.62,0.51,9.53,614.03
44206.71,2.63,0.22,1.64,0.48,9.73,614.5
44206.75,1.69,-1.14,1.61,0.47,7.39,615.14
44206.79,2.32,-0.34,1.36,0.54,6.71,615.06
44206.83,2.51,0.13,1.22,0.72,7.49,615.93
44206.88,2.76,0.73,1.22,0.65,7.12,616.31
44206.92,2.87,1.15,1.07,0.56,7.27,616.69
44206.96,2.05,0.93,0.96,0.35,7.27,616.64
44207,2.16,1.03,0.84,0.25,9.2,616.73
44207.04,1.84,1.03,0.74,0.12,8.88,616.37
44207.08,2.06,1.4,0.7,3.13,8.08,616
44207.12,2.53,1.45,0.68,2.95,7.92,615.57
44207.17,2.53,1.33,0.71,2.72,8.16,615.11
44207.21,2.15,1.3,0.77,2.63,7.41,614.66
44207.25,1.16,0.18,1.02,2.34,5.85,614.16
44207.29,1.59,0.42,0.95,2.12,5.27,614.39
44207.33,1.65,0.54,1.05,1.83,5.75,613.93
44207.38,2,0.23,0.97,1.69,3.17,613.91
44207.42,3.47,0.06,0.91,1.6,3.33,614.07
44207.46,3.86,-0.13,0.94,1.49,4.47,613.93
44207.5,4.23,-0.36,0.84,1.38,6.91,613.18
44207.54,8.5,0.27,0.85,1.6,7.43,612.06
44207.58,9.25,0.73,0.65,2.04,7.71,610.97
44207.62,9.56,0.92,0.76,3.02,9.32,610.12
44207.67,10.76,1.65,1.29,0.2,4.73,609.7
44207.71,9.74,1.77,1.5,0.3,4.63,609.94
44207.75,6.01,0.94,1.52,0.3,1.5,609.46
44207.79,4.03,1.38,2.03,0.64,2.58,610.28
44207.83,4.21,1.49,1.86,0.71,4.6,611.03
44207.88,3.86,1.63,1.52,0.65,6.45,611.71
44207.92,3.9,2.13,1.27,0.57,9.69,612.28
44207.96,2.92,2.42,1.06,0.61,9.72,612.3
44208,3.25,2.75,0.9,0.58,9.61,612.42
44208.04,2.77,2.21,0.59,0.39,8.96,611.92
44208.08,2.94,2.18,0.57,0.17,8.77,611.76
44208.12,2.99,2.16,0.84,0.11,9.76,611.41
44208.17,2.11,1.41,0.75,0.27,8.63,611.46
44208.21,2.13,1.06,0.61,0.03,9.2,611.03
44208.25,2.17,1.27,0.87,2.46,9.44,610.67
44208.29,2.18,1.13,0.65,0.15,9.84,611.24
44208.33,2.25,1.08,1.14,0.7,9.84,611.94
44208.38,2.02,0.81,1.24,0.64,9.92,612.73
44208.42,3.22,1.01,1.37,0.68,10,613.42
44208.46,2.89,0.39,1.55,0.58,9.76,613.98
44208.5,2.94,0.28,1.71,0.62,10,614.19
44208.54,3.78,0.16,1.83,0.65,10,613.75
44208.58,3.78,0.26,1.84,0.65,9.84,613.29
44208.62,3.53,0.49,1.85,0.64,9.76,612.58
44208.67,3.22,0.48,1.59,0.61,9.75,612.7
44208.71,3.14,0.58,1.62,0.64,9.73,612.83
44208.75,2.53,-0.39,1.67,0.71,8.85,613.06
44208.79,2.46,0.06,1.4,0.78,9.68,613.55
44208.83,2.43,0.49,1.51,0.82,9.75,614.26
44208.88,2.41,0.89,1.45,0.87,10,614.83
44208.92,2.61,1.05,1.3,0.89,9.99,615.59
44208.96,1.25,0.47,1.27,0.89,9.59,615.75
44209,1.61,0.66,1.14,0.92,8.47,616.06
44209.04,1.85,0.92,0.98,0.79,9.6,615.66
44209.08,2.07,0.96,0.83,0.73,9.83,615.5
44209.12,2.2,1.16,0.68,0.69,9.51,615.02
44209.17,1.12,0.73,0.6,0.63,9.34,614.68
44209.21,1.33,0.69,0.8,0.53,9.6,614.41
44209.25,1.26,0.56,1.05,0.33,9.28,614.37
44209.29,1.32,0.58,1.04,0.29,10,614.35
44209.33,1.4,0.61,0.87,0.51,10,614.55
44209.38,1.07,0.46,0.88,0.63,10,614.74
44209.42,1.82,0.1,1.02,0.37,10,615.07
44209.46,1.77,-0.85,1.02,0.08,9.63,614.83
44209.5,2.01,-1.02,0.84,2.89,9.91,614.34
44209.54,3.66,-0.7,0.89,2.32,10,612.92
44209.58,4.17,-0.65,0.95,2.09,9.48,611.84
44209.62,4.81,-0.38,1,2.15,9.17,610.56
44209.67,5.74,0.46,1.13,2.62,8.96,609.85
44209.71,5.03,0.37,1.54,0.37,8.84,609.42
44209.75,4.8,0.73,1.58,0.27,5.27,609.56
44209.79,3.8,0.65,1.39,0.23,3.55,609.76
44209.83,2.42,0.73,1.43,0.49,3.69,609.9
44209.88,2.23,0.68,1.39,0.6,4.85,610.18
44209.92,2.07,0.34,1.26,0.7,5.82,610.41
44209.96,1.14,0.17,1.02,0.76,6.64,610.52
44210,1.3,0.18,0.78,0.83,6.96,610.44
44210.04,1.45,0.03,0.67,0.6,7.6,610.27
44210.08,1.33,0.06,0.74,0.58,7.68,610.42
44210.12,1.27,0.17,0.77,0.7,7.04,610.38
44210.17,0.87,-0.11,1.03,0.65,6.16,610.41
44210.21,0.98,0.11,0.91,0.49,7.92,610.44
44210.25,0.53,-0.37,0.99,3.09,7.12,610.64
44210.29,0.79,-0.45,0.55,1.93,5.76,610.61
44210.33,1.23,-0.17,0.72,1.51,4.32,610.87
44210.38,1.34,-0.17,0.65,1.61,3.74,610.9
44210.42,5.03,1.94,0.68,1.69,3.04,611.46
44210.46,6.17,2.69,0.76,1.97,2.72,611.3
44210.5,7.36,3.51,0.84,2.22,2.14,611.08
44210.54,11.48,4.35,0.82,2.19,2.9,610.01
44210.58,12.49,4.07,0.78,2.01,4.52,609.17
44210.62,12.76,3.23,0.62,2.85,3.48,608.33
44210.67,12.84,2.99,0.63,0.46,3.77,608.31
44210.71,11.75,3.41,1.29,0.44,2.45,608.51
44210.75,7.64,3.24,1.6,0.42,2.64,609.06
44210.79,5.53,3.27,2.47,0.5,4.48,609.81
44210.83,5.42,3.4,2.02,0.42,6.4,610.46
44210.88,4.93,3.28,1.5,0.54,9.04,610.59
44210.92,4.71,3.33,1.25,0.62,10,611.23
44210.96,2.67,1.6,1.31,0.72,10,611.45
44211,2.69,1.29,1.37,0.68,10,611.9
44211.04,2.62,1.23,1.32,0.56,10,611.87
44211.08,2.56,1.3,1.04,0.42,10,611.76
44211.12,2.42,1.07,1.05,0.32,10,611.76
44211.17,0.8,-0.2,0.98,0.25,10,611.85
44211.21,0.89,-0.49,0.9,0.19,10,611.51
44211.25,0.07,-0.94,0.79,2.56,9.84,611.7
44211.29,0.18,-0.99,0.84,2.43,10,611.58
44211.33,0.27,-0.99,0.75,2.66,8.64,612.26
44211.38,-0.25,-1.27,0.87,0.18,8.48,612.49
44211.42,2.22,-0.36,1.2,0.53,7.44,613.1
44211.46,2.13,-0.59,1.47,0.6,9.84,613.35
44211.5,2.3,-0.39,1.61,0.55,10,613.45
44211.54,5.22,0.87,1.57,0.47,10,612.65
44211.58,5.45,1.12,1.55,0.31,9.04,612.12
44211.62,5.31,1.41,1.68,0.3,9.12,611.3
44211.67,5.39,1.57,2.11,0.49,8,611.28
44211.71,4.91,1.5,2.06,0.54,6.56,611.47
44211.75,1.65,-0.28,1.62,0.6,9.12,612.25
44211.79,1.73,0.26,1.58,0.45,9.76,612.38
44211.83,2.11,0.21,1.48,0.59,9.89,613.2
44211.88,2.39,0.44,1.5,0.76,9.95,613.83
44211.92,2.01,0.21,1.32,0.69,9.36,614.56
44211.96,1.02,-0.6,1.2,0.69,8.97,614.52
44212,1.11,-0.76,1.21,0.73,8.97,615.06
44212.04,1.23,-0.79,1.17,0.7,9.7,615
44212.08,1.41,-0.95,1,0.75,10,615.15
44212.12,1.44,-0.97,0.93,0.78,10,615.07
44212.17,0.66,-1.51,0.94,0.8,10,615
44212.21,1.01,-1.27,0.9,0.8,10,614.97
44212.25,0.59,-1.9,0.8,0.46,10,615.15
44212.29,0.83,-1.88,0.61,0.26,10,615.3
44212.33,1.05,-1.87,0.64,3.04,10,615.76
44212.38,0.69,-2.24,0.66,2.7,10,615.94
44212.42,1.05,-2.01,0.55,3.06,9.66,616.5
44212.46,1.12,-2.24,0.59,0.33,8.93,616.63
44212.5,1.73,-2.61,0.64,0.94,8.01,616.2
44212.54,4.33,-2.81,0.78,1.12,7.87,615.62
44212.58,3.97,-2.14,0.98,0.99,7.58,614.68
44212.62,4.03,-1.71,1.15,0.9,9.22,614.11
44212.67,4.22,-1.69,1.4,0.74,9.21,614.04
44212.71,4.15,-1.63,1.41,0.77,7.17,614.57
44212.75,2.49,-2.49,1.08,0.83,6.96,614.47
44212.79,3.07,-2.04,1.09,0.81,7.49,614.96
44212.83,3.1,-1.73,1.07,0.62,7.75,615.24
44212.88,2.32,-1.46,0.84,0.95,8.31,615.84
44212.92,2.03,-1.37,0.45,0.81,9.82,616.26
44212.96,0.45,-1.36,0.23,1.41,10,616.41
44213,0.67,-1.32,0.47,2.66,9.96,616.49
44213.04,0.07,-1.17,0.68,3.02,9.99,616.21
44213.08,0.14,-1.08,0.72,0.08,9.92,616.31
44213.12,0.31,-0.83,0.78,0.45,10,615.86
44213.17,0.01,-0.84,0.81,0.5,10,615.86
44213.21,0.02,-0.87,0.76,0.6,10,615.86
44213.25,0.6,-0.36,0.55,0.24,10,616.16
44213.29,0.6,-0.15,0.76,0.56,10,616.51
44213.33,0.56,-0.09,1.19,0.83,9.91,616.66
44213.38,1.06,0.12,0.93,0.85,9.81,617.05
44213.42,3.79,1.58,0.78,0.67,9.72,617.04
44213.46,4.22,0.73,0.65,0.34,8.15,617.36
44213.5,5.19,0.63,0.67,1.98,7.06,617
44213.54,8.91,-1.33,1.07,1.38,6,616.28
44213.58,8.92,-2.6,1.17,1.14,2.55,615.75
44213.62,9.1,-3.11,1.35,0.94,1.08,615.06
44213.67,9.59,-3.6,1.4,0.8,1.79,614.94
44213.71,9.25,-3.64,1.42,0.65,1.58,614.97
44213.75,5.85,0.35,1.26,0.64,2.61,615.07
44213.79,6.9,-2.3,1.2,0.46,3.55,615.28
44213.83,6.65,-1.64,0.93,0.21,0.83,615.53
44213.88,5.91,-1.43,0.64,1.89,0.05,615.54
44213.92,4.75,-1.39,0.56,1.08,0.41,615.75
44213.96,1.75,-1.99,0.77,0.81,0.61,615.7
44214,1.42,-2.2,0.93,0.75,0.84,615.64
44214.04,0.76,-2.6,1.1,0.71,0.39,615.6
44214.08,0.41,-2.81,1.18,0.7,0.08,615.44
44214.12,0.29,-3.03,1.29,0.72,0,614.93
44214.17,-0.88,-3.43,1.36,0.7,0,614.85
44214.21,-1.33,-3.8,1.44,0.71,0,614.42
44214.25,-1.38,-4.55,1.68,0.72,0,614.04
44214.29,-1.2,-4.57,1.68,0.69,0,614.49
44214.33,-1.13,-4.67,1.63,0.72,0,614.55
44214.38,-0.62,-4.38,1.44,0.67,0,615.09
44214.42,3.49,-1.79,0.96,0.58,0,615.59
44214.46,5.77,-1.15,0.59,0.58,0,615.47
44214.5,6.72,-1,0.17,1.16,0.08,615.34
44214.54,10.37,-1.3,0.35,3.01,0.16,614.53
44214.58,10.52,-0.95,0.59,0.15,0.31,613.81
44214.62,10.53,-0.99,0.96,0.21,0.31,612.95
44214.67,11.32,-1.58,1.02,0.12,2.05,612.95
44214.71,10.98,-1.34,1.26,0.21,2.19,612.8
44214.75,6.84,1.41,1.54,0.4,0.1,612.64
44214.79,7.75,-0.87,1.72,0.55,0.53,612.92
44214.83,7.69,0.23,1.65,0.58,0.67,613.75
44214.88,7.49,1.19,1.54,0.58,4.64,614.21
44214.92,6.36,1.78,1.32,0.58,6.48,614.7
44214.96,3.75,1.79,0.98,0.59,7.6,614.72
44215,3.67,1.96,0.63,0.57,8.96,614.76
44215.04,3.16,2.03,0.4,2.52,10,614.54
44215.08,2.74,1.74,0.53,1.6,9.92,614.27
44215.12,2.45,1.5,0.67,1.57,9.76,613.68
44215.17,1.51,1.04,0.66,1.48,9.84,613.34
44215.21,1.43,0.88,0.72,1.39,9.76,612.84
44215.25,2.06,2.01,0.71,1.09,10,612.66
44215.29,1.8,1.79,1.07,0.87,10,612.39
44215.33,1.93,1.86,1.08,0.82,10,612.53
44215.38,0.86,0.8,1.15,0.78,9.84,612.9
44215.42,3.73,1.65,0.94,0.86,4.37,613.3
44215.46,4.55,1.52,0.57,1.39,3.41,613.27
44215.5,5.29,1.31,0.68,2.75,2.43,612.92
44215.54,9.39,1.76,0.93,0.03,1.96,611.99
44215.58,9.44,1.75,0.92,2.91,5.27,611.17
44215.62,9.29,1.67,1.36,0.23,7.95,610.36
44215.67,8.81,1.56,1.71,0.48,4.79,609.97
44215.71,8.07,2.28,2.11,0.65,4.44,609.87
44215.75,6.45,2.7,1.94,0.76,5.95,610.1
44215.79,5.32,3.21,1.92,0.71,8.56,610.05
44215.83,5.71,3.35,1.59,0.55,9.36,610.66
44215.88,5.88,3.4,1.4,0.61,10,610.87
44215.92,5.85,3.71,0.98,0.53,10,611.31
44215.96,4.44,2.89,0.78,0.04,10,611.08
44216,4.37,2.95,0.8,2.46,10,610.89
44216.04,4.39,2.89,0.79,2.08,10,610.46
44216.08,4.58,2.82,0.84,1.98,9.92,610
44216.12,4.66,2.95,0.73,2.1,10,609.39
44216.17,4.08,2.65,0.6,2.2,10,608.92
44216.21,3.94,2.49,0.59,1.92,10,608.57
44216.25,2.34,1.76,0.77,2.64,10,608.16
44216.29,2.19,1.6,0.61,2.6,10,608.36
44216.33,1.78,1.32,0.77,2.27,10,608.9
44216.38,1.58,1.15,0.77,2.23,10,609.1
44216.42,4.56,2.57,0.7,2.01,10,609.17
44216.46,4.88,2.2,0.62,2.17,10,609.26
44216.5,5.82,2.82,0.64,2.83,10,609.13
44216.54,8.27,2.78,0.89,0.01,10,608.17
44216.58,8.62,2.56,1.07,0.17,6.24,607.63
44216.62,8.59,2.53,1.19,0.33,5.52,606.93
44216.67,8.2,2.81,1.6,0.54,4,606.9
44216.71,7.75,3.52,1.82,0.62,4.4,607.02
44216.75,5.5,2.82,1.92,0.54,7.28,606.47
44216.79,5.32,3.19,1.8,0.48,6.08,607.39
44216.83,5.04,3.36,1.56,0.36,7.12,607.98
44216.88,4.99,3.59,1.49,0.48,7.2,608.4
44216.92,5.09,4.08,1.36,0.62,8.32,609.03
44216.96,4.04,3.07,0.78,0.44,10,609.12
44217,4.32,3.1,0.88,0.21,10,609.5
44217.04,4.21,2.94,0.82,0.19,10,609.16
44217.08,4.24,2.79,0.76,0.11,10,609.26
44217.12,4.37,2.77,0.76,3.04,10,609.08
44217.17,3.52,2.38,0.71,3.12,10,608.95
44217.21,3.25,1.8,0.52,0.07,10,608.79
44217.25,2.26,1.3,0.52,0.16,10,608.98
44217.29,2.31,1.27,0.72,2.81,10,609.01
44217.33,2.45,1.27,0.88,2.41,10,609.48
44217.38,1.99,0.88,0.88,2.42,10,609.66
44217.42,4,1.13,0.86,2.49,10,610.17
44217.46,4,1.29,0.98,2.17,10,610.13
44217.5,4.3,1.53,0.82,1.83,10,610.13
