$GATE WITHDRAWAL AT SEG76                                    ELEV OF WITHDRAWAL CENTERLINE:7.       

JDAY,QWD(m3s-1)
  40550.6250,      5.2105
  40550.6674,      5.2211
  40550.7086,      5.2316
  40550.7500,      5.2424
  40550.7930,      5.2530
  40550.8336,      5.2633
  40550.8750,      5.2740
  40550.9169,      5.2845
  40550.9587,      5.2951
  40551.0000,      5.3059
  40551.0418,      5.2994
  40551.0837,      5.2925
  40551.1250,      5.2856
  40551.1680,      5.2786
  40551.2087,      5.2718
  40551.2500,      5.2648
  40551.2929,      5.2579
  40551.3338,      5.2512
  40551.3750,      5.2442
  40551.4172,      5.2374
  40551.4589,      5.2306
  40551.5000,      5.2237
  40551.5430,      5.2167
  40551.5838,      5.2100
  40551.6250,      5.2031
  40551.6676,      5.1961
  40551.7086,      5.1893
  40551.7500,      5.1823
  40551.7923,      5.1755
  40551.8338,      5.1687
  40551.8750,      5.1616
  40551.9172,      5.1549
  40551.9588,      5.1481
  40552.0000,      5.1411
  40552.0430,      5.1437
  40552.0838,      5.1464
  40552.1250,      5.1492
  40552.1671,      5.1519
  40552.2086,      5.1547
  40552.2500,      5.1575
  40552.2922,      5.1602
  40552.3337,      5.1629
  40552.3750,      5.1657
  40552.4168,      5.1684
  40552.4587,      5.1712
  40552.5000,      5.1739
  40552.5427,      5.1767
  40552.5838,      5.1794
  40552.6250,      5.1822
  40552.6670,      5.1849
  40552.7089,      5.1877
  40552.7500,      5.1905
  40552.7917,      5.1932
  40552.8334,      5.1959
  40552.8750,      5.1987
  40552.9171,      5.2014
  40552.9586,      5.2042
  40553.0000,      5.2070
  40553.0427,      5.2188
  40553.0836,      5.2305
  40553.1250,      5.2425
  40553.1680,      5.2546
  40553.2086,      5.2662
  40553.2500,      5.2782
  40553.2928,      5.2903
  40553.3336,      5.3020
  40553.3750,      5.3142
  40553.4173,      5.3259
  40553.4585,      5.3377
  40553.5000,      5.3498
  40553.5430,      5.3619
  40553.5835,      5.3735
  40553.6250,      5.3854
  40553.6671,      5.3974
  40553.7086,      5.4092
  40553.7500,      5.4215
  40553.7928,      5.4333
  40553.8334,      5.4450
  40553.8750,      5.4572
  40553.9172,      5.4690
  40553.9584,      5.4807
  40554.0000,      5.4929
  40554.0417,      5.4468
  40554.0833,      5.3987
  40554.1250,      5.3494
  40554.1677,      5.3016
  40554.2085,      5.2549
  40554.2500,      5.2068
  40554.2925,      5.1580
  40554.3334,      5.1112
  40554.3750,      5.0624
  40554.4175,      5.0146
  40554.4584,      4.9674
  40554.5000,      4.9189
  40554.5425,      4.8705
  40554.5835,      4.8237
  40554.6250,      4.7743
  40554.6670,      4.7275
  40554.7084,      4.6799
  40554.7500,      4.6310
  40554.7921,      4.5836
  40554.8335,      4.5362
  40554.8750,      4.4879
  40554.9179,      4.4389
  40554.9584,      4.3924
  40555.0000,      4.3440
  40555.0425,      4.4030
  40555.0835,      4.4628
  40555.1250,      4.5246
  40555.1670,      4.5845
  40555.2086,      4.6453
  40555.2500,      4.7060
  40555.2928,      4.7685
  40555.3334,      4.8278
  40555.3750,      4.8892
  40555.4169,      4.9497
  40555.4584,      5.0103
  40555.5000,      5.0712
  40555.5419,      5.1320
  40555.5835,      5.1928
  40555.6250,      5.2542
  40555.6674,      5.3154
  40555.7084,      5.3753
  40555.7500,      5.4367
  40555.7922,      5.4977
  40555.8334,      5.5578
  40555.8750,      5.6201
  40555.9176,      5.6807
  40555.9596,      5.7421
  40556.0000,      5.8019
  40556.0425,      5.8402
  40556.0834,      5.8770
  40556.1250,      5.9146
  40556.1676,      5.9528
  40556.2085,      5.9898
  40556.2500,      6.0279
  40556.2925,      6.0656
  40556.3334,      6.1025
  40556.3750,      6.1411
  40556.4169,      6.1778
  40556.4584,      6.2153
  40556.5000,      6.2527
  40556.5416,      6.2902
  40556.5835,      6.3280
  40556.6250,      6.3659
  40556.6678,      6.4040
  40556.7085,      6.4408
  40556.7500,      6.4793
  40556.7924,      6.5163
  40556.8336,      6.5535
  40556.8750,      6.5914
  40556.9170,      6.6287
  40556.9585,      6.6663
  40557.0000,      6.7045
  40557.0420,      6.6899
  40557.0836,      6.6744
  40557.1250,      6.6584
  40557.1668,      6.6433
  40557.2085,      6.6278
  40557.2500,      6.6118
  40557.2930,      6.5963
  40557.3334,      6.5811
  40557.3750,      6.5656
  40557.4168,      6.5501
  40557.4585,      6.5345
  40557.5000,      6.5190
  40557.5418,      6.5035
  40557.5834,      6.4879
  40557.6250,      6.4722
  40557.6672,      6.4567
  40557.7084,      6.4413
  40557.7500,      6.4253
  40557.7923,      6.4100
  40557.8334,      6.3946
  40557.8750,      6.3790
  40557.9180,      6.3631
  40557.9583,      6.3480
  40558.0000,      6.3322
  40558.0417,      6.3588
  40558.0834,      6.3865
  40558.1250,      6.4143
  40558.1667,      6.4419
  40558.2084,      6.4695
  40558.2500,      6.4977
  40558.2924,      6.5252
  40558.3334,      6.5525
  40558.3750,      6.5807
  40558.4179,      6.6086
  40558.4585,      6.6355
  40558.5000,      6.6633
  40558.5423,      6.6912
  40558.5834,      6.7185
  40558.6250,      6.7463
  40558.6676,      6.7744
  40558.7084,      6.8015
  40558.7500,      6.8297
  40558.7917,      6.8568
  40558.8334,      6.8845
  40558.8750,      6.9129
  40558.9176,      6.9404
  40558.9596,      6.9683
  40559.0000,      6.9958
  40559.0426,      6.9814
  40559.0834,      6.9669
  40559.1250,      6.9518
  40559.1680,      6.9369
  40559.2086,      6.9225
  40559.2500,      6.9076
  40559.2928,      6.8926
  40559.3334,      6.8781
  40559.3750,      6.8630
  40559.4167,      6.8485
  40559.4586,      6.8337
  40559.5000,      6.8189
  40559.5420,      6.8041
  40559.5835,      6.7894
  40559.6250,      6.7745
  40559.6668,      6.7599
  40559.7086,      6.7450
  40559.7500,      6.7302
  40559.7928,      6.7151
  40559.8337,      6.7006
  40559.8750,      6.6857
  40559.9168,      6.6711
  40559.9584,      6.6562
  40560.0000,      6.6415
  40560.0425,      6.6356
  40560.0835,      6.6302
  40560.1250,      6.6247
  40560.1674,      6.6191
  40560.2084,      6.6137
  40560.2500,      6.6081
  40560.2923,      6.6026
  40560.3334,      6.5972
  40560.3750,      6.5916
  40560.4171,      6.5861
  40560.4583,      6.5807
  40560.5000,      6.5750
  40560.5418,      6.5697
  40560.5833,      6.5642
  40560.6250,      6.5586
  40560.6673,      6.5531
  40560.7094,      6.5475
  40560.7500,      6.5422
  40560.7927,      6.5365
  40560.8345,      6.5310
  40560.8750,      6.5255
  40560.9173,      6.5201
  40560.9593,      6.5145
  40561.0000,      6.5090
  40561.0428,      6.5248
  40561.0843,      6.5405
  40561.1250,      6.5560
  40561.1677,      6.5721
  40561.2093,      6.5879
  40561.2500,      6.6035
  40561.2917,      6.6191
  40561.3342,      6.6353
  40561.3750,      6.6509
  40561.4175,      6.6668
  40561.4592,      6.6826
  40561.5000,      6.6983
  40561.5423,      6.7142
  40561.5840,      6.7300
  40561.6250,      6.7457
  40561.6670,      6.7614
  40561.7089,      6.7773
  40561.7500,      6.7929
  40561.7918,      6.8088
  40561.8339,      6.8247
  40561.8750,      6.8405
  40561.9167,      6.8561
  40561.9589,      6.8721
  40562.0000,      6.8879
  40562.0422,      7.0261
  40562.0838,      7.1653
  40562.1250,      7.3031
  40562.1674,      7.4447
  40562.2088,      7.5832
  40562.2500,      7.7217
  40562.2917,      7.8607
  40562.3337,      8.0011
  40562.3750,      8.1417
  40562.4175,      8.2812
  40562.4584,      8.4186
  40562.5000,      8.5591
  40562.5423,      8.6987
  40562.5840,      8.8377
  40562.6250,      8.9760
  40562.6673,      9.1160
  40562.7091,      9.2557
  40562.7500,      9.3957
  40562.7918,      9.5324
  40562.8340,      9.6736
  40562.8750,      9.8115
  40562.9171,      9.9514
  40562.9589,     10.0915
  40563.0000,     10.2288
  40563.0417,     10.1500
  40563.0839,     10.0652
  40563.1250,      9.9826
  40563.1671,      9.8985
  40563.2083,      9.8160
  40563.2500,      9.7321
  40563.2922,      9.6481
  40563.3333,      9.5656
  40563.3750,      9.4817
  40563.4171,      9.3978
  40563.4583,      9.3153
  40563.5000,      9.2314
  40563.5421,      9.1474
  40563.5833,      9.0649
  40563.6250,      8.9809
  40563.6666,      8.8981
  40563.7084,      8.8144
  40563.7500,      8.7304
  40563.7917,      8.6477
  40563.8334,      8.5641
  40563.8750,      8.4803
  40563.9173,      8.3961
  40563.9585,      8.3136
  40564.0000,      8.2299
  40564.0423,      8.2087
  40564.0833,      8.1886
  40564.1250,      8.1684
  40564.1670,      8.1478
  40564.2085,      8.1276
  40564.2500,      8.1071
  40564.2920,      8.0869
  40564.3335,      8.0666
  40564.3750,      8.0463
  40564.4169,      8.0259
  40564.4585,      8.0056
  40564.5000,      7.9853
  40564.5418,      7.9650
  40564.5836,      7.9446
  40564.6250,      7.9243
  40564.6668,      7.9041
  40564.7086,      7.8836
  40564.7500,      7.8630
  40564.7922,      7.8428
  40564.8336,      7.8226
  40564.8750,      7.8020
  40564.9172,      7.7818
  40564.9586,      7.7616
  40565.0000,      7.7411
  40565.0421,      8.0834
  40565.0836,      8.4273
  40565.1250,      8.7711
  40565.1667,      9.1158
  40565.2086,      9.4630
  40565.2500,      9.8109
  40565.2918,     10.1529
  40565.3336,     10.4990
  40565.3750,     10.8480
  40565.4172,     11.1917
  40565.4585,     11.5345
  40565.5000,     11.8801
  40565.5423,     12.2290
  40565.5836,     12.5706
  40565.6250,     12.9139
  40565.6667,     13.2601
  40565.7085,     13.6064
  40565.7500,     13.9519
  40565.7921,     14.2987
  40565.8335,     14.6420
  40565.8750,     14.9888
  40565.9173,     15.3365
  40565.9585,     15.6781
  40566.0000,     16.0277
  40566.0418,     16.0958
  40566.0834,     16.1648
  40566.1250,     16.2339
  40566.1672,     16.3031
  40566.2085,     16.3714
  40566.2500,     16.4411
  40566.2919,     16.5094
  40566.3334,     16.5780
  40566.3750,     16.6472
  40566.4171,     16.7163
  40566.4585,     16.7846
  40566.5000,     16.8533
  40566.5423,     16.9232
  40566.5834,     16.9912
  40566.6250,     17.0603
  40566.6669,     17.1293
  40566.7084,     17.1979
  40566.7500,     17.2675
  40566.7922,     17.3364
  40566.8334,     17.4045
  40566.8750,     17.4736
  40566.9169,     17.5426
  40566.9584,     17.6111
  40567.0000,     17.6806
  40567.0423,     17.8283
  40567.0834,     17.9740
  40567.1250,     18.1228
  40567.1670,     18.2704
  40567.2084,     18.4169
  40567.2500,     18.5654
  40567.2919,     18.7129
  40567.3334,     18.8598
  40567.3750,     19.0081
  40567.4169,     19.1559
  40567.4584,     19.3027
  40567.5000,     19.4507
  40567.5419,     19.5986
  40567.5834,     19.7456
  40567.6250,     19.8934
  40567.6668,     20.0411
  40567.7084,     20.1884
  40567.7500,     20.3362
  40567.7918,     20.4840
  40567.8334,     20.6313
  40567.8750,     20.7787
  40567.9167,     20.9263
  40567.9583,     21.0742
  40568.0000,     21.2237
  40568.0423,     20.7980
  40568.0833,     20.3767
  40568.1250,     19.9451
  40568.1671,     19.5183
  40568.2083,     19.0958
  40568.2500,     18.6667
  40568.2920,     18.2387
  40568.3333,     17.8151
  40568.3750,     17.3864
  40568.4168,     16.9594
  40568.4583,     16.5341
  40568.5000,     16.1060
  40568.5417,     15.6797
  40568.5833,     15.2533
  40568.6250,     14.8201
  40568.6672,     14.3936
  40568.7083,     13.9725
  40568.7500,     13.5412
  40568.7921,     13.1144
  40568.8333,     12.6916
  40568.8750,     12.2621
  40568.9176,     11.8316
  40568.9590,     11.4074
  40569.0000,     10.9801
  40569.0422,     10.7879
  40569.0833,     10.6003
  40569.1250,     10.4094
  40569.1671,     10.2187
  40569.2083,     10.0307
  40569.2500,      9.8407
  40569.2919,      9.6501
  40569.3334,      9.4609
  40569.3750,      9.2696
  40569.4171,      9.0794
  40569.4583,      8.8913
  40569.5000,      8.7015
  40569.5419,      8.5106
  40569.5834,      8.3216
  40569.6250,      8.1298
  40569.6673,      7.9393
  40569.7084,      7.7520
  40569.7500,      7.5619
  40569.7921,      7.3705
  40569.8334,      7.1824
  40569.8750,      6.9902
  40569.9167,      6.8027
  40569.9584,      6.6126
  40570.0000,      6.4220
  40570.0422,      6.4999
  40570.0834,      6.5794
  40570.1250,      6.6608
  40570.1667,      6.7399
  40570.2084,      6.8202
  40570.2500,      6.9010
  40570.2920,      6.9814
  40570.3334,      7.0611
  40570.3750,      7.1425
  40570.4173,      7.2227
  40570.4584,      7.3020
  40570.5000,      7.3828
  40570.5419,      7.4629
  40570.5834,      7.5429
  40570.6250,      7.6241
  40570.6672,      7.7044
  40570.7083,      7.7837
  40570.7500,      7.8643
  40570.7918,      7.9445
  40570.8333,      8.0246
  40570.8750,      8.1058
  40570.9171,      8.1859
  40570.9583,      8.2654
  40571.0000,      8.3459
  40571.0417,      8.2295
  40571.0839,      8.1085
  40571.1250,      7.9895
  40571.1670,      7.8707
  40571.2089,      7.7505
  40571.2500,      7.6325
  40571.2918,      7.5131
  40571.3333,      7.3942
  40571.3750,      7.2749
  40571.4170,      7.1544
  40571.4583,      7.0363
  40571.5000,      6.9159
  40571.5417,      6.7973
  40571.5839,      6.6765
  40571.6250,      6.5585
  40571.6672,      6.4378
  40571.7089,      6.3186
  40571.7500,      6.1995
  40571.7920,      6.0805
  40571.8339,      5.9605
  40571.8750,      5.8426
  40571.9172,      5.7220
  40571.9583,      5.6042
  40572.0000,      5.4835
  40572.0421,      5.6575
  40572.0839,      5.8333
  40572.1250,      6.0076
  40572.1671,      6.1831
  40572.2089,      6.3590
  40572.2500,      6.5330
  40572.2919,      6.7082
  40572.3333,      6.8821
  40572.3750,      7.0580
  40572.4170,      7.2341
  40572.4583,      7.4079
  40572.5000,      7.5839
  40572.5420,      7.7599
  40572.5833,      7.9337
  40572.6250,      8.1096
  40572.6670,      8.2857
  40572.7083,      8.4595
  40572.7500,      8.6347
  40572.7920,      8.8112
  40572.8333,      8.9853
  40572.8750,      9.1605
  40572.9170,      9.3372
  40572.9584,      9.5111
  40573.0000,      9.6888
  40573.0420,      9.6437
  40573.0834,      9.5982
  40573.1250,      9.5520
  40573.1671,      9.5065
  40573.2085,      9.4611
  40573.2500,      9.4150
  40573.2920,      9.3695
  40573.3335,      9.3240
  40573.3750,      9.2779
  40573.4169,      9.2325
  40573.4585,      9.1868
  40573.5000,      9.1407
  40573.5418,      9.0955
  40573.5835,      9.0497
  40573.6250,      9.0039
  40573.6669,      8.9582
  40573.7086,      8.9126
  40573.7500,      8.8666
  40573.7920,      8.8210
  40573.8336,      8.7754
  40573.8750,      8.7295
  40573.9171,      8.6838
  40573.9586,      8.6383
  40574.0000,      8.5924
  40574.0418,      8.5115
  40574.0836,      8.4293
  40574.1250,      8.3479
  40574.1672,      8.2652
  40574.2085,      8.1839
  40574.2500,      8.1018
  40574.2923,      8.0194
  40574.3336,      7.9384
  40574.3750,      7.8559
  40574.4168,      7.7749
  40574.4585,      7.6929
  40574.5000,      7.6114
  40574.5421,      7.5287
  40574.5835,      7.4475
  40574.6250,      7.3650
  40574.6673,      7.2830
  40574.7085,      7.2019
  40574.7500,      7.1205
  40574.7918,      7.0383
  40574.8335,      6.9564
  40574.8750,      6.8748
  40574.9170,      6.7924
  40574.9585,      6.7110
  40575.0000,      6.6285
  40575.0417,      6.6641
  40575.0834,      6.7010
  40575.1250,      6.7379
  40575.1666,      6.7743
  40575.2084,      6.8112
  40575.2500,      6.8482
  40575.2918,      6.8847
  40575.3334,      6.9215
  40575.3750,      6.9586
  40575.4169,      6.9951
  40575.4585,      7.0317
  40575.5000,      7.0689
  40575.5420,      7.1054
  40575.5835,      7.1420
  40575.6250,      7.1786
  40575.6673,      7.2159
  40575.7085,      7.2523
  40575.7500,      7.2889
  40575.7923,      7.3262
  40575.8335,      7.3625
  40575.8750,      7.3993
  40575.9167,      7.4358
  40575.9585,      7.4727
  40576.0000,      7.5098
  40576.0418,      7.5808
  40576.0835,      7.6527
  40576.1250,      7.7252
  40576.1669,      7.7965
  40576.2085,      7.8684
  40576.2500,      7.9410
  40576.2919,      8.0123
  40576.3335,      8.0840
  40576.3750,      8.1566
  40576.4170,      8.2281
  40576.4585,      8.2997
  40576.5000,      8.3712
  40576.5422,      8.4439
  40576.5836,      8.5153
  40576.6250,      8.5871
  40576.6672,      8.6596
  40576.7086,      8.7309
  40576.7500,      8.8030
  40576.7922,      8.8752
  40576.8335,      8.9466
  40576.8750,      9.0187
  40576.9172,      9.0909
  40576.9585,      9.1621
  40577.0000,      9.2341
  40577.0417,      9.1400
  40577.0835,      9.0430
  40577.1250,      8.9458
  40577.1669,      8.8495
  40577.2085,      8.7529
  40577.2500,      8.6552
  40577.2923,      8.5587
  40577.3336,      8.4629
  40577.3750,      8.3664
  40577.4174,      8.2685
  40577.4585,      8.1729
  40577.5000,      8.0760
  40577.5418,      7.9799
  40577.5835,      7.8829
  40577.6250,      7.7857
  40577.6670,      7.6893
  40577.7085,      7.5929
  40577.7500,      7.4965
  40577.7916,      7.4003
  40577.8336,      7.3029
  40577.8750,      7.2060
  40577.9168,      7.1099
  40577.9586,      7.0129
  40578.0000,      6.9157
  40578.0419,      6.9323
  40578.0835,      6.9499
  40578.1250,      6.9674
  40578.1673,      6.9851
  40578.2086,      7.0025
  40578.2500,      7.0202
  40578.2921,      7.0376
  40578.3335,      7.0551
  40578.3750,      7.0727
  40578.4172,      7.0903
  40578.4586,      7.1077
  40578.5000,      7.1255
  40578.5421,      7.1429
  40578.5835,      7.1603
  40578.6250,      7.1780
  40578.6668,      7.1954
  40578.7085,      7.2130
  40578.7500,      7.2305
  40578.7921,      7.2482
  40578.8335,      7.2656
  40578.8750,      7.2832
  40578.9172,      7.3008
  40578.9585,      7.3182
  40579.0000,      7.3360
  40579.0420,      7.3501
  40579.0835,      7.3643
  40579.1250,      7.3787
  40579.1674,      7.3930
  40579.2085,      7.4071
  40579.2500,      7.4213
  40579.2920,      7.4356
  40579.3336,      7.4498
  40579.3750,      7.4642
  40579.4172,      7.4784
  40579.4586,      7.4926
  40579.5000,      7.5067
  40579.5418,      7.5210
  40579.5836,      7.5353
  40579.6250,      7.5495
  40579.6672,      7.5639
  40579.7088,      7.5781
  40579.7500,      7.5924
  40579.7924,      7.6067
  40579.8337,      7.6209
  40579.8750,      7.6349
  40579.9171,      7.6493
  40579.9587,      7.6636
  40580.0000,      7.6777
  40580.0422,      7.5975
  40580.0838,      7.5165
  40580.1250,      7.4351
  40580.1668,      7.3550
  40580.2088,      7.2730
  40580.2500,      7.1928
  40580.2921,      7.1109
  40580.3339,      7.0294
  40580.3750,      6.9484
  40580.4173,      6.8669
  40580.4589,      6.7860
  40580.5000,      6.7059
  40580.5418,      6.6245
  40580.5841,      6.5421
  40580.6250,      6.4618
  40580.6672,      6.3803
  40580.7089,      6.2989
  40580.7500,      6.2187
  40580.7917,      6.1378
  40580.8343,      6.0550
  40580.8750,      5.9737
  40580.9174,      5.8931
  40580.9593,      5.8114
  40581.0000,      5.7302
  40581.0425,      5.6921
  40581.0840,      5.6542
  40581.1250,      5.6166
  40581.1672,      5.5783
  40581.2090,      5.5401
  40581.2500,      5.5028
  40581.2917,      5.4647
  40581.3337,      5.4261
  40581.3750,      5.3884
  40581.4173,      5.3500
  40581.4593,      5.3117
  40581.5000,      5.2745
  40581.5427,      5.2356
  40581.5844,      5.1975
  40581.6250,      5.1599
  40581.6676,      5.1214
  40581.7091,      5.0835
  40581.7500,      5.0457
  40581.7919,      5.0082
  40581.8345,      4.9693
  40581.8750,      4.9320
  40581.9173,      4.8937
  40581.9583,      4.8562
  40582.0000,      4.8177
  40582.0427,      5.0430
  40582.0834,      5.2661
  40582.1250,      5.4994
  40582.1672,      5.7268
  40582.2083,      5.9504
  40582.2500,      6.1791
  40582.2927,      6.4131
  40582.3342,      6.6408
  40582.3750,      6.8650
  40582.4174,      7.0955
  40582.4593,      7.3248
  40582.5000,      7.5508
  40582.5425,      7.7811
  40582.5841,      8.0087
  40582.6250,      8.2371
  40582.6674,      8.4649
  40582.7090,      8.6926
  40582.7500,      8.9203
  40582.7920,      9.1470
  40582.8339,      9.3768
  40582.8750,      9.6024
  40582.9173,      9.8334
  40582.9589,     10.0607
  40583.0000,     10.2894
  40583.0423,     10.3875
  40583.0839,     10.4846
  40583.1250,     10.5813
  40583.1670,     10.6788
  40583.2088,     10.7766
  40583.2500,     10.8729
  40583.2918,     10.9703
  40583.3339,     11.0685
  40583.3750,     11.1664
  40583.4167,     11.2620
  40583.4588,     11.3602
  40583.5000,     11.4568
  40583.5419,     11.5541
  40583.5838,     11.6522
  40583.6250,     11.7481
  40583.6667,     11.8457
  40583.7088,     11.9440
  40583.7500,     12.0402
  40583.7917,     12.1370
  40583.8342,     12.2363
  40583.8750,     12.3331
  40583.9176,     12.4310
  40583.9592,     12.5282
  40584.0000,     12.6244
  40584.0425,     13.2555
  40584.0842,     13.8893
  40584.1250,     14.5170
  40584.1671,     15.1542
  40584.2085,     15.7836
  40584.2500,     16.4235
  40584.2920,     17.0528
  40584.3335,     17.6839
  40584.3750,     18.3177
  40584.4167,     18.9479
  40584.4585,     19.5836
  40584.5000,     20.2206
  40584.5418,     20.8489
  40584.5835,     21.4835
  40584.6250,     22.1218
  40584.6671,     22.7542
  40584.7085,     23.3838
  40584.7500,     24.0156
  40584.7923,     24.6566
  40584.8335,     25.2835
  40584.8750,     25.9203
  40584.9169,     26.5505
  40584.9585,     27.1833
  40585.0000,     27.8223
  40585.0422,     27.6770
  40585.0835,     27.5292
  40585.1250,     27.3790
  40585.1669,     27.2311
  40585.2085,     27.0824
  40585.2500,     26.9341
  40585.2923,     26.7830
  40585.3335,     26.6356
  40585.3749,     26.4876
  40585.4169,     26.3377
  40585.4585,     26.1890
  40585.5000,     26.0393
  40585.5422,     25.8898
  40585.5834,     25.7423
  40585.6250,     25.5937
  40585.6670,     25.4436
  40585.7085,     25.2954
  40585.7500,     25.1451
  40585.7917,     24.9980
  40585.8335,     24.8487
  40585.8750,     24.6996
  40585.9172,     24.5493
  40585.9584,     24.4020
  40586.0000,     24.2535
  40586.0419,     23.8060
  40586.0835,     23.3575
  40586.1250,     22.9081
  40586.1673,     22.4525
  40586.2084,     22.0080
  40586.2500,     21.5564
  40586.2922,     21.1043
  40586.3334,     20.6585
  40586.3750,     20.2060
  40586.4167,     19.7596
  40586.4585,     19.3087
  40586.5000,     18.8554
  40586.5417,     18.4102
  40586.5835,     17.9590
  40586.6249,     17.5115
  40586.6671,     17.0569
  40586.7085,     16.6093
  40586.7500,     16.1594
  40586.7922,     15.7062
  40586.8335,     15.2598
  40586.8750,     14.8094
  40586.9173,     14.3549
  40586.9585,     13.9101
  40587.0000,     13.4599
  40587.0417,     13.3320
  40587.0835,     13.2078
  40587.1250,     13.0841
  40587.1668,     12.9599
  40587.2086,     12.8358
  40587.2500,     12.7118
  40587.2919,     12.5878
  40587.3335,     12.4639
  40587.3750,     12.3398
  40587.4169,     12.2159
  40587.4587,     12.0919
  40587.5000,     11.9676
  40587.5422,     11.8434
  40587.5836,     11.7201
  40587.6250,     11.5957
  40587.6673,     11.4714
  40587.7087,     11.3481
  40587.7500,     11.2233
  40587.7917,     11.1013
  40587.8337,     10.9762
  40587.8750,     10.8513
  40587.9170,     10.7286
  40587.9587,     10.6043
  40588.0000,     10.4797
  40588.0417,     10.4182
  40588.0838,     10.3555
  40588.1250,     10.2933
  40588.1674,     10.2310
  40588.2087,     10.1695
  40588.2500,     10.1074
  40588.2920,     10.0455
  40588.3337,      9.9833
  40588.3750,      9.9218
