$GATE WITHDRAWAL AT SEG76                                    ELEV OF WITHDRAWAL CENTERLINE:12.      

JDAY,QWD(m3s-1)
  40567.1250,   6272.6538
  40567.1670,   6284.5923
  40567.2084,   6296.4461
  40567.2500,   6308.4635
  40567.2919,   6320.3970
  40567.3334,   6332.2811
  40567.3750,   6344.2778
  40567.4169,   6356.2375
  40567.4584,   6368.1137
  40567.5000,   6380.0917
  40567.5419,   6392.0549
  40567.5834,   6403.9487
  40567.6250,   6415.9108
  40567.6668,   6427.8632
  40567.7084,   6439.7816
  40567.7500,   6451.7353
  40567.7918,   6463.6920
  40567.8334,   6475.6140
  40567.8750,   6487.5393
  40567.9167,   6499.4817
  40567.9583,   6511.4432
  40568.0000,   6523.5459
  40568.0423,   6583.6128
  40568.0833,   6642.9973
  40568.1250,   6703.8371
  40568.1671,   6763.9952
  40568.2083,   6823.5577
  40568.2500,   6884.0472
  40568.2920,   6944.3681
  40568.3333,   7004.0820
  40568.3750,   7064.5104
  40568.4168,   7124.7046
  40568.4583,   7184.6487
  40568.5000,   7244.9890
  40568.5417,   7305.0877
  40568.5833,   7365.1932
  40568.6250,   7426.2585
  40568.6672,   7486.3758
  40568.7083,   7545.7247
  40568.7500,   7606.5284
  40568.7921,   7666.6878
  40568.8333,   7726.2850
  40568.8750,   7786.8278
  40568.9176,   7847.5040
  40568.9590,   7907.3022
  40569.0000,   7967.5322
  40569.0422,   7935.3335
  40569.0833,   7902.9375
  40569.1250,   7869.9886
  40569.1671,   7837.0706
  40569.2083,   7804.6070
  40569.2500,   7771.8113
  40569.2919,   7738.9059
  40569.3334,   7706.2487
  40569.3750,   7673.2315
  40569.4171,   7640.3995
  40569.4583,   7607.9249
  40569.5000,   7575.1637
  40569.5419,   7542.1961
  40569.5834,   7509.5782
  40569.6250,   7476.4691
  40569.6673,   7443.5768
  40569.7084,   7411.2436
  40569.7500,   7378.4288
  40569.7921,   7345.3869
  40569.8334,   7312.9154
  40569.8750,   7279.7407
  40569.9167,   7247.3653
  40569.9584,   7214.5575
  40570.0000,   7181.6533
  40570.0422,   7138.4971
  40570.0834,   7095.9142
  40570.1250,   7052.3402
  40570.1667,   7009.9938
  40570.2084,   6966.9368
  40570.2500,   6923.6778
  40570.2920,   6880.6454
  40570.3334,   6837.9262
  40570.3750,   6794.3256
  40570.4173,   6751.3655
  40570.4584,   6708.9186
  40570.5000,   6665.6576
  40570.5419,   6622.7636
  40570.5834,   6579.8929
  40570.6250,   6536.3931
  40570.6672,   6493.3859
  40570.7083,   6450.9111
  40570.7500,   6407.7628
  40570.7918,   6364.8090
  40570.8333,   6321.9261
  40570.8750,   6278.4320
  40570.9171,   6235.5034
  40570.9583,   6192.9070
  40571.0000,   6149.8092
  40571.0417,   6213.3538
  40571.0839,   6279.3867
  40571.1250,   6344.3127
  40571.1670,   6409.1275
  40571.2089,   6474.6889
  40571.2500,   6539.1066
  40571.2918,   6604.2303
  40571.3333,   6669.0924
  40571.3750,   6734.2336
  40571.4170,   6799.9389
  40571.4583,   6864.4145
  40571.5000,   6930.0712
  40571.5417,   6994.8190
  40571.5839,   7060.6902
  40571.6250,   7125.0984
  40571.6672,   7190.9569
  40571.7089,   7256.0047
  40571.7500,   7320.9998
  40571.7920,   7385.8894
  40571.8339,   7451.3760
  40571.8750,   7515.7420
  40571.9172,   7581.5370
  40571.9583,   7645.7818
  40572.0000,   7711.6680
  40572.0421,   7696.2400
  40572.0839,   7680.4285
  40572.1250,   7664.7482
  40572.1671,   7648.9671
  40572.2089,   7633.1397
  40572.2500,   7617.4952
  40572.2919,   7601.7347
  40572.3333,   7586.0902
  40572.3750,   7570.2688
  40572.4170,   7554.4297
  40572.4583,   7538.7980
  40572.5000,   7522.9718
  40572.5420,   7507.1383
  40572.5833,   7491.5085
  40572.6250,   7475.6859
  40572.6670,   7459.8463
  40572.7083,   7444.2126
  40572.7500,   7428.4576
  40572.7920,   7412.5843
  40572.8333,   7396.9273
  40572.8750,   7381.1640
  40572.9170,   7365.2700
  40572.9584,   7349.6343
  40573.0000,   7333.6509
  40573.0420,   7301.5414
  40573.0834,   7269.3650
  40573.1250,   7236.6459
  40573.1671,   7204.4133
  40573.2085,   7172.2570
  40573.2500,   7139.5848
  40573.2920,   7107.3913
  40573.3335,   7075.1429
  40573.3750,   7042.4897
  40573.4169,   7010.3483
  40573.4585,   6978.0182
  40573.5000,   6945.3853
  40573.5418,   6913.3320
  40573.5835,   6880.9063
  40573.6250,   6848.4784
  40573.6669,   6816.1242
  40573.7086,   6783.8066
  40573.7500,   6751.2919
  40573.7920,   6718.9844
  40573.8336,   6686.6709
  40573.8750,   6654.1946
  40573.9171,   6621.8039
  40573.9586,   6589.5653
  40574.0000,   6557.0787
  40574.0418,   6512.5670
  40574.0836,   6467.3633
  40574.1250,   6422.5927
  40574.1672,   6377.1402
  40574.2085,   6332.4273
  40574.2500,   6287.3014
  40574.2923,   6241.9877
  40574.3336,   6197.4223
  40574.3750,   6152.0722
  40574.4168,   6107.5412
  40574.4585,   6062.4450
  40574.5000,   6017.6571
  40574.5421,   5972.1821
  40574.5835,   5927.5006
  40574.6250,   5882.1711
  40574.6673,   5837.0571
  40574.7085,   5792.4932
  40574.7500,   5747.7169
  40574.7918,   5702.5243
  40574.8335,   5657.5269
  40574.8750,   5612.6431
