$,,,,,,
,,,,,,
jday,tem,dew,windforce,windangle,cloud,pressure
44202.17,-4.23,-4.85,0.2,0.55,7.99,545.41
44202.21,-4.39,-5.08,0.18,2.78,7.51,545.17
44202.25,-4.73,-5.01,0.35,2.68,7.48,545.04
44202.29,-5.19,-5.46,0.52,1,10,545.52
44202.33,-4.83,-5.32,0.53,1,10,545.86
44202.38,-4.33,-4.95,0.56,0.91,9.93,546.16
44202.42,-0.98,-2.71,0.68,1.09,7.12,546.53
44202.46,-0.3,-2.34,0.52,1.37,4.44,546.89
44202.5,-0.02,-1.7,0.56,2.43,2.91,546.7
44202.54,2.99,-0.4,0.87,2.33,3.03,546.17
44202.58,2.76,-0.38,1.04,2.18,3.09,545.6
44202.62,2.79,-0.34,1.16,2.12,3.5,545.02
44202.67,3.88,0.27,1.19,2.22,4.23,545
44202.71,3.57,0.25,1.22,2.47,5.67,545.1
44202.75,-0.14,-1.62,1.43,2.86,5.2,545.19
44202.79,-0.45,-2.14,1.62,0.35,5.95,545.56
44202.83,-0.38,-1.61,1.65,0.45,8.08,545.99
44202.88,-0.85,-2.03,1.47,0.41,9.64,546.31
44202.92,-1.3,-2.24,1.29,0.26,9.56,546.63
44202.96,-2.75,-3.06,0.83,0.23,9.84,546.66
44203,-2.65,-3.08,1.01,0.18,9.83,546.54
44203.04,-3.05,-3.5,0.98,0.13,9.92,546.55
44203.08,-2.97,-3.71,0.92,0.05,9.94,546.38
44203.12,-3.15,-3.94,0.75,0.03,9.92,546.12
44203.17,-4.16,-4.67,0.63,0.09,9.96,545.84
44203.21,-4.18,-4.94,0.33,3.06,9.84,545.7
44203.25,-4.69,-5.55,0.48,1.8,9.36,545.34
44203.29,-4.73,-5.67,0.35,0.31,8.21,545.49
44203.33,-4.96,-5.8,0.39,1.06,9.7,545.77
44203.38,-3.98,-5.3,0.09,2.38,8.85,546.07
44203.42,-1.74,-4.28,0.34,2.34,8.38,546.29
44203.46,-0.77,-3.39,0.75,2.11,7.1,546.78
44203.5,-0.96,-2.79,0.93,2.09,7.37,546.61
44203.54,0.96,-1.5,1.08,1.82,6.87,546.11
44203.58,1.3,-0.95,1.12,1.69,7.03,545.32
44203.62,1.34,-0.93,0.96,2.01,7.59,544.85
44203.67,1.54,-1,0.84,2.37,8.56,544.81
44203.71,1.67,-1.02,0.8,2.6,8.21,544.95
44203.75,0.06,-1.98,1.57,2.7,8.32,544.71
44203.79,-0.22,-1.76,1.38,0.29,8.92,545.31
44203.83,-0.43,-1.75,1.65,0.46,8.92,545.86
44203.88,-0.56,-1.91,1.14,0.4,8.56,546.35
44203.92,-1.05,-2.23,0.75,0.4,7.88,546.65
44203.96,-2.39,-3.06,0.54,0.13,7.44,546.44
44204,-2.92,-3.6,0.59,2.97,7.56,546.38
44204.04,-2.65,-3.33,0.57,2.72,6.53,546.25
44204.08,-3.4,-4.06,0.49,2.82,6.77,546.04
44204.12,-3.66,-4.46,0.37,3.05,7.05,545.91
44204.17,-4.15,-4.69,0.3,2.85,7.43,545.67
44204.21,-4.46,-5.21,0.2,2.36,7.45,545.59
44204.25,-4.89,-5.22,0.2,1.9,7.44,545.22
44204.29,-4.53,-5.08,0.44,1.19,6.96,545.32
44204.33,-4.26,-4.92,0.31,0.64,8.25,545.74
44204.38,-3.74,-4.47,0.38,0.85,9.82,546.18
44204.42,-0.72,-2.39,0.45,0.34,8.41,546.45
44204.46,-0.16,-1.65,0.63,2.43,9.81,546.72
44204.5,0.43,-0.97,0.87,2.32,5.71,546.67
44204.54,2.39,-0.01,0.86,2.13,7.38,546.04
44204.58,2.77,0.14,0.78,2.06,6.61,545.51
44204.62,2.69,-0.02,0.83,2.39,8.65,544.93
44204.67,2.89,0.26,0.85,2.74,9.08,544.95
44204.71,2.74,0.16,0.94,3.03,8.8,544.91
44204.75,0.78,-0.36,1.18,0.11,8.5,545.21
44204.79,0.2,-1.14,1.54,0.41,8.92,545.6
44204.83,-0.25,-1.05,1.13,0.41,8.8,546.2
44204.88,-0.14,-1.06,0.8,0.33,9.6,546.28
44204.92,-0.16,-1.2,0.98,0.47,8.69,546.43
44204.96,-1.64,-2.18,0.65,0.8,7.86,546.56
44205,-1.99,-2.61,0.19,0.68,7.4,546.55
44205.04,-2.8,-3.19,0.23,2.82,8.61,546.22
44205.08,-1.93,-2.56,0.26,1.06,9.03,545.96
44205.12,-2.36,-2.86,0.43,1.07,6.03,545.67
44205.17,-2.61,-2.81,0.23,1.2,4.61,545.2
44205.21,-1.94,-2.29,0.55,0.73,4.51,544.76
44205.25,-4.01,-4.49,0.43,0.73,3.72,544.44
44205.29,-3.84,-4.41,0.95,0.46,2.77,544.42
44205.33,-3.96,-4.36,0.89,0.77,4.63,544.7
44205.38,-3.57,-4.11,0.54,1.01,9.15,544.69
44205.42,0.61,-0.63,0.86,0.81,4.19,544.88
44205.46,1.53,0.2,1,1.01,3.67,544.97
44205.5,2.02,0.53,1.16,1.17,1.69,544.58
44205.54,4.66,0.71,1.77,1.12,7.24,543.89
44205.58,4.24,0.64,1.72,1.34,6.89,542.87
44205.62,3.93,0.59,1.39,1.6,6.88,542.26
44205.67,4.3,0.68,1.3,1.61,8.74,541.97
44205.71,3.98,0.45,0.99,1.76,8.41,542.16
44205.75,2.3,-0.59,0.67,2.18,8.41,542.21
44205.79,1.37,-0.45,0.93,1.71,7.96,542.21
44205.83,1.88,-0.1,0.92,1.34,7.4,542.52
44205.88,1.97,-0.01,1.06,1.43,6.7,542.53
44205.92,2.42,0.21,0.95,1.73,6.05,542.67
44205.96,2.38,-0.25,0.89,1.69,5.57,542.66
44206,2.41,0.41,0.79,1.78,6.1,542.48
44206.04,1.78,0.12,0.74,1.5,6.16,542.64
44206.08,1.24,-0.42,0.48,2.64,6.12,542.36
44206.12,0.21,-1.12,1.02,0.57,6.2,542.72
44206.17,-1.69,-2.65,1.42,0.51,6.6,542.98
44206.21,-2.3,-3.14,1.62,0.53,7.32,543.23
44206.25,-4.09,-4.29,1.4,0.49,7.78,543.52
44206.29,-3.87,-4.17,1.44,0.46,9.08,544.3
44206.33,-3.7,-4.24,1.58,0.39,9.83,544.73
44206.38,-3.76,-4.53,1.62,0.47,9.52,545.49
44206.42,-2.03,-3.95,1.6,0.45,9.9,546.06
44206.46,-1.97,-3.65,1.63,0.38,9.92,546.44
44206.5,-2.57,-3.59,1.75,0.31,9.95,546.53
44206.54,-1.6,-2.87,1.78,0.27,9.8,546.17
44206.58,-1.87,-3.04,1.8,0.22,9.88,545.66
44206.62,-2.32,-3.27,1.71,0.14,10,545.57
44206.67,-2.12,-3.22,1.75,0.1,9.76,545.45
44206.71,-2.12,-3.25,1.76,0.14,9.84,545.86
44206.75,-3.48,-4.63,1.81,0.02,9.96,546.33
44206.79,-2.84,-4.3,1.66,0.14,9.99,546.33
44206.83,-2.67,-4.23,1.69,0.29,10,547.1
44206.88,-2.37,-4.2,1.64,0.27,9.87,547.34
44206.92,-2.25,-3.92,1.46,0.22,9.89,547.66
44206.96,-3.38,-4.74,1.4,0.13,9.73,547.48
44207,-3.42,-4.82,1.17,3.13,9.94,547.6
44207.04,-3.84,-5.05,0.98,2.86,9.89,547.25
44207.08,-3.37,-4.74,0.87,2.66,9.87,547.04
44207.12,-2.87,-4.58,0.81,2.44,9.83,546.64
44207.17,-3.02,-4.54,0.87,2.01,9.66,546.24
44207.21,-2.92,-4.33,1.04,1.7,9.49,545.84
44207.25,-4.18,-5.87,1.29,1.28,9.46,545.4
44207.29,-3.82,-5.5,1.51,1.25,8.86,545.61
44207.33,-3.74,-5.33,1.25,1.19,7.11,545.36
44207.38,-3.32,-4.71,1.35,0.77,6.39,545.52
44207.42,-1.91,-3.87,1.28,0.66,4.77,545.82
44207.46,-1.34,-3.02,1.52,0.74,3.44,545.88
44207.5,-0.88,-2.87,1.66,0.79,3.05,545.45
44207.54,3.37,-1.58,1.64,0.98,3.75,544.7
44207.58,3.48,-1.44,1.7,1.11,4.04,544.02
44207.62,3.66,-0.98,1.38,1.14,4.95,543.55
44207.67,4.74,-0.35,1.3,1.01,3.69,543.29
44207.71,4.62,-0.43,1.22,1.24,1.48,543.41
44207.75,1.63,-2.31,0.78,1.99,0.33,542.84
44207.79,1.49,-1.57,0.48,3.07,1.47,543.61
44207.83,2.32,-1.48,1.45,0.37,5.56,543.87
44207.88,2.18,-1.61,1.32,0.23,6.23,544.13
44207.92,2.19,-1.4,0.72,2.96,7.15,544.52
44207.96,0.63,-1.57,0.43,2.38,7.43,544.47
44208,0.44,-1.76,0.28,1.56,8.12,544.59
44208.04,-0.32,-2.11,0.43,0.84,8.3,544.19
44208.08,-0.32,-1.91,0.5,0.85,8,544.02
44208.12,-0.29,-1.88,0.44,0.83,9,543.74
44208.17,-1.45,-2.52,0.47,0.62,9.32,543.73
44208.21,-1.51,-2.6,0.24,1.45,9.24,543.26
44208.25,-3.24,-3.69,0.68,0.71,8.44,543.01
44208.29,-2.8,-3.24,0.27,1.36,8.8,543.64
44208.33,-2.76,-3.1,0.41,0.78,8.8,544.09
44208.38,-2.38,-3.06,0.94,0.46,9.08,544.58
44208.42,0.15,-0.64,1.1,0.32,10,545.17
44208.46,1.07,0.17,1.34,0.26,9.92,545.6
44208.5,1.5,0.18,1.66,0.19,7.12,545.75
44208.54,2.21,-0.06,1.79,0.09,8.08,545.3
44208.58,1.69,-0.46,1.88,0.01,9.34,544.87
44208.62,0.85,-0.92,2.02,0.08,9.56,544.17
44208.67,-0.51,-1.23,1.98,0.25,8.39,544.24
44208.71,-1.02,-1.79,1.91,0.24,9.35,544.39
44208.75,-2.7,-3.87,1.75,0.3,9.39,544.68
44208.79,-2.91,-4,1.77,0.33,8.99,545.06
44208.83,-2.85,-3.97,2.04,0.33,9.6,545.63
44208.88,-3.09,-4.21,1.98,0.36,9.73,546.1
44208.92,-3.14,-4.59,1.93,0.42,9.93,546.72
44208.96,-5.11,-6.05,1.8,0.44,9.99,546.81
44209,-4.59,-5.77,1.66,0.42,9.84,547.07
44209.04,-4.39,-5.59,1.55,0.31,9.98,546.59
44209.08,-3.88,-5.51,1.28,0.29,9.93,546.49
44209.12,-3.78,-5.27,1.19,0.26,9.68,546.01
44209.17,-4.94,-5.85,0.95,0.04,9.09,545.73
44209.21,-4.83,-6.05,0.74,0.01,9.76,545.47
44209.25,-5.09,-6.17,1.09,0.05,9.98,545.35
44209.29,-5.12,-6.11,0.97,0.09,10,545.43
44209.33,-4.88,-5.97,0.81,0.05,10,545.62
44209.38,-5.4,-6.2,0.86,3.06,10,545.75
44209.42,-4.88,-5.8,0.96,2.76,9.93,546.05
44209.46,-5.3,-5.63,1.03,2.37,9.95,545.91
44209.5,-5.08,-5.13,1.37,2,9.32,545.61
44209.54,-3.53,-3.91,1.59,1.58,9.55,544.51
44209.58,-2.85,-3.47,1.74,1.44,8.77,543.74
44209.62,-2.42,-2.95,1.8,1.46,8.42,542.75
44209.67,-1.68,-2.07,1.8,1.63,8.72,542.35
44209.71,-1.45,-1.73,1.33,1.93,6.53,542.07
44209.75,-2.49,-2.6,0.94,1.67,9.18,542.23
44209.79,-1.97,-2.98,1.08,1.53,8.12,542.15
44209.83,-2.53,-3.18,0.86,1.96,7.08,542.27
44209.88,-2.5,-3.01,1.6,2.05,7.2,542.33
44209.92,-2.43,-3.5,1.26,1.76,7.16,542.63
44209.96,-2.91,-4.49,1.36,1.19,7.68,542.67
44210,-3.34,-5.24,1.51,0.9,7.2,542.63
44210.04,-3.18,-5.81,1.48,0.87,7.59,542.51
44210.08,-3.36,-5.53,1.22,0.84,8.28,542.62
44210.12,-3.3,-5.04,1.11,0.83,8.56,542.56
44210.17,-3.93,-4.8,1.03,0.74,7.96,542.6
44210.21,-4.47,-4.66,1.24,0.7,8.68,542.63
44210.25,-4.84,-5.07,1.36,0.71,8.68,543
44210.29,-4.48,-4.73,2.03,0.65,9,543.1
44210.33,-4.73,-5.1,1.66,0.72,9.11,543.52
44210.38,-3.77,-4.49,1.53,0.82,9.72,543.64
44210.42,0.01,-0.9,1.8,0.6,10,544.21
44210.46,-0.14,-0.41,1.88,0.62,10,544.16
44210.5,0.01,-0.15,1.87,0.7,9.56,544.21
44210.54,3.44,1.53,1.86,0.8,7.55,543.53
44210.58,3.42,1.22,1.25,0.85,3.92,542.99
44210.62,3.31,0.77,1.25,1.08,2.52,542.39
44210.67,3.62,0.41,1.38,1.05,1.89,542.41
44210.71,3.56,0.23,0.89,1.21,0.87,542.5
44210.75,1.49,-1.09,0.94,1.62,0.11,542.72
44210.79,2.06,-0.66,1.09,2,0.25,543.07
44210.83,3.19,-0.35,1.33,2.34,5.38,543.25
44210.88,2.86,-0.53,1.33,2.26,5.54,543.25
44210.92,2.68,-0.17,0.94,2.84,6.11,543.71
44210.96,0.56,-1.72,0.51,0.22,6.55,543.85
44211,0.34,-1.88,0.42,3.09,6.76,544.1
44211.04,-0.17,-2.1,0.35,2.47,7.32,543.97
44211.08,-0.47,-1.92,0.31,2.56,8.03,543.8
44211.12,-0.84,-2.2,0.33,2.45,8.96,543.73
44211.17,-2.6,-3.47,0.38,2.54,9.75,543.74
44211.21,-3,-3.83,0.4,2.76,9.92,543.42
44211.25,-5.33,-5.99,0.51,1.43,9.6,543.49
44211.29,-6.2,-6.98,0.55,1.63,8.88,543.37
44211.33,-7.12,-8.14,0.41,1.68,8.96,544.11
44211.38,-7.71,-8.67,0.45,2.58,10,544.29
44211.42,-3.43,-5.56,0.38,0.08,10,544.88
44211.46,-2.27,-3.43,0.92,0.36,9.65,545.09
44211.5,-1.86,-2.81,1.01,0.19,5.74,545.21
44211.54,1.34,-1.09,0.86,2.89,5.43,544.61
44211.58,1.4,-0.24,0.79,2.3,6.61,544.21
44211.62,1.43,-1.29,0.72,2.3,7.42,543.64
44211.67,1.35,-1.44,0.78,3,6.96,543.81
44211.71,1.03,-1.01,1.1,0.14,7.79,543.98
44211.75,-1.45,-2.99,1.46,0.36,7,544.43
44211.79,-1.84,-2.83,1.48,0.57,7.12,544.45
44211.83,-2.22,-3.03,1.65,0.57,8.08,545.08
44211.88,-2.29,-3.19,1.66,0.53,8.12,545.58
44211.92,-3.2,-3.87,1.62,0.5,8.76,546.07
44211.96,-4.23,-4.73,1.55,0.6,9.62,546
44212,-4.25,-4.94,1.54,0.68,9.92,546.44
44212.04,-4.03,-4.86,1.23,0.68,10,546.34
44212.08,-3.78,-5.11,1.05,0.88,10,546.46
44212.12,-3.95,-5.51,0.99,0.98,10,546.39
44212.17,-4.77,-6.17,1.14,1.13,10,546.34
44212.21,-5.1,-6.53,0.98,1.08,10,546.26
44212.25,-5.17,-6.71,0.78,1.4,10,546.31
44212.29,-4.9,-6.61,0.5,1.76,10,546.53
44212.33,-4.64,-6.4,0.63,1.77,10,546.93
44212.38,-5.19,-6.82,0.73,1.6,9.61,547.06
44212.42,-4.45,-6.09,0.66,1.29,8.63,547.61
44212.46,-4.73,-5.84,0.77,1.02,9.24,547.82
44212.5,-4.7,-5.63,0.98,0.97,9.08,547.64
44212.54,-2.29,-4.76,1.01,0.82,9.12,547.22
44212.58,-2.1,-4.32,1.04,0.82,8.99,546.5
44212.62,-1.8,-3.77,1.22,0.75,8.93,546.09
44212.67,-1.57,-3.56,1.43,0.55,8.79,546
44212.71,-1.31,-3.05,1.48,0.54,9.01,546.54
44212.75,-3.32,-4.31,1.19,0.62,8.41,546.38
44212.79,-2.56,-3.78,0.85,0.8,7.14,546.76
44212.83,-2.97,-4.28,0.9,1.04,7.9,547.01
44212.88,-3.61,-4.9,1.2,0.93,8.51,547.55
44212.92,-3.52,-4.92,1.04,1.24,8.67,547.88
44212.96,-5.07,-5.62,0.69,1.42,9.81,548.02
44213,-4.38,-5.3,0.69,1.67,9.96,548.21
44213.04,-5.13,-5.82,0.62,1.59,10,548.02
44213.08,-4.68,-5.5,0.55,1.51,9.91,548.13
44213.12,-4.86,-5.73,0.55,1.86,10,547.72
44213.17,-5.5,-6.01,0.49,1.79,10,547.77
44213.21,-5.5,-6.1,0.48,2.15,10,547.75
44213.25,-6.12,-6.69,0.38,1.53,10,547.97
44213.29,-6.07,-6.7,0.14,1.21,10,548.24
44213.33,-6.29,-6.89,0.01,1.05,10,548.39
44213.38,-5.94,-6.68,0.24,0.51,9.99,548.78
44213.42,-2.71,-4.39,0.32,0.24,9.98,548.93
44213.46,-1.94,-4.64,0.28,0.39,9.41,549.35
44213.5,-1.81,-5.23,0.1,2.18,0.65,549.14
44213.54,0.99,-6.57,0.54,3.02,0.71,548.64
44213.58,0.56,-6.7,0.71,2.96,0.81,548.22
44213.62,0.41,-6.31,0.89,2.95,1.25,547.63
44213.67,0.84,-5.65,1,2.99,2.16,547.48
44213.71,0.82,-3.89,1.19,2.94,2.42,547.46
44213.75,-1.89,-6.94,0.95,2.57,5.79,547.62
44213.79,-1.54,-6.42,0.9,1.84,6.78,547.63
44213.83,-2.11,-6.26,0.54,1.44,1.32,547.85
44213.88,-3.7,-7.16,0.61,0.82,1.16,547.88
44213.92,-5.22,-8.22,0.68,0.47,1.48,548.06
44213.96,-8.31,-9.89,0.73,0.46,0.86,548.05
44214,-8.55,-10.5,0.8,0.51,1.18,548.04
44214.04,-8.74,-11.14,1.05,0.67,0.14,547.98
44214.08,-8.62,-11.56,1.19,0.67,0,547.82
44214.12,-8.43,-11.99,1.28,0.64,0,547.35
44214.17,-9.16,-12.54,1.31,0.61,0,547.32
44214.21,-9.09,-12.86,1.29,0.6,0,546.91
44214.25,-9.54,-12.71,1.27,0.51,0.12,546.53
44214.29,-9.49,-12.31,1.19,0.39,0.08,546.95
44214.33,-9.7,-11.82,1.1,0.44,4.07,546.94
44214.38,-10.52,-11.92,1.16,0.49,4.16,547.51
44214.42,-7.37,-9.62,0.91,0.72,5.36,547.93
44214.46,-4.87,-7.33,1.41,0.55,5.54,547.87
44214.5,-2.46,-5.02,1.15,0.57,4.21,547.85
44214.54,0.69,-4.69,1.01,0.8,0.56,547.22
44214.58,0.71,-5.11,0.94,1.18,0.12,546.69
44214.62,0.86,-5.24,0.98,1.5,0,546.01
44214.67,1.8,-4.83,1.05,1.55,0,546.08
44214.71,1.34,-3.29,1.19,1.71,0.04,545.97
44214.75,-0.39,-6.34,1.01,2.13,0.14,545.82
44214.79,-0.36,-5.35,0.83,1.15,0.19,545.93
44214.83,-0.58,-5.26,0.57,1.13,0.45,546.58
44214.88,-1.52,-5.88,0.3,1.86,0.8,546.77
44214.92,-2.71,-6.58,0.29,1.72,2.49,547.06
44214.96,-4.89,-7.38,0.37,1.36,1.93,546.98
44215,-4.59,-7.4,0.51,1,0.87,547.02
44215.04,-5.18,-7.68,0.65,0.81,0.54,546.79
44215.08,-6.02,-8.41,0.72,0.73,0.87,546.56
44215.12,-6.34,-8.74,0.66,0.61,1.58,546.06
44215.17,-6.91,-8.83,0.64,0.43,3.11,545.79
44215.21,-7.13,-9.01,0.59,0.38,5.09,545.31
44215.25,-6.7,-7.96,0.92,0.54,6.45,545.08
44215.29,-6.62,-7.82,0.76,0.33,5.07,544.9
44215.33,-6.35,-7.62,0.33,0.24,3.55,545.07
44215.38,-6.65,-7.71,0.67,0.35,3.52,545.43
44215.42,-2.34,-5.19,0.9,0.57,4.08,545.84
44215.46,-1.43,-3.17,0.86,0.67,0.5,545.82
44215.5,-1.38,-3.88,0.77,1.18,0.42,545.61
44215.54,1.56,-3.03,1,1.42,2.17,544.89
44215.58,1.04,-2.83,1.24,1.49,4.24,544.35
44215.62,0.73,-2.45,0.99,1.75,4.79,543.62
44215.67,0.4,-2.11,0.89,1.83,4.47,543.32
44215.71,0.58,-1.35,0.73,2.32,4.41,543.19
44215.75,-0.11,-2.1,1.11,2.49,6.23,543.23
44215.79,0.68,-2.57,1.32,2.67,8.4,543.1
44215.83,0.76,-2.9,1,2.77,8.09,543.47
44215.88,0.35,-3.2,0.94,2.9,8.35,543.42
44215.92,-0.15,-2.92,1.01,2.23,7.24,543.8
44215.96,-1.62,-3.84,1.03,1.82,7.36,543.48
44216,-2.03,-4.01,1.16,1.57,7.2,543.28
44216.04,-2.34,-4.09,1.48,1.29,7.52,542.96
44216.08,-2.28,-4.04,1.5,1.17,8.44,542.61
44216.12,-1.78,-3.55,1.4,1.11,7.69,542.11
44216.17,-2.3,-3.7,1.01,1.13,8.04,541.68
44216.21,-2.45,-3.77,1.07,1.11,4.28,541.33
44216.25,-2.82,-3.74,0.96,1.08,8.47,540.83
44216.29,-2.56,-3.42,1.23,1.62,7.36,540.86
44216.33,-2.73,-3.53,1.32,1.82,6.06,541.25
44216.38,-2.34,-3.01,1.12,1.85,7.25,541.49
44216.42,0.5,-1.29,1.08,1.36,7.58,541.69
