$ XILUODU,segment222的宽度是根据深泓线数据确定的,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,牛栏江,,,,,,,,,,,,,,,美姑河,,,,,,,,,,,,,,,,,,西苏角河,,,,,,,,,,,,,,,,,,,,,,,,
SEG: I,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,,,,,,,,,,,,,
2,0,0,45.7,0,76.3,71.6,77.3,110.9,85.7,111.8,86.1,103.3,88.5,96.2,96,135.6,104.6,156.2,128,147.5,155.7,158.2,131.7,206.8,161.1,130.5,77.5,158.7,175.4,212,219.1,144.6,223.9,258.4,266.5,227.5,238.6,248.6,244.8,230.2,227,214.9,227.6,246.6,389.6,457.4,331.8,434.2,314.9,337.9,271.5,336.9,283.7,278.7,294.4,246.1,324.8,290.3,246.3,248.4,311.5,334.1,310.1,266.7,199.7,240.7,576.7,429.1,300.2,293.7,271.5,365.5,392.4,341.3,244.5,415.2,293.8,351.2,365.7,485.9,355.5,490,305.1,462.4,426.5,601,515,416.4,379.1,276.1,482.3,361.7,571.9,663.2,428.9,494.5,567.4,542.9,379.4,501.4,362.4,303.4,477.5,574.5,392.7,473.6,575.3,703.1,799.6,706.9,781,601.7,556.3,913.3,610.4,646.9,734.1,633.2,510.8,529.5,702.4,700.8,548.1,526.4,433.8,481,466.5,611.1,873.6,374.6,413,477.8,491.4,560.8,418.3,594.4,501,902.2,654.1,887.5,753.6,584,584.7,560.8,522.9,526.9,506.3,535.6,573.4,644.7,546.9,539.9,552.5,608.2,612.4,604.7,660.1,548.9,777.3,1116.7,1031.5,618.8,496.3,508.8,1042.6,1132.5,855.2,754.4,676.5,631.8,695.7,696.2,680.3,563.2,985.4,803.5,1021.8,740.8,655.2,513.6,628,575.9,704.8,789.3,699.6,704.4,794.8,684.2,598.6,935.3,870.3,567.4,679.9,948.8,1146.3,1176.5,1333.5,951.5,841.7,482.8,657.6,650.4,580.9,752,960.1,558.9,1072.1,809.3,715.7,782.2,875.1,777.2,728.6,528,751.7,814,923,704.6,563.3,632.4,573.6,485.01,0,0,96.8,90.8,95.8,137.2,134.4,164.8,105.2,165.6,144.7,206.3,196.8,112.5,203.7,0,0,0,0,144.4,113.9,164.8,190.5,175.8,272.6,250.1,299.3,307.4,409.5,379.2,380.3,291.6,358.6,0,0,0,0,89.2,169.2,153.3,248.4,239.8,369.2,298.6,528.2,0,,,,,,,18,,208672874,,568,,
2,0,0,37.7,0,71,71.6,71.5,102,79.6,103.8,78.3,95.3,74.1,96.2,88,119.8,93.1,133.3,112,128,155.7,158.2,131.7,198.9,161.1,129.9,71.5,147.3,167.2,212,207,140.7,223.9,239,250.3,219.4,238.6,224.8,237.3,223.5,217.2,214.9,219.9,241.3,367.6,448,322.2,434.2,300.7,326.3,264.7,331.1,264.3,270.2,285.8,246.1,317.8,287.1,235.1,237.1,292.8,328.6,304.2,258.2,194.9,240.7,567.7,426,295.2,293.7,256,349.5,376.6,336.3,244.5,409.6,292.3,336.2,357.4,480.3,348.3,481.4,300.8,457.9,426.5,594.4,501.2,407.4,373.6,266,468.3,361.7,562.3,658.1,420.7,485.9,502,524.9,379.4,490.5,355.8,295.8,471.5,569.9,380.8,467.6,558.1,685.6,787.6,693.7,759.2,601.7,549.3,901.5,592.3,634.9,734.1,615.1,510.8,518.5,677.7,694,540.2,517.4,430.4,474.7,460.7,599.2,861,368.5,408,461.9,482.7,541.3,403.1,589.8,489.1,897.2,654.1,887.5,743.5,584,577.1,553.9,522.9,526.9,499,535.6,568,644.7,543,515.9,545.4,602,605.7,604.7,653.5,548.9,776.9,1103.8,1008.4,618.8,492.9,508.8,1040,1125.4,839.7,744,673.8,617.4,695.7,684.1,675.7,548.2,979,788,1009.4,740.8,645,508.6,628,565.3,697.8,789.3,696.2,699.7,790.9,672.3,598.6,928.9,857.3,563.3,663.7,948.8,1134.7,1163.1,1315.8,951.5,841.7,470.5,644.5,650.4,574.1,746.1,945.9,525.5,1072.1,809.3,710.5,776.8,865.2,768.8,728.6,528,741.4,814,904,688.1,555,626.2,565.4,485.01,0,0,96.8,90.8,95.8,131.3,134.4,155.8,98.7,159.9,137.6,206.3,189.6,101.4,193.9,0,0,0,0,144.4,113.9,164.8,184.6,175.8,268,244.2,290.2,296.4,406.7,366.2,370.5,291.6,353.6,0,0,0,0,79.8,162.1,153.3,241.6,232.4,369.2,290.6,528.2,0,,,,,,,19,,205142090,,566,,
2,0,0,0,0,55.1,55.9,63.9,95.6,71.5,95.7,74.9,95.3,74.1,91.6,88,111.8,93.1,133.3,112,128,146,139.5,127,181.9,161.1,127.2,71.5,147.3,159.4,192.9,190.8,140.7,218.7,239,250.3,211,238.6,224.8,229.4,215.4,217.2,207.8,219.9,234,361,442.8,316.5,421.2,300.7,319.7,257.7,309.1,251.5,264.3,285.8,238.8,317.8,287.1,228.5,237.1,284,318.1,304.2,254.9,194.3,227.8,565.2,413.8,280,289.5,256,346.7,364.3,322.6,239.3,409.6,290,329,350.9,474.8,348.3,481.4,289.3,441,415.3,581.1,481.2,402.8,367.3,266,463.8,351.7,562.3,647.6,389.8,480.5,502,519.8,372.7,490.5,348.7,285,466.1,562.1,369,458,549.2,673.5,767.8,662.2,726.5,590,541.6,887.5,581.9,622.8,713.9,611.2,503.2,518.5,658.4,689.7,533.6,517.4,423.2,465.1,452.9,590.5,851.2,362.7,401.1,461.9,482.7,517.4,403.1,581.5,480.8,880.5,643.1,876.1,738.3,571.6,559.6,536.7,507.1,520.3,487.5,520.6,568,623.5,537.2,503.7,532.9,602,599,601,653.5,542.6,768.5,1092.4,999.5,607,492.9,481.4,1030.1,1114,832.6,738.4,668.2,600.4,689,684.1,669.6,548.2,974.6,788,1003.8,740.8,645,508.6,614.6,565.3,682.4,769.8,684,699.7,781.9,672.3,598.6,923.4,857.3,563.3,663.7,941.6,1134.7,1151.6,1305.7,942.6,834.4,462.8,644.5,638.4,566.5,746.1,923.1,525.5,1053.9,798.5,710.5,762.7,854.5,764.5,728.6,525.3,738.4,811.6,898,683.4,550.7,615.4,565.4,485.01,0,0,82.6,74.1,93.7,117.8,124.2,151.8,96.4,149.5,133.5,199.9,189.6,101.4,193.9,0,0,0,0,47.2,107.9,151.5,180.1,162.2,263.8,235,284.3,288.5,396.5,366.2,369.2,276.8,353.6,0,0,0,0,40.6,162.1,147.8,237.4,232.4,354.1,285,528.2,0,,,,,,,20,,201206606,,564,,
2,0,0,0,0,37,55.9,63.9,66.6,63.5,72.4,66.7,86.7,48.1,76.7,64.2,103.9,93.1,125.4,104,128,146,139.5,127,177.5,161.1,115.5,70.9,140.6,135.8,192.9,183.1,140.7,215.1,232.6,239.8,199.9,238.6,216.6,229.4,207.2,205.4,207.4,219.9,228.2,355.8,438.7,316.5,421.2,283.4,309.1,257.7,300.9,240.3,258.8,273.5,232.7,300.4,283.1,215.6,233.9,284,318.1,298.4,250.7,194.3,227.8,553.9,408.6,280,286.7,248.3,334.5,350.8,314.7,236.7,405.2,283.4,323.4,344.5,465.5,337.5,474.9,277.3,434.8,414.4,551.2,469.4,397.2,354.2,265.8,457.6,351.7,560,626.3,389.8,463.2,496.3,519.8,372.7,466.7,337.4,270.7,458.8,562.1,364.1,442.2,528.3,653.8,719.8,625.9,692.2,590,541.6,883.4,561.5,610.1,710,602.8,497,504.6,631.9,684.8,528.2,509.9,414.6,456.3,452.9,580.9,840.5,358.8,401.1,450.2,470.5,386.5,403.1,578.3,471.7,879,643.1,867.2,731.5,568.3,553.2,528.4,501.5,518.6,485,520.6,568,623.5,532.3,490.1,526.8,602,594.7,587.1,641.9,542.6,768.5,1086.5,983.1,607,492.9,481.4,1018.2,1106.1,822.6,733.7,662.3,587.3,683.7,674.6,663.6,543.4,958.7,782,990.4,719.6,634.9,493.7,614.6,556.1,679.7,769.8,678.6,699.1,775.7,668.9,593.7,905.6,838.2,553.9,658.1,935.7,1123.4,1139.5,1293.8,934.8,833.1,462.8,644.5,623.2,561.8,746.1,913,525.5,1050.1,798.5,707.1,762.7,848.2,764.5,724.4,525.3,730.7,802.4,891.1,680.6,550.7,615.4,559.3,485.01,0,0,82.6,74.1,91.8,117.8,112,146,67.3,147.9,127.5,189.3,183.4,98.2,187.5,0,0,0,0,0,87.8,147.5,175.4,162.2,258.1,235,284.3,288.5,392.9,362.5,364.5,276.8,350,0,0,0,0,0,162.1,147.8,232.9,215.5,354.1,285,524.9,0,,,,,,,21,,197276778,,562,,
2,0,0,0,0,0,47.9,0,44,63.5,37.3,61.2,86.7,48.1,72.7,58,95.9,81,109.5,95.6,120.1,141.6,131.4,107.9,174.7,161.1,115.5,66.5,140.6,135,191.7,175,130.2,194.5,224.1,216,199.9,215.5,216.6,221.6,191.3,205.4,207.4,216.4,224,349.2,420.3,310.3,405.8,283.4,299.4,243.9,285.2,233.6,247.1,270.8,222,295.2,283.1,210,223.4,267.9,297.3,298.4,245.2,191.5,218.5,553.9,403.5,267.1,280.1,248.3,327.2,323.1,310.7,236.7,400.1,277.9,316,338.6,465.5,337.5,469.7,264.2,422.3,414.4,551.2,454.8,391.5,351.4,261.7,444.3,347.3,560,617.9,354.1,457.6,481.6,503.9,372.7,466.7,337.4,270.7,452.4,555.5,354.1,426.9,519.8,645.9,698.5,582.4,665.5,548,523.9,883.4,561.5,598.9,694.5,597.4,485.4,498.6,619.4,684.8,512.4,509.9,408.4,437.7,445.9,568.3,833.5,357.3,384.8,445.1,464.3,378.1,391.2,578.3,464.5,866.1,632.2,867.2,726,568.3,551.4,524.3,492,518.6,479.5,510.8,555.1,623.5,519.9,483.8,518.9,582.7,586.3,587.1,641.9,541.8,757.9,1083.1,977.9,607,487.5,474.9,1012.4,1093.8,818.3,724.5,656,581.6,677.9,669.2,663.6,543.4,951.9,772,985.9,719.6,632.2,487.9,604.5,553.3,672.8,758.7,678.6,692.9,758.3,661.3,590.3,900.1,838.2,553.9,648.9,931,1112.8,1131.5,1278.1,924.4,833.1,456.3,632.7,623.2,555.2,740.5,907.8,525.5,1037.1,787.4,707.1,744.8,841.2,762,717,525.3,730.7,795,884.5,666.5,545.9,598.7,559.3,485.01,0,0,76.6,71,91.6,112.6,112,140.3,67.3,147.9,127.5,189.3,177.6,89.3,183.2,0,0,0,0,0,50.3,141.8,162.9,162.2,250.6,224.5,267.3,272.6,392.9,354.7,360.2,270.5,341.8,0,0,0,0,0,162.1,147.8,232.9,215.5,354.1,285,517.2,0,,,,,,,22,,193906120,,560,,
2,0,0,0,0,0,31.9,0,0,27.9,13.4,53.5,70.9,32.2,72.7,49.6,87.9,81,109.5,87.8,111.9,133.8,119.5,102.3,160.6,161.1,115.3,66.5,123.6,135,183.5,166.9,130.2,189.1,215.9,216,192,215.5,199.6,213.4,190.2,205.4,207.4,208.5,217.4,324.9,410.1,305.4,405.8,270.6,285.6,243.9,270.8,227,235.6,264.9,222,289.1,283.1,202.4,223.4,261.1,292.1,283.9,240.1,191.5,216.3,537.5,392.7,254.6,280.1,245.3,322.5,323.1,304,234,395.3,277.9,305.9,334,465.5,332,464.4,248.7,411.9,408.3,531.1,444.5,377.8,336.9,261.7,431.7,342.9,554.6,599.2,346.4,444.3,471.1,501.8,361.6,466.7,335.4,265.2,439.6,547.5,354.1,419.8,501.3,635.9,666.4,533.8,622.1,527.8,511.3,860.9,561.5,593.3,688.8,582.3,479,489.4,600.2,679.4,504.4,505.2,401.4,429.4,433.5,558.9,818.7,350.8,384.8,439.3,464.3,372.8,391.2,565.1,457.9,866.1,630,850.4,715,547.1,547.2,521,481.3,501.1,479.5,510.8,555.1,612.4,510.2,480.4,511.1,582.7,577.6,582.4,629.7,541.8,745.1,1061.4,957.9,607,487.5,474.9,1006.1,1085.5,806.7,705.5,656,574.9,677.9,663.3,656.5,534.5,946.8,772,963.7,719.6,625.5,487.9,601,546.4,666.4,746.1,661.4,692.9,747,655.2,585.8,894.6,832,541.5,643.3,931,1112.8,1117,1255.9,916.5,823.5,456.3,632.7,616.3,548.7,734.5,888.1,519.4,1030.6,787.4,696.2,744.8,828.4,762,706.7,515.6,717.1,788.7,879.5,660.9,537.1,591.5,555.8,485.01,0,0,68.1,71,91.6,107.7,106.4,130.1,65.1,140.1,122.9,189.3,173.7,89.3,178.9,0,0,0,0,0,0,128.2,162.9,159.8,239.1,224.5,267.3,272.6,375.4,349.5,360.2,270.5,341.8,0,0,0,0,0,149.8,134,225.4,214.6,343.9,275.9,510.8,0,,,,,,,23,,190478934,,558,,
2,0,0,0,0,0,0,0,0,15.1,0,53.5,54.9,32.2,64.7,33.5,79.9,73.8,109.5,87.8,103.9,133.8,115.5,102.3,147.9,140.2,108.6,66.5,117.7,135,175.5,163.3,130.2,170.6,215.9,216,184,204.8,199.6,211.1,183.5,200,196.5,201.3,211.3,319.6,397.3,305.4,398.8,260.6,272,231.5,263.5,218,235.6,258.8,221.4,276.2,277,191.4,209.5,261.1,282.7,281.5,230.6,190.2,216.3,537.5,389.5,248.5,273.9,229.6,316.4,304.6,297.4,229.1,385.6,262.1,298.9,322.1,450.9,332,452.4,233.3,400.5,408.3,512.9,436.6,366.6,332.6,258.8,431.7,337.8,554.6,583,346.4,438.8,471.1,488.6,361.6,460.6,333.9,255.6,424.3,547.5,343.9,414.3,489.5,635.9,631,516.3,609.9,498.9,498.1,860.9,533.6,582.3,663.2,572.6,479,483.3,600.2,661.2,500.4,499,392.7,429.3,428.1,548.1,809.2,349.1,379.4,439.3,449.5,366.3,383.8,565.1,450,856.1,613.7,850.4,703.2,547.1,536.3,513.2,481.3,487.5,479.5,496.9,555.1,609.1,510.2,468.7,511.1,582.7,577.6,574.3,621.6,531.3,738.6,1058.9,951.6,588.4,486.3,474.9,996.1,1062.1,801.5,696.3,649.8,564.8,664.8,659,649.9,534.5,935.9,766.2,948,700.7,625.5,479.8,597.4,546.4,659.3,737,661.4,689.2,722.6,655.2,581.6,886.5,813.5,541.5,643.3,922,1105.1,1117,1241.1,911.3,816.7,447.2,626.2,604.9,548.7,734.5,877.1,470.8,1030.6,781.9,696.2,739.6,820.1,762,686.4,510.9,717.1,785.9,873.6,654,537.1,583.8,544.1,485.01,0,0,64.6,64.3,86.5,98.8,97.4,120.8,53.7,140.1,114.6,178.7,173.7,89.3,174.6,0,0,0,0,0,0,109.7,151.8,159.8,233.4,221.2,261.4,264.6,375.4,349.5,345.8,261.7,335.4,0,0,0,0,0,149.8,134,204.5,214.6,343.9,275.9,510.8,0,,,,,,,24,,187371748,,556,,
2,0,0,0,0,0,0,0,0,0,0,23.7,54.9,32.2,55.6,33.5,71.9,73.8,79.8,78.5,95.9,112.6,95.7,94.3,118.2,140.2,101.8,60.7,117.7,127.1,159.4,158.2,127.4,170.6,192.2,195.5,167.4,204.8,199.6,203.3,183.5,184,190.2,184.2,211.3,306.6,385.8,300,380,248.5,272,227.2,258.1,218,226.7,258.8,209.5,269.1,277,191.4,199.8,249.7,277.9,281.3,228.2,186.5,208.2,516.8,377.9,240.2,268.6,229.6,299.8,288.7,297.4,229.1,382.1,262.1,293.8,322.1,450.9,325.7,452.4,233.3,389.6,408.3,507.2,414.2,366.6,332.6,256.8,412.3,337.8,547.4,546.5,334.9,429.9,471.1,482.5,361.6,449.9,325.4,252.8,418.6,531.3,343.9,392.7,473.8,622.5,600.4,486.6,577,493.6,475.2,854.4,533.6,582.3,652.6,560.8,466.9,476.7,589.9,661.2,488,489.7,389.7,410.1,428.1,531.2,809.2,342.7,372.6,432,449.5,361.6,374.2,556,450,856.1,613.7,850.4,697.6,540,527.3,503.2,471.9,487.5,467.9,496.9,555.1,601,495.3,468.2,508.2,569.7,567.4,566,621.6,531.3,721.7,1050,945.5,588.4,486.3,469.3,990.8,1050.2,790.4,688.8,649.8,564.8,655.5,649.6,643.9,528.6,924.8,752,938.7,698,614.1,475.3,592.4,534.9,648.1,729.3,641.2,683.5,696.9,649.6,574.1,875,804.6,530.8,638.2,922,1097.6,1117,1231.8,896.5,810.7,447.2,626.2,597.9,533.1,728.3,871.3,468,1017.6,781.9,689,729,807.7,755,679.3,510.9,717.1,780,866.3,644.8,537.1,583.8,544.1,485.01,0,0,57.5,32.7,85.5,98.8,91.7,105,53.2,130.4,107.6,173.6,160,80.5,159.5,0,0,0,0,0,0,43.4,136,143.4,228.6,212,256.3,264.6,364.5,339.7,344.5,255.2,331.6,0,0,0,0,0,144.8,134,204.5,198.8,338.9,275.9,502.3,0,,,,,,,25,,184061662,,554,,
2,0,0,0,0,0,0,0,0,0,0,15.7,54.9,24.9,47.7,33.5,55.5,56.7,79.8,70.6,95.9,112.6,87.9,94.3,103.1,140.2,95.5,52.9,107.2,110.9,148.1,137.6,124,162.2,192.2,191.6,167.4,188.7,192.2,195.2,166.3,184,190.2,177.1,201,287,374,286.6,368.9,234.3,252.4,227.2,238.7,218,226.7,253.6,204.9,263.2,274.3,182.1,193,249.7,277.9,275.8,228.2,186.5,208.2,510.2,367.2,240.2,262.7,224.3,299.8,288.7,279.3,227,374,251.7,293.8,309,442.3,325.7,410.2,222,383.1,400.6,482.8,407.5,350.2,327.4,249.4,412.3,337.8,547.4,527.9,329.4,429.9,465.3,477.4,356.4,423.4,325.4,245.7,406.6,531.3,328.6,379.7,461.7,622.5,571.1,448.4,569.7,485.5,470.5,833.9,527.8,564,634.9,557.1,466.9,471.4,583,657.1,477.5,482.3,374.9,410.1,422.3,531.2,794.7,342.7,367.1,419.6,439.1,361.6,374.2,551.5,434.8,847.8,599.9,830.9,693.3,534.4,519.2,487.9,471.9,487.5,467.9,486.8,542.9,595.4,495.3,458.4,491.9,569.7,567.4,556.6,621.6,531.3,715.1,1036.9,935.7,581.5,479.5,469.3,977.7,1034.8,783.9,677.7,639.9,550.7,652.8,643.1,643.9,527.9,918.6,752,917.4,652.3,614.1,470,592.4,528.7,645.3,715.9,641.2,683.5,696.9,639,574.1,865,796.4,530.8,631.2,915.2,1088.1,1101.6,1215.3,886,803.9,438.4,622.5,578.7,527,723.3,858.4,468,1017.6,769.6,685.3,716.5,794.6,750.9,663.8,508.3,709.1,766.7,831.6,632.5,523,573.3,535.9,465.8,0,0,46.4,32.7,85.5,84.9,85.7,103.8,48.7,130.4,103.2,173.6,156.9,78.4,144.1,0,0,0,0,0,0,0,113.9,139.6,223.8,212,247.5,260.4,364.5,335.7,339.5,253.8,326.8,0,0,0,0,0,138.1,129.5,194.6,193.8,338.9,266.8,499.7,0,,,,,,,26,,180729898,,552,,
2,0,0,0,0,0,0,0,0,0,0,0,14.1,8.8,31.8,33.5,23.9,39.5,79.8,48.4,80.5,104.6,87.9,94.3,63.4,140.2,89.1,52.9,107.2,110.9,133.1,137.6,124,146.6,192.2,179.7,143.5,173.3,168.2,195,158.2,175.9,182,171.7,192.2,272.4,340.5,282.6,354.4,228.4,252.4,215.8,228,218,215.9,246.5,204.9,252.4,274.3,182.1,185.4,235.6,252.9,270.6,218.6,186.5,201.3,492.7,360.1,227.4,252.1,216.8,294.2,268.5,279.3,223.4,361.4,251.7,285.1,304.8,436.8,325.7,410.2,216.3,367,396.5,468.5,389.2,350.2,315.5,249.4,394.3,324.2,540.2,501.7,329.4,418.8,465.3,466.2,356.4,414.2,325.4,245.7,400.5,518.6,323.1,377,445.8,609.6,523.4,423.1,559.3,473.3,459.5,833.9,498.1,557.2,623.3,550.4,454.6,458.5,577.6,651.4,471.2,482.3,374.9,392.4,415.9,526.5,794.7,334.7,367.1,419.6,439.1,361.6,367.5,545.3,425.7,836.3,581.5,830.9,687.7,528.7,519.2,482.8,460.5,453.6,467.9,486.8,540.2,587.6,495.3,458.4,491.9,560.7,558.5,556.6,612.4,531.3,698.7,1019.8,921.8,576.1,479.5,465.2,977.7,1034.8,780.1,667.2,639.9,550.7,643.4,630.3,631.9,525.6,900.9,743.5,904.7,634.2,604.1,460.1,588.3,505.6,640.4,704.7,629.5,679.4,663,639,567.9,853.9,778.1,522.9,624.6,897.6,1083.1,1101.6,1206.7,811.2,801,438.4,611.2,561.1,522.1,718.2,846.6,468,1006.4,769.6,680.9,716.5,790.3,750.9,644.1,508.3,703.4,763.9,829.4,629,523,560.1,535.9,465.8,0,0,18.4,32.7,82.2,84.9,74.6,91.2,45.5,124.2,99.4,158.5,148.9,67.3,119.5,0,0,0,0,0,0,0,88.8,139.6,212.5,193.1,241.5,260.4,355.7,335.7,332.8,253.8,326.8,0,0,0,0,0,128.3,121.2,191.7,188.4,323.8,266.8,496.6,0,,,,,,,27,,177166546,,550,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5,0,0,64,0,56.4,87.7,76.1,91.8,29.2,140.2,89.1,52.9,95,95.5,133.1,121.5,124,138.6,175.7,167.8,143.5,173.3,168.2,186.9,143.8,167.7,182,162.6,185.3,266.8,318.8,265.6,334.8,207.9,234.4,215.8,210.7,210.3,215.3,244.5,194.7,247.4,263.7,176.6,176.8,233.9,252.9,264.5,215.9,179.5,195.9,434.8,349.2,216.6,252.1,216.4,278,268.5,265.5,223.4,355.8,248,285.1,299,436.8,325.7,410.2,210.1,357.8,396.5,449.8,383.9,335.9,315.5,244.3,394.3,321.9,538.2,486.7,318.6,411.8,462.4,458.5,356.4,404.8,322.3,245.7,398.5,504.9,323.1,365.8,445.8,604.6,484.7,417.8,552.2,473.3,456.9,825.2,498.1,546.1,611.4,550.4,446.9,451.4,577.6,644.6,460.4,460.3,362.9,392.4,409.2,526.5,787.5,334.7,349.2,410.6,426.1,361.6,367.5,539.9,423.1,828.1,558.3,819.3,679.1,520,509.1,476.3,453.6,453.6,461.8,473.1,540.2,581.3,482.7,450.1,481.7,560.7,552,549.3,600.1,528,675.7,999.9,918.6,576.1,479.5,465.2,965.1,1012.2,773.6,658.8,628.7,539.3,635.4,625.6,631.9,525.6,896.1,743.5,883.6,598.6,604.1,457,588.3,502.5,635.9,698.5,629.5,679.4,644.6,630.9,567.9,845.7,764.2,510.2,624.6,892.5,1068.7,1086.1,1183.6,740.8,797.4,438.4,611.2,554.4,522.1,718.2,835.9,459.4,1002.9,769.6,669.6,703.6,790.3,750.9,637.6,494.7,694.8,763.9,804.8,629,508.4,560.1,535.9,465.8,0,0,0,32.7,16.9,77.2,69,77.4,38.1,117.8,91.2,143.5,137.7,61,92.8,0,0,0,0,0,0,0,74.9,131.7,212.5,193.1,241.5,242.3,353.9,326.9,327.2,247.4,311.8,0,0,0,0,0,117.7,121.2,183.9,182.7,317.5,266.8,491.3,0,,,,,,,28,,173648830,,548,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5,0,0,56,0,0,68.1,76.1,81,21.1,128.2,89.1,52.9,65,89.3,113.6,121.5,111.8,127.7,175.7,155.7,119.9,151.9,168.2,175,135.5,167.7,173.9,160.1,185.3,256.2,287.3,252.3,325.1,201.2,224,200.9,200.2,198,208,244.5,187.1,236,251.5,169,176.8,233.9,243.7,260.4,205.5,179.5,191.3,417.2,338.3,210.9,244.8,203.9,273.4,268.5,265.5,223.4,348.2,245.2,285.1,284,421.2,316.7,392.3,202.4,352.5,381.4,422.4,370.7,331.6,309.4,242,381.9,315.5,529.6,468.5,318.6,411.8,456.4,458.5,350.6,404.8,316.7,239.6,392.5,501.4,311.2,347.2,432.3,598,478.2,411.1,546.1,469,442.6,811.9,498.1,546.1,592.9,542.8,446.9,444.5,569.8,644.6,453,460.3,352.8,374,409.2,519.6,775.5,328.3,349.2,410.6,426.1,339.9,357,531.7,423.1,825.1,543.2,812.1,663,520,502.5,451.3,444.9,447.1,456.4,473.1,540.2,581.3,479.2,450.1,474.7,560.7,545.7,544.2,600.1,521.4,665.3,990.6,904.8,564.2,477.1,459.1,949.7,1012.2,756.3,651.3,628.7,536.3,635.4,624.3,614.6,519.5,889.9,725.7,877.4,592.1,598.5,445.5,577.4,490.1,622.3,688.9,602.3,677.3,636,630.9,555.6,838.7,764.2,510.2,616,885.4,1028.9,1072.7,1179.8,723,784.3,437.2,611.2,543.3,509.4,703.3,829.4,453.2,986.4,756.2,669.6,695.4,784.9,750.9,632.8,491.7,694.8,748.2,787.2,617.9,508.4,551,535.9,465.8,0,0,0,0,0,61.8,48.9,67,38.1,104.8,79.2,101.7,111.8,55.2,92.8,0,0,0,0,0,0,0,0,78.2,204.1,189.9,231.7,242.3,346.8,319.8,322,247.4,311.8,0,0,0,0,0,8.3,121.2,183.9,182.7,312.3,253,487.1,0,,,,,,,29,,170042672,,546,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5,0,0,16.1,0,0,51.6,59.1,72.5,0,114.4,19,52.9,29.5,89.3,97.5,121.5,111.8,119.4,151.7,139.7,119.9,146.4,168.2,167.1,135.5,151.7,151.5,141.8,172.4,246.5,264.6,240.2,305.7,193.2,211.3,198.3,200.2,191.4,208,231.9,187.1,236,222.5,161.8,171.5,224.7,232.1,260.4,205.5,179.5,191.3,405,338.3,209.8,236,187.9,269.5,249,254.9,219.8,343.8,238.5,271.4,284,421.2,316.7,381.5,192.4,332.2,381.4,407.3,364,323.5,306,242,381.9,300.8,516.5,450,311.3,397.1,456.4,446.1,350.6,387.5,308.7,237,392.5,491,302,347.2,432.3,580.2,459.6,404.4,540.7,457.4,442.6,802.9,468.6,539,569.7,535.8,430.7,433.8,557.1,644.6,442.9,448.8,352.8,374,395.1,519.6,775.5,324.9,342.6,401.7,414.9,339.9,348.8,526.3,403.1,811.8,538,804.6,661.6,520,496.8,451.3,440.8,444.3,445.7,466.4,529.3,566.2,479.2,437.6,469.4,551.6,533,536.9,581.2,521.4,636.4,981.4,894.9,564.2,470.3,459.1,940.5,1007.2,756.3,634.2,628.7,523.9,630,611.7,614.6,519.5,875.7,725.7,861.2,583,591.8,445.5,577.4,490.1,614.9,679.8,602.3,674,625.2,628.2,555.6,831.4,755.2,510.2,610.4,876,1012.7,1067.2,1162.9,723,776.4,428.9,605.9,543.3,500.5,703.3,809.9,453.2,986.4,756.2,665.5,680.2,779.7,750.9,628.7,491.7,694.8,748.2,787.2,605.3,503.2,542,528,465.8,0,0,0,0,0,0,24.4,54.3,23.2,51.2,57.7,66.1,50.8,48.7,77.7,0,0,0,0,0,0,0,0,44.9,192.5,182.2,231.7,234.6,332.3,319.8,322,234.8,311.8,0,0,0,0,0,0,111.6,165.5,182.7,312.3,253,477.7,0,,,,,,,30,,166699098,,544,,
