$,,,,,,
,,,,,,
jday,tem,dew,windforce,windangle,cloud,pressure
44199.96,2.7,-0.11,0.05,1.53,4.12,583.44
44200,2.42,-0.19,0.31,1.28,4.18,583.37
44200.04,1.96,-0.32,0.35,1,4.42,583.42
44200.08,1.75,-0.38,0.42,0.71,4.24,583.21
44200.12,1.64,-0.33,0.55,0.71,4.24,583.13
44200.17,0.73,-0.43,0.58,0.72,4.66,582.88
44200.21,0.34,-0.56,0.46,0.77,4.63,582.49
44200.25,-0.03,-1.22,0.28,0.52,4.66,582.31
44200.29,-0.19,-1.2,0.42,3.04,4.66,582.41
44200.33,-0.35,-1.38,0.5,0.06,3.54,582.52
44200.38,-0.07,-1.49,0.47,0.61,3.55,582.46
44200.42,2.39,-1.88,0.17,0.51,6.25,582.64
44200.46,4.07,-1.34,0.54,2.02,5.93,582.74
44200.5,4.43,-0.51,0.82,1.65,7.1,582.47
44200.54,7.25,-0.68,0.85,1.72,7.96,581.89
44200.58,7.35,0.71,0.76,1.78,6.22,581.31
44200.62,6.96,1.35,0.46,1.47,8.86,581.02
44200.67,7.7,1.75,0.09,1.03,5.44,581.25
44200.71,7.35,1.94,0.13,2.29,4.07,581.63
44200.75,4.52,0.4,0.87,3.02,3.28,581.98
44200.79,4.47,0.74,1.39,0.62,1.86,582.65
44200.83,4.15,0.63,0.33,0.95,0.08,583.13
44200.88,4.11,0.58,0.43,2.26,0.08,583.55
44200.92,2.97,0.34,0.67,2.37,0.02,583.88
44200.96,-0.61,-1.79,0.79,2.7,0.15,584.04
44201,-1.58,-2.33,0.99,2.9,0.02,583.88
44201.04,-2.53,-3.05,1.25,2.94,0,583.53
44201.08,-2.87,-3.53,1.42,2.95,1.89,583.48
44201.12,-2.14,-2.66,1.53,2.9,1.09,583.28
44201.17,-3.83,-3.99,1.51,2.87,3.78,582.9
44201.21,-4.37,-4.41,1.55,2.86,4.77,582.77
44201.25,-4.37,-4.37,1.31,2.98,6.92,582.79
44201.29,-4.62,-4.7,1.22,2.9,7.86,582.49
44201.33,-4.08,-4.27,1.27,2.78,7.04,583.05
44201.38,-3.31,-4.33,1.38,2.81,6.94,583.15
44201.42,2.77,0.07,0.98,2.8,6.91,583.74
44201.46,4.23,-0.13,0.42,0.11,1.56,583.92
44201.5,5.23,-0.6,0.45,0.94,0.75,583.53
44201.54,9.83,-0.96,0.63,1.09,2.32,582.99
44201.58,10.43,-0.93,0.67,1.57,4.86,582.29
44201.62,10.51,-1.05,0.96,2.11,7.96,581.69
44201.67,10.51,-1.17,1.22,2.43,9.41,581.51
44201.71,9.68,-0.96,1.28,2.92,9.78,581.55
44201.75,5.38,0.68,1.21,0.2,9.29,581.65
44201.79,5.06,0.16,1.48,0.33,9.19,582.09
44201.83,4.1,1.31,1.38,0.39,8.92,582.36
44201.88,3.39,1.6,1.69,0.56,8.5,583.16
44201.92,2.78,1.56,1.56,0.54,8.38,583.81
44201.96,1.03,0.36,1.11,0.6,10,583.95
44202,0.94,0.12,1.34,0.59,10,584.34
44202.04,0.42,-0.29,1.35,0.58,9.58,584.29
44202.08,0.13,-0.73,1.08,0.77,9.66,584.49
44202.12,-0.42,-1.26,0.94,0.86,9.55,584.31
44202.17,-1.45,-1.86,0.77,1.14,9.36,584.61
44202.21,-1.14,-1.69,0.57,1.09,9.17,584.39
44202.25,-1.58,-1.78,0.36,0.39,9.4,584.41
44202.29,-1.4,-1.62,0.18,2.52,9.81,584.82
44202.33,-1.16,-1.62,0.2,0.08,9.62,585.17
44202.38,-0.91,-1.97,0.38,0.11,9.14,585.38
44202.42,1.53,-1.53,0.39,0.1,8.48,585.66
44202.46,1.85,-1.15,0.17,1.92,8.68,585.99
44202.5,1.99,-0.88,0.9,2.91,6.76,585.72
44202.54,5.06,0.16,1.07,2.73,8.08,585.15
44202.58,4.7,0.26,1.12,2.71,9.82,584.46
44202.62,4.91,0.48,1.27,2.64,8.98,583.84
44202.67,5.81,1.13,1.5,2.77,4.25,583.8
44202.71,5.12,1.22,1.6,2.97,2.72,583.92
44202.75,1.87,0.11,1.18,0.06,3.45,584.05
44202.79,0.88,0.43,1.4,0.32,5.56,584.5
44202.83,1.48,0.72,1.23,0.54,9.46,585.05
44202.88,1.42,0.59,1.38,0.58,10,585.5
44202.92,1.35,0.56,1.31,0.56,10,585.9
44202.96,-0.24,-0.33,1.07,0.47,10,585.98
44203,-0.19,-0.31,0.94,0.36,9.94,585.91
44203.04,-0.52,-0.66,0.9,0.31,10,585.93
44203.08,-0.36,-0.8,0.92,0.34,9.58,585.79
44203.12,-0.53,-0.99,0.73,0.45,9.46,585.49
44203.17,-1.32,-1.52,0.65,0.61,9.66,585.17
44203.21,-1.31,-1.73,0.57,0.95,9.58,585.02
44203.25,-1.84,-2.53,0.29,1.15,9.35,584.66
44203.29,-1.74,-2.53,0.56,1.11,8.01,584.79
44203.33,-1.61,-2.44,0.79,1.14,8.8,585.09
44203.38,-0.97,-2.3,0.6,1.4,9.46,585.4
44203.42,0.71,-2.12,0.41,1.03,8.3,585.62
44203.46,1.4,-1.62,0.59,2.94,8.61,586.06
44203.5,1.47,-1.33,0.73,2.76,8.5,585.81
44203.54,3.34,-0.44,0.81,2.5,8.74,585.23
44203.58,3.59,-0.1,0.86,2.26,9.09,584.33
44203.62,3.54,0.13,1.1,2.4,9.4,583.78
44203.67,3.55,0.37,1.33,2.81,9.99,583.68
44203.71,3.38,0.47,1.44,3.13,9.1,583.87
44203.75,1.38,-0.05,1.65,3.07,9.85,583.83
44203.79,1.26,0.39,1.28,0.32,9.96,584.32
44203.83,1.44,0.38,1.43,0.57,9.89,584.97
44203.88,1.64,0.38,1.18,0.6,9.96,585.54
44203.92,1.35,0.21,1.05,0.57,10,585.89
44203.96,-0.08,-0.56,0.85,0.6,9.96,585.7
44204,-0.11,-0.69,0.72,0.64,9.85,585.65
44204.04,0.01,-0.61,0.58,0.51,9.92,585.54
44204.08,-0.33,-0.92,0.56,0.63,9.85,585.32
44204.12,-0.46,-1.03,0.49,0.86,9.96,585.17
44204.17,-0.95,-1.22,0.45,1.08,9.71,584.91
44204.21,-1.18,-1.69,0.36,1.58,9.37,584.81
44204.25,-1.41,-1.51,0.22,0.86,9.25,584.54
44204.29,-1.13,-1.5,0.33,2.64,8.45,584.52
44204.33,-0.88,-1.47,0.57,1.64,8.87,584.99
44204.38,-0.81,-1.74,0.75,1.41,8.76,585.42
44204.42,1.36,-1.02,0.67,0.95,9.28,585.73
44204.46,1.76,-0.65,0.47,3.02,8.66,585.94
44204.5,2.49,-0.15,0.73,2.37,8.02,585.8
44204.54,4.68,0.63,0.83,2.39,8.14,585
44204.58,5.2,1.02,0.88,2.52,8.14,584.36
44204.62,5.17,1.05,1.28,2.83,8.92,583.69
44204.67,5.18,1.47,1.6,3.11,7.78,583.67
44204.71,4.35,1.53,1.54,0.13,9.02,583.66
44204.75,2.29,0.43,1.6,0.13,9.39,584.1
44204.79,1.73,0.83,1.5,0.29,10,584.58
44204.83,1.65,0.92,1.47,0.53,10,585.25
44204.88,1.79,0.78,1.14,0.63,9.96,585.39
44204.92,1.97,0.78,1.04,0.65,9.28,585.56
44204.96,0.68,0.07,0.81,0.67,9.1,585.71
44205,0.54,-0.07,0.68,0.7,9.16,585.75
44205.04,-0.3,-0.67,0.22,0.92,9.82,585.4
44205.08,0.23,-0.35,0.44,2.69,10,585.07
44205.12,0.2,-0.3,0.56,0.13,5.5,584.75
44205.17,-0.18,-0.41,0.63,0,6.03,584.16
44205.21,0.27,-0.07,0.7,3.04,4.64,583.66
44205.25,-0.68,-1.07,0.85,0.06,3.89,583.34
44205.29,-0.46,-1.05,0.88,3.11,3.7,583.23
44205.33,-0.55,-0.98,0.84,3.14,3.01,583.52
44205.38,-0.46,-1.1,1.09,3.07,2.38,583.46
44205.42,2.64,1,0.79,3.12,1.66,583.57
44205.46,4.33,1.52,0.63,0.74,3.99,583.58
44205.5,5.07,1.97,0.75,1.41,3.9,583.04
44205.54,8.22,2.37,1.02,1.54,6.46,582.25
44205.58,8.09,2.53,1.11,1.86,9.58,581.11
44205.62,7.61,2.68,1.29,2.48,8.65,580.41
44205.67,7.8,2.88,1.36,2.74,8.68,580.08
44205.71,6.87,2.84,1.31,3.04,9.24,580.33
44205.75,4.7,1.53,1.19,0,7.9,580.56
44205.79,3.69,2.33,0.91,0,6.46,580.5
44205.83,3.7,2.43,0.63,0.34,5.62,580.86
44205.88,3.54,2.43,0.56,0.26,4.42,580.94
44205.92,3.67,2.7,0.73,0.24,4.36,581.15
44205.96,2.86,2.03,0.62,0.37,4.6,581.19
44206,3.11,2.63,0.55,0.44,9.04,581.02
44206.04,2.65,2.35,0.48,0.56,10,581.22
44206.08,2.4,1.92,0.78,0.68,10,580.95
44206.12,1.96,1.49,1.2,0.7,10,581.39
44206.17,1.11,0.59,1.46,0.64,10,581.78
44206.21,0.82,0.24,1.43,0.67,10,582.12
44206.25,-1.09,-1.13,1.51,0.61,10,582.6
44206.29,-1.06,-1.27,1.54,0.66,9.89,583.52
44206.33,-0.96,-1.44,1.64,0.62,9.84,584.1
44206.38,-1.06,-1.88,1.47,0.69,9.8,584.89
44206.42,0.4,-2.4,1.63,0.69,9.71,585.54
44206.46,0.48,-2.41,1.62,0.51,9.44,585.93
44206.5,0.1,-2.27,1.74,0.38,9.97,585.99
44206.54,1,-1.84,1.77,0.32,9.86,585.6
44206.58,0.83,-1.78,1.76,0.21,9.96,585.05
44206.62,0.43,-1.57,1.7,0.16,9.92,584.96
44206.67,0.55,-1.26,1.72,0.16,9.53,584.87
44206.71,0.43,-0.9,1.62,0.21,9.83,585.31
44206.75,-0.76,-1.77,1.58,0.2,9.52,585.9
44206.79,-0.22,-1.17,1.44,0.31,9.64,585.86
44206.83,0.04,-1.12,1.5,0.42,9.62,586.7
44206.88,0.31,-0.7,1.35,0.4,9.94,587
44206.92,0.57,-0.25,1.25,0.33,9.82,587.35
44206.96,-0.31,-0.64,1.21,0.15,9.71,587.22
44207,-0.29,-0.54,0.89,0.01,9.35,587.33
44207.04,-0.63,-0.66,0.78,2.74,8.96,586.97
44207.08,-0.26,-0.39,0.57,2.74,9.21,586.67
44207.12,0.26,-0.59,0.41,2.88,9.1,586.25
44207.17,0.14,-0.69,0.36,2.57,9.24,585.81
44207.21,0.38,-0.7,0.38,1.85,7.29,585.37
44207.25,-0.7,-1.85,0.93,1.23,9.33,584.86
44207.29,-0.39,-1.73,0.96,1.06,8.49,585.09
44207.33,-0.16,-1.6,1.07,0.91,6.19,584.7
44207.38,0.13,-1.34,0.92,0.57,5.56,584.75
44207.42,1.47,-1.08,0.84,0.54,5.23,584.97
44207.46,1.99,-0.83,0.87,0.59,6.33,584.92
44207.5,2.57,-0.86,0.81,0.69,7.02,584.33
44207.54,6.73,0.21,0.68,1.03,5.8,583.37
44207.58,7.44,0.31,1.03,0.92,8.14,582.49
44207.62,7.77,0.16,0.44,0.99,7.65,581.82
44207.67,9.09,0.66,0.37,0.96,3.68,581.49
44207.71,8.59,0.37,0.39,1.91,2.94,581.64
44207.75,4.98,-1.26,1.25,0.1,0.17,581.07
44207.79,4.1,-0.19,1.68,0.65,1.5,581.96
44207.83,4.12,0.34,1.85,0.65,2.98,582.52
44207.88,3.5,0.59,1.57,0.52,4.82,582.98
44207.92,3.25,0.96,1.13,0.55,6.56,583.44
44207.96,1.81,0.93,0.84,0.8,8.75,583.42
44208,1.41,0.72,0.64,1.22,9.72,583.51
44208.04,0.73,0.28,0.49,1.88,9.43,583.04
44208.08,0.8,0.27,0.67,1.96,9.43,582.86
44208.12,1.02,0.37,0.78,1.89,9.7,582.53
44208.17,-0.09,-0.43,0.49,1.6,9.89,582.56
44208.21,0.12,-0.37,0.58,1.91,9.9,582.09
44208.25,-0.44,-0.7,0.17,2.56,10,581.76
44208.29,-0.32,-0.65,0.7,2.04,10,582.45
44208.33,-0.32,-0.63,0.96,1.67,10,583.04
44208.38,-0.18,-0.89,1.25,1.02,10,583.74
44208.42,2.14,0.73,1.46,0.61,9.96,584.34
44208.46,2.17,0.42,1.59,0.42,9.99,584.83
44208.5,2.42,0.34,1.83,0.28,9.95,585.05
44208.54,3.13,0.24,1.97,0.24,9.87,584.61
44208.58,2.63,0.23,2.03,0.21,10,584.18
44208.62,2.13,0.11,2.04,0.22,9.65,583.46
44208.67,1.52,-0.39,1.85,0.2,9.74,583.57
44208.71,0.99,-0.45,1.64,0.26,9.85,583.71
44208.75,0.04,-1.08,1.5,0.36,9.33,584.01
44208.79,-0.02,-1.02,1.29,0.44,9.45,584.49
44208.83,0,-0.74,1.68,0.6,9.96,585.17
44208.88,-0.02,-0.65,1.65,0.57,9.82,585.68
44208.92,0.26,-0.68,1.55,0.55,9.88,586.35
44208.96,-1.06,-1.43,1.51,0.57,9.94,586.47
44209,-0.85,-1.42,1.45,0.53,9.72,586.76
44209.04,-1.14,-1.62,1.48,0.42,9.36,586.32
44209.08,-0.73,-1.65,1.22,0.36,9.68,586.17
44209.12,-0.5,-1.31,1.2,0.34,9.18,585.7
44209.17,-1.91,-2.36,1,0.37,9.26,585.37
44209.21,-1.69,-2.48,0.97,0.37,9.58,585.09
44209.25,-1.78,-2.36,1.3,0.08,9.31,584.98
44209.29,-1.72,-2.24,1.03,0.25,9.96,585.03
44209.33,-1.32,-1.86,0.85,0.45,10,585.24
44209.38,-1.83,-2.32,1.04,0.39,10,585.43
44209.42,-1.24,-2.06,1.06,0.16,9.82,585.72
44209.46,-1.81,-2.35,0.96,2.95,9.28,585.51
44209.5,-1.75,-2.49,0.88,2.66,9.3,585.13
44209.54,-0.37,-1.77,0.94,2.14,9.4,583.83
44209.58,0.51,-1.85,0.98,1.94,8.98,582.9
44209.62,0.98,-1.36,0.99,2.13,9.22,581.77
44209.67,1.76,-0.57,1,2.74,8.96,581.23
44209.71,1.25,-0.42,0.97,3.12,6.94,580.9
44209.75,0.39,-0.86,0.82,0.15,5.02,581
44209.79,0.68,-0.73,0.91,2.87,3.17,581.07
44209.83,0.21,-0.42,1.11,0.26,3.51,581.21
44209.88,-0.15,-0.36,1.15,0.23,4.71,581.4
44209.92,-0.04,-0.28,0.91,0.66,7.18,581.64
44209.96,-0.54,-0.68,0.4,1.14,6.64,581.7
44210,-0.34,-0.57,0.61,2.39,4.78,581.59
44210.04,-0.25,-0.57,0.67,2.55,5.36,581.42
44210.08,-0.3,-0.69,0.52,2.18,8.82,581.54
44210.12,-0.09,-0.67,0.46,2.01,8.81,581.5
44210.17,-0.8,-1.17,0.35,1.87,8.49,581.51
44210.21,-1.14,-1.37,0.34,2.84,8.68,581.51
44210.25,-1.91,-2.02,0.57,3.12,9.06,581.8
44210.29,-1.97,-2.33,1.25,0.14,8.64,581.78
44210.33,-2.14,-2.66,1.36,3.02,7.53,582.14
44210.38,-1.15,-2.07,1.1,2.9,7.23,582.25
44210.42,2.98,1.19,1.24,3.03,6.71,582.79
44210.46,3.36,1.91,0.89,0.26,6.52,582.68
44210.5,5.24,2.8,0.99,0.63,3.15,582.6
44210.54,9.02,2.58,1.61,0.68,3.67,581.74
44210.58,9.72,1.96,1.39,0.68,3.81,581.02
44210.62,10.06,1.16,0.97,0.65,3.02,580.33
44210.67,10.05,0.84,0.58,0.72,1.49,580.34
44210.71,9.33,1.1,0.3,0.06,2.38,580.51
44210.75,6.07,0.8,0.7,0.39,3.18,580.91
44210.79,5.63,1.37,1.42,0.55,3.94,581.47
44210.83,5.39,1.4,1.25,0.47,4.96,581.87
44210.88,4.52,1.27,1.15,0.39,5.8,581.97
44210.92,4.04,1.72,0.89,0.5,6.94,582.5
44210.96,1.95,0.34,0.86,0.82,6.94,582.69
44211,1.87,0.25,0.88,0.95,8.8,583.02
44211.04,1.42,0.11,0.72,1.04,10,582.93
44211.08,1.29,0.37,0.6,1.05,10,582.77
44211.12,1.37,0.38,0.45,1.09,10,582.73
44211.17,-0.15,-0.66,0.45,1.07,10,582.78
44211.21,-0.18,-0.67,0.4,1.17,10,582.45
44211.25,-1.39,-1.87,0.14,2.77,10,582.55
44211.29,-1.51,-2.1,0.3,2.11,9.56,582.45
44211.33,-1.77,-2.42,0.42,1.91,9.68,583.17
44211.38,-1.96,-2.72,0.43,1.3,8.88,583.41
44211.42,1.18,-0.85,0.83,0.98,9.01,584.02
44211.46,1.08,-0.76,1.22,0.47,6.92,584.25
44211.5,1.23,-0.46,1.37,0.16,7.39,584.37
44211.54,4.12,0.84,1.28,3,7.6,583.66
44211.58,4.26,1.14,1.34,2.55,7.9,583.18
44211.62,4.03,1.26,1.35,2.47,8.79,582.47
44211.67,4.02,1.34,1.59,3.05,9.08,582.58
44211.71,3.55,1.62,1.52,0.13,7.47,582.8
44211.75,0.74,0.18,1.24,0.24,9.85,583.36
44211.79,0.73,0.31,1.32,0.35,9.69,583.4
44211.83,0.95,0.3,1.19,0.49,9.89,584.19
44211.88,0.98,0.13,1.66,0.59,9.92,584.79
44211.92,0.41,-0.36,1.31,0.55,9.58,585.39
44211.96,-0.7,-1.28,1.41,0.61,9.35,585.35
44212,-0.76,-1.52,1.22,0.65,9.26,585.84
44212.04,-0.65,-1.52,1.15,0.59,10,585.77
44212.08,-0.52,-1.8,1.32,0.67,10,585.92
44212.12,-0.5,-1.96,1.22,0.73,10,585.84
44212.17,-1.36,-2.65,1.33,0.86,10,585.77
44212.21,-1.19,-2.4,1.16,0.85,10,585.72
44212.25,-1.52,-3.23,0.9,0.66,10,585.81
44212.29,-1.19,-3.14,0.42,0.91,10,585.97
44212.33,-0.79,-3.14,0.38,0.62,10,586.36
44212.38,-1.15,-3.44,0.58,0.66,9.88,586.55
44212.42,-0.7,-2.89,0.7,0.5,9.18,587.14
44212.46,-0.62,-2.85,0.9,0.5,9.22,587.3
44212.5,-0.5,-2.68,0.95,0.73,9.15,586.99
44212.54,1.9,-2.16,1,0.81,9.18,586.49
44212.58,1.86,-1.82,1.03,0.81,9.22,585.64
44212.62,2.09,-1.61,1.19,0.7,9.92,585.15
44212.67,2.05,-1.59,1.46,0.52,9.58,585.1
44212.71,1.89,-1.41,1.43,0.5,9.72,585.69
44212.75,-0.35,-2.14,1.1,0.68,8.8,585.54
44212.79,0.23,-1.5,0.72,0.63,8.21,585.92
44212.83,0.18,-1.86,0.89,0.74,7.32,586.2
44212.88,-0.13,-1.91,1.01,0.91,7.75,586.83
44212.92,-0.05,-1.95,0.9,1.25,9.12,587.18
44212.96,-1.29,-2.21,0.71,1.65,9.82,587.32
44213,-1.16,-2.41,0.86,2.13,9.92,587.46
44213.04,-1.6,-2.63,0.97,2.31,10,587.19
44213.08,-1.54,-2.65,1,2.43,10,587.29
44213.12,-1.51,-2.66,1.02,2.58,10,586.84
44213.17,-2.04,-2.97,1.05,2.69,10,586.87
44213.21,-2.17,-3.19,1.03,2.77,10,586.85
44213.25,-2.1,-3.32,0.84,2.56,10,587.14
44213.29,-2.03,-3.34,0.89,2.88,10,587.44
44213.33,-2.17,-3.41,1.01,3.06,10,587.57
44213.38,-2.1,-3.09,0.99,2.92,9.94,587.98
44213.42,1.37,-0.52,0.9,2.87,9.88,588.05
44213.46,1.8,-1.42,0.76,2.83,5.46,588.43
44213.5,2.2,-1.17,0.46,2.2,4.24,588.17
44213.54,5.38,-4.25,0.57,1.04,3.52,587.56
44213.58,4.98,-2.52,0.73,0.58,2.53,587.08
44213.62,4.91,-2.72,0.91,0.39,1.58,586.44
44213.67,5.3,-2.82,1.04,0.24,2.58,586.32
44213.71,5.6,-5.39,1.19,0.08,1.88,586.32
44213.75,2.46,-4.18,0.68,0.5,3.39,586.47
44213.79,3.27,-5.27,0.45,1.09,5.05,586.57
44213.83,2.58,-4.96,0.23,2.77,0.45,586.77
44213.88,1.49,-5.17,0.75,2.98,0.33,586.76
44213.92,-0.02,-5.71,1.03,2.94,1.1,586.96
44213.96,-3.19,-6.76,1.2,2.92,1.19,586.94
44214,-3.64,-7.22,1.34,2.88,0.86,586.89
44214.04,-4.57,-7.94,1.5,2.9,0.37,586.86
44214.08,-4.92,-8.13,1.61,2.91,0.09,586.68
44214.12,-5.28,-8.51,1.72,2.92,0.04,586.18
44214.17,-6.3,-8.98,1.84,2.91,0,586.13
44214.21,-6.46,-9.28,1.93,2.93,0,585.7
44214.25,-6.65,-9.89,2.08,2.94,0,585.32
44214.29,-6.48,-9.84,2.12,2.92,0,585.75
44214.33,-6.58,-9.9,2.08,2.89,0,585.79
44214.38,-6.19,-9.56,2.03,2.88,0,586.35
44214.42,-0.63,-5.75,1.58,2.91,0.18,586.83
44214.46,1.21,-4.15,1.22,2.88,0,586.73
44214.5,2.28,-2.65,0.75,2.93,0,586.66
44214.54,5.69,-1.62,0.45,0.16,0,585.95
44214.58,5.76,-1.95,0.32,0.87,0,585.33
44214.62,6.14,-3.18,0.37,1.85,0,584.55
44214.67,7.33,-4.63,0.57,2.04,0.24,584.6
44214.71,7.34,-4.59,0.71,2.07,2.49,584.47
44214.75,4.2,-3.48,0.65,0.55,0.08,584.32
44214.79,4.58,-3.46,0.92,1,0.23,584.49
44214.83,4.03,-3.09,0.7,1.33,1.1,585.26
44214.88,3.25,-3.01,0.77,1.48,4.05,585.58
44214.92,2.04,-3,0.68,1.55,6.62,585.97
44214.96,-0.32,-3.23,0.41,1.79,6.91,585.94
44215,-0.39,-3.23,0.4,2.55,5.39,585.97
44215.04,-0.98,-3.28,0.76,2.85,4.31,585.71
44215.08,-1.84,-3.89,0.9,2.91,4.32,585.43
44215.12,-2.47,-4.46,0.94,2.81,6.06,584.88
44215.17,-3.53,-5.17,0.96,2.72,8.36,584.56
44215.21,-3.45,-5.3,0.88,2.68,8.85,584.06
44215.25,-2.25,-3.76,1.37,2.9,9.26,583.86
44215.29,-2.29,-3.73,1.38,2.86,7.67,583.62
44215.33,-2.19,-3.7,1.16,2.81,3.71,583.77
44215.38,-2.3,-3.81,1.34,2.87,1.34,584.15
44215.42,2.1,-0.93,1.16,2.93,0.95,584.55
44215.46,2.8,0.18,0.54,0.03,0.82,584.52
44215.5,2.54,-0.38,0.35,1.39,0.92,584.27
44215.54,5.77,0.41,0.72,1.67,4.11,583.45
44215.58,5.47,-0.21,0.72,1.91,8.02,582.77
44215.62,5.37,-0.37,0.77,1.93,7.7,582.06
44215.67,4.98,-0.42,0.72,2.46,5.72,581.72
44215.71,4.49,0.13,0.98,0.01,6.55,581.64
44215.75,3.81,-0.13,1.47,0.36,4.82,581.85
44215.79,3.96,0.53,1.52,0.46,7.84,581.67
44215.83,3.92,0.74,1.11,0.57,7.36,582.1
44215.88,3.53,1,1.12,0.42,8.32,582.21
44215.92,3.14,1.71,0.71,0.44,9.16,582.61
44215.96,1.87,0.86,0.13,1.77,9.82,582.33
44216,1.82,0.76,0.54,0.93,9.7,582.11
44216.04,1.63,0.63,0.67,0.7,10,581.72
44216.08,1.56,0.4,0.67,0.35,10,581.31
44216.12,1.81,0.65,0.65,0.18,8.26,580.76
44216.17,1.24,0.31,0.64,2.98,7,580.31
44216.21,1.13,0.12,0.62,0.01,6.16,579.95
44216.25,0.24,-0.44,0.28,2.87,7.48,579.49
44216.29,0.38,-0.34,0.36,0.48,5.98,579.65
44216.33,0.35,-0.3,0.65,1.41,5.2,580.09
44216.38,0.3,-0.28,0.3,1.72,7.9,580.32
44216.42,3.19,1.08,0.75,1.04,8.44,580.46
44216.46,2.95,0.83,1,1.08,8.68,580.57
44216.5,3.03,1.25,0.84,1.37,7.42,580.51
44216.54,5,1.4,0.75,1.88,7.66,579.65
44216.58,4.85,1.84,0.62,2.11,6.76,579.29
44216.62,4.66,1.93,0.5,2.39,7,578.7
44216.67,4.61,2.19,0.6,2.89,6.52,578.69
44216.71,4.64,2.65,0.56,3.09,6.7,578.84
44216.75,3.12,0.19,1.51,0.58,7.4,578.26
44216.79,3.66,0.7,0.82,0.39,6.7,579.03
44216.83,3.42,1.09,0.88,0.33,4.36,579.51
44216.88,3.12,1.35,1.02,0.62,4.48,579.9
