$GATE WITHDRAWAL AT SEG76                                    ELEV OF WITHDRAWAL CENTERLINE:7.       

JDAY,QWD(m3s-1)
  40550.6250,      5.2105
  40550.6674,      5.2211
  40550.7086,      5.2316
  40550.7500,      5.2424
  40550.7930,      5.2530
  40550.8336,      5.2633
  40550.8750,      5.2740
  40550.9169,      5.2845
  40550.9587,      5.2951
  40551.0000,      5.3059
  40551.0418,      5.2994
  40551.0837,      5.2925
  40551.1250,      5.2856
  40551.1680,      5.2786
  40551.2087,      5.2718
  40551.2500,      5.2648
  40551.2929,      5.2579
  40551.3338,      5.2512
  40551.3750,      5.2442
  40551.4172,      5.2374
  40551.4589,      5.2306
  40551.5000,      5.2237
  40551.5430,      5.2167
  40551.5838,      5.2100
  40551.6250,      5.2031
  40551.6676,      5.1961
  40551.7086,      5.1893
  40551.7500,      5.1823
  40551.7923,      5.1755
  40551.8338,      5.1687
  40551.8750,      5.1616
  40551.9172,      5.1549
  40551.9588,      5.1481
  40552.0000,      5.1411
  40552.0430,      5.1437
  40552.0838,      5.1464
  40552.1250,      5.1492
  40552.1671,      5.1519
  40552.2086,      5.1547
  40552.2500,      5.1575
  40552.2922,      5.1602
  40552.3337,      5.1629
  40552.3750,      5.1657
  40552.4168,      5.1684
  40552.4587,      5.1712
  40552.5000,      5.1739
  40552.5427,      5.1767
  40552.5838,      5.1794
  40552.6250,      5.1822
  40552.6670,      5.1849
  40552.7089,      5.1877
  40552.7500,      5.1905
  40552.7917,      5.1932
  40552.8334,      5.1959
  40552.8750,      5.1987
  40552.9171,      5.2014
  40552.9586,      5.2042
  40553.0000,      5.2070
  40553.0427,      5.2188
  40553.0836,      5.2305
  40553.1250,      5.2425
  40553.1680,      5.2546
  40553.2086,      5.2662
  40553.2500,      5.2782
  40553.2928,      5.2903
  40553.3336,      5.3020
  40553.3750,      5.3142
  40553.4173,      5.3259
  40553.4585,      5.3377
  40553.5000,      5.3498
  40553.5430,      5.3619
  40553.5835,      5.3735
  40553.6250,      5.3854
  40553.6671,      5.3974
  40553.7086,      5.4092
  40553.7500,      5.4215
  40553.7928,      5.4333
  40553.8334,      5.4450
  40553.8750,      5.4572
  40553.9172,      5.4690
  40553.9584,      5.4807
  40554.0000,      5.4929
  40554.0417,      5.4468
  40554.0833,      5.3987
  40554.1250,      5.3494
  40554.1677,      5.3016
  40554.2085,      5.2549
  40554.2500,      5.2068
  40554.2925,      5.1580
  40554.3334,      5.1112
  40554.3750,      5.0624
  40554.4175,      5.0146
  40554.4584,      4.9674
  40554.5000,      4.9189
  40554.5425,      4.8705
  40554.5835,      4.8237
  40554.6250,      4.7743
  40554.6670,      4.7275
  40554.7084,      4.6799
  40554.7500,      4.6310
  40554.7921,      4.5836
  40554.8335,      4.5362
  40554.8750,      4.4879
  40554.9179,      4.4389
  40554.9584,      4.3924
  40555.0000,      4.3440
  40555.0425,      4.4030
  40555.0835,      4.4628
  40555.1250,      4.5246
  40555.1670,      4.5845
  40555.2086,      4.6453
  40555.2500,      4.7060
  40555.2928,      4.7685
  40555.3334,      4.8278
  40555.3750,      4.8892
  40555.4169,      4.9497
  40555.4584,      5.0103
  40555.5000,      5.0712
  40555.5419,      5.1320
  40555.5835,      5.1928
  40555.6250,      5.2542
  40555.6674,      5.3154
  40555.7084,      5.3753
  40555.7500,      5.4367
  40555.7922,      5.4977
  40555.8334,      5.5578
  40555.8750,      5.6201
  40555.9176,      5.6807
  40555.9596,      5.7421
  40556.0000,      5.8019
  40556.0425,      5.8402
  40556.0834,      5.8770
  40556.1250,      5.9146
  40556.1676,      5.9528
  40556.2085,      5.9898
  40556.2500,      6.0279
  40556.2925,      6.0656
  40556.3334,      6.1025
  40556.3750,      6.1411
  40556.4169,      6.1778
  40556.4584,      6.2153
  40556.5000,      6.2527
  40556.5416,      6.2902
  40556.5835,      6.3280
  40556.6250,      6.3659
  40556.6678,      6.4040
  40556.7085,      6.4408
  40556.7500,      6.4793
  40556.7924,      6.5163
  40556.8336,      6.5535
  40556.8750,      6.5914
  40556.9170,      6.6287
  40556.9585,      6.6663
  40557.0000,      6.7045
  40557.0420,      6.6899
  40557.0836,      6.6744
  40557.1250,      6.6584
  40557.1668,      6.6433
  40557.2085,      6.6278
  40557.2500,      6.6118
  40557.2930,      6.5963
  40557.3334,      6.5811
  40557.3750,      6.5656
  40557.4168,      6.5501
  40557.4585,      6.5345
  40557.5000,      6.5190
  40557.5418,      6.5035
  40557.5834,      6.4879
  40557.6250,      6.4722
  40557.6672,      6.4567
  40557.7084,      6.4413
  40557.7500,      6.4253
  40557.7923,      6.4100
  40557.8334,      6.3946
  40557.8750,      6.3790
  40557.9180,      6.3631
  40557.9583,      6.3480
  40558.0000,      6.3322
  40558.0417,      6.3588
  40558.0834,      6.3865
  40558.1250,      6.4143
  40558.1667,      6.4419
  40558.2084,      6.4695
  40558.2500,      6.4977
  40558.2924,      6.5252
  40558.3334,      6.5525
  40558.3750,      6.5807
  40558.4179,      6.6086
  40558.4585,      6.6355
  40558.5000,      6.6633
  40558.5423,      6.6912
  40558.5834,      6.7185
  40558.6250,      6.7463
  40558.6676,      6.7744
  40558.7084,      6.8015
  40558.7500,      6.8297
  40558.7917,      6.8568
  40558.8334,      6.8845
  40558.8750,      6.9129
  40558.9176,      6.9404
  40558.9596,      6.9683
  40559.0000,      6.9958
  40559.0426,      6.9814
  40559.0834,      6.9669
  40559.1250,      6.9518
  40559.1680,      6.9369
  40559.2086,      6.9225
  40559.2500,      6.9076
  40559.2928,      6.8926
  40559.3334,      6.8781
  40559.3750,      6.8630
  40559.4167,      6.8485
  40559.4586,      6.8337
  40559.5000,      6.8189
  40559.5420,      6.8041
  40559.5835,      6.7894
  40559.6250,      6.7745
  40559.6668,      6.7599
  40559.7086,      6.7450
  40559.7500,      6.7302
  40559.7928,      6.7151
  40559.8337,      6.7006
  40559.8750,      6.6857
  40559.9168,      6.6711
  40559.9584,      6.6562
  40560.0000,      6.6415
  40560.0425,      6.6356
  40560.0835,      6.6302
  40560.1250,      6.6247
  40560.1674,      6.6191
  40560.2084,      6.6137
  40560.2500,      6.6081
  40560.2923,      6.6026
  40560.3334,      6.5972
  40560.3750,      6.5916
  40560.4171,      6.5861
  40560.4583,      6.5807
  40560.5000,      6.5750
  40560.5418,      6.5697
  40560.5833,      6.5642
  40560.6250,      6.5586
  40560.6673,      6.5531
  40560.7094,      6.5475
  40560.7500,      6.5422
  40560.7927,      6.5365
  40560.8345,      6.5310
  40560.8750,      6.5255
  40560.9173,      6.5201
  40560.9593,      6.5145
  40561.0000,      6.5090
  40561.0428,      6.5248
  40561.0843,      6.5405
  40561.1250,      6.5560
  40561.1677,      6.5721
  40561.2093,      6.5879
  40561.2500,      6.6035
  40561.2917,      6.6191
  40561.3342,      6.6353
  40561.3750,      6.6509
  40561.4175,      6.6668
  40561.4592,      6.6826
  40561.5000,      6.6983
  40561.5423,      6.7142
  40561.5840,      6.7300
  40561.6250,      6.7457
  40561.6670,      6.7614
  40561.7089,      6.7773
  40561.7500,      6.7929
  40561.7918,      6.8088
  40561.8339,      6.8247
  40561.8750,      6.8405
  40561.9167,      6.8561
  40561.9589,      6.8721
  40562.0000,      6.8879
  40562.0422,      7.0261
  40562.0838,      7.1653
  40562.1250,      7.3031
  40562.1674,      7.4447
  40562.2088,      7.5832
  40562.2500,      7.7217
  40562.2917,      7.8607
  40562.3337,      8.0011
  40562.3750,      8.1417
  40562.4175,      8.2812
  40562.4584,      8.4186
  40562.5000,      8.5591
  40562.5423,      8.6987
  40562.5840,      8.8377
  40562.6250,      8.9760
  40562.6673,      9.1160
  40562.7091,      9.2557
  40562.7500,      9.3957
  40562.7918,      9.5324
  40562.8340,      9.6736
  40562.8750,      9.8115
  40562.9171,      9.9514
  40562.9589,     10.0915
  40563.0000,     10.2288
  40563.0417,     10.1500
  40563.0839,     10.0652
  40563.1250,      9.9826
  40563.1671,      9.8985
  40563.2083,      9.8160
  40563.2500,      9.7321
  40563.2922,      9.6481
  40563.3333,      9.5656
  40563.3750,      9.4817
  40563.4171,      9.3978
  40563.4583,      9.3153
  40563.5000,      9.2314
  40563.5421,      9.1474
  40563.5833,      9.0649
  40563.6250,      8.9809
  40563.6666,      8.8981
  40563.7084,      8.8144
  40563.7500,      8.7304
  40563.7917,      8.6477
  40563.8334,      8.5641
  40563.8750,      8.4803
  40563.9173,      8.3961
  40563.9585,      8.3136
  40564.0000,      8.2299
  40564.0423,      8.2087
  40564.0833,      8.1886
  40564.1250,      8.1684
  40564.1670,      8.1478
  40564.2085,      8.1276
  40564.2500,      8.1071
  40564.2920,      8.0869
  40564.3335,      8.0666
  40564.3750,      8.0463
  40564.4169,      8.0259
  40564.4585,      8.0056
  40564.5000,      7.9853
  40564.5418,      7.9650
  40564.5836,      7.9446
  40564.6250,      7.9243
  40564.6668,      7.9041
  40564.7086,      7.8836
  40564.7500,      7.8630
  40564.7922,      7.8428
  40564.8336,      7.8226
  40564.8750,      7.8020
  40564.9172,      7.7818
  40564.9586,      7.7616
  40565.0000,      7.7411
  40565.0421,      8.0834
  40565.0836,      8.4273
  40565.1250,      8.7711
  40565.1667,      9.1158
  40565.2086,      9.4630
  40565.2500,      9.8109
  40565.2918,     10.1529
  40565.3336,     10.4990
  40565.3750,     10.8480
  40565.4172,     11.1917
  40565.4585,     11.5345
  40565.5000,     11.8801
  40565.5423,     12.2290
  40565.5836,     12.5706
  40565.6250,     12.9139
  40565.6667,     13.2601
  40565.7085,     13.6064
  40565.7500,     13.9519
  40565.7921,     14.2987
  40565.8335,     14.6420
  40565.8750,     14.9888
  40565.9173,     15.3365
  40565.9585,     15.6781
  40566.0000,     16.0277
  40566.0418,     16.0958
  40566.0834,     16.1648
  40566.1250,     16.2339
  40566.1672,     16.3031
  40566.2085,     16.3714
  40566.2500,     16.4411
  40566.2919,     16.5094
  40566.3334,     16.5780
  40566.3750,     16.6472
  40566.4171,     16.7163
  40566.4585,     16.7846
  40566.5000,     16.8533
  40566.5423,     16.9232
  40566.5834,     16.9912
  40566.6250,     17.0603
  40566.6669,     17.1293
  40566.7084,     17.1979
  40566.7500,     17.2675
  40566.7922,     17.3364
  40566.8334,     17.4045
  40566.8750,     17.4736
  40566.9169,     17.5426
  40566.9584,     17.6111
  40567.0000,     17.6806
  40567.0423,     17.8283
  40567.0834,     17.9740
  40567.1250,     18.1228
  40567.1670,     18.2704
  40567.2084,     18.4169
  40567.2500,     18.5654
  40567.2919,     18.7129
  40567.3334,     18.8598
  40567.3750,     19.0081
  40567.4169,     19.1559
  40567.4584,     19.3027
  40567.5000,     19.4507
  40567.5419,     19.5986
  40567.5834,     19.7456
  40567.6250,     19.8934
  40567.6668,     20.0411
  40567.7084,     20.1884
  40567.7500,     20.3362
  40567.7918,     20.4840
  40567.8334,     20.6313
  40567.8750,     20.7787
  40567.9167,     20.9263
  40567.9583,     21.0742
  40568.0000,     21.2237
  40568.0423,     20.7980
  40568.0833,     20.3767
  40568.1250,     19.9451
  40568.1671,     19.5183
  40568.2083,     19.0958
  40568.2500,     18.6667
  40568.2920,     18.2387
  40568.3333,     17.8151
  40568.3750,     17.3864
  40568.4168,     16.9594
  40568.4583,     16.5341
  40568.5000,     16.1060
  40568.5417,     15.6797
  40568.5833,     15.2533
  40568.6250,     14.8201
  40568.6672,     14.3936
  40568.7083,     13.9725
  40568.7500,     13.5412
  40568.7921,     13.1144
  40568.8333,     12.6916
  40568.8750,     12.2621
  40568.9176,     11.8316
  40568.9590,     11.4074
  40569.0000,     10.9801
  40569.0422,     10.7879
  40569.0833,     10.6003
  40569.1250,     10.4094
  40569.1671,     10.2187
  40569.2083,     10.0307
  40569.2500,      9.8407
  40569.2919,      9.6501
  40569.3334,      9.4609
  40569.3750,      9.2696
  40569.4171,      9.0794
  40569.4583,      8.8913
  40569.5000,      8.7015
  40569.5419,      8.5106
  40569.5834,      8.3216
  40569.6250,      8.1298
  40569.6673,      7.9393
  40569.7084,      7.7520
  40569.7500,      7.5619
  40569.7921,      7.3705
  40569.8334,      7.1824
  40569.8750,      6.9902
  40569.9167,      6.8027
  40569.9584,      6.6126
  40570.0000,      6.4220
  40570.0422,      6.4999
  40570.0834,      6.5794
  40570.1250,      6.6608
  40570.1667,      6.7399
  40570.2084,      6.8202
  40570.2500,      6.9010
  40570.2920,      6.9814
  40570.3334,      7.0611
  40570.3750,      7.1425
  40570.4173,      7.2227
  40570.4584,      7.3020
  40570.5000,      7.3828
  40570.5419,      7.4629
  40570.5834,      7.5429
  40570.6250,      7.6241
  40570.6672,      7.7044
  40570.7083,      7.7837
  40570.7500,      7.8643
  40570.7918,      7.9445
  40570.8333,      8.0246
  40570.8750,      8.1058
  40570.9171,      8.1859
  40570.9583,      8.2654
  40571.0000,      8.3459
  40571.0417,      8.2295
  40571.0839,      8.1085
