$,
44208.46,22
44208.5,22
44208.54,22
44208.58,22
44208.62,22
44208.67,22
44208.71,22
44208.75,22
44208.79,22
44208.83,22
44208.88,22
44208.92,22
44208.96,22
44209,22
44209.04,22
44209.08,22
44209.12,22
44209.17,22
44209.21,22
44209.25,22
44209.29,22
44209.33,22
44209.38,22
44209.42,22
44209.46,22
44209.5,22
44209.54,22
44209.58,22
44209.62,22
44209.67,22
44209.71,22
44209.75,22
44209.79,22
44209.83,22
44209.88,22
44209.92,22
44209.96,22
44210,22
44210.04,22
44210.08,22
44210.12,22
44210.17,22
44210.21,22
44210.25,22
44210.29,22
44210.33,22
44210.38,22
44210.42,22
44210.46,22
44210.5,22
44210.54,22
44210.58,22
44210.62,22
44210.67,22
44210.71,22
44210.75,22
44210.79,22
44210.83,22
44210.88,22
44210.92,22
44210.96,22
44211,22
44211.04,22
44211.08,22
44211.12,22
44211.17,22
44211.21,22
44211.25,22
44211.29,22
44211.33,22
44211.38,22
44211.42,22
44211.46,22
44211.5,22
44211.54,22
44211.58,22
44211.62,22
44211.67,22
44211.71,22
44211.75,22
44211.79,22
44211.83,22
44211.88,22
44211.92,22
44211.96,22
44212,22
44212.04,22
44212.08,22
44212.12,22
44212.17,22
44212.21,22
44212.25,22
44212.29,22
44212.33,22
44212.38,22
44212.42,22
44212.46,22
44212.5,22
44212.54,22
44212.58,22
44212.62,22
44212.67,22
44212.71,22
44212.75,22
44212.79,22
44212.83,22
44212.88,22
44212.92,22
44212.96,22
44213,22
44213.04,22
44213.08,22
44213.12,22
44213.17,22
44213.21,22
44213.25,22
44213.29,22
44213.33,22
44213.38,22
44213.42,22
44213.46,22
44213.5,22
44213.54,22
44213.58,22
44213.62,22
44213.67,22
44213.71,22
44213.75,22
44213.79,22
44213.83,22
44213.88,22
44213.92,22
44213.96,22
44214,22
44214.04,22
44214.08,22
44214.12,22
44214.17,22
44214.21,22
44214.25,22
44214.29,22
44214.33,22
44214.38,22
44214.42,22
44214.46,22
44214.5,22
44214.54,22
44214.58,22
44214.62,22
44214.67,22
44214.71,22
44214.75,22
44214.79,22
44214.83,22
44214.88,22
44214.92,22
44214.96,22
44215,22
44215.04,22
44215.08,22
44215.12,22
44215.17,22
44215.21,22
44215.25,22
44215.29,22
44215.33,22
44215.38,22
44215.42,22
44215.46,22
44215.5,22
44215.54,22
44215.58,22
44215.62,22
44215.67,22
44215.71,22
44215.75,22
44215.79,22
44215.83,22
44215.88,22
44215.92,22
44215.96,22
44216,22
44216.04,22
44216.08,22
44216.12,22
44216.17,22
44216.21,22
44216.25,22
44216.29,22
44216.33,22
44216.38,22
44216.42,22
44216.46,22
44216.5,22
44216.54,22
44216.58,22
44216.62,22
44216.67,22
44216.71,22
44216.75,22
44216.79,22
44216.83,22
44216.88,22
44216.92,22
44216.96,22
44217,22
44217.04,22
44217.08,22
44217.12,22
44217.17,22
44217.21,22
44217.25,22
44217.29,22
44217.33,22
44217.38,22
44217.42,22
44217.46,22
44217.5,22
44217.54,22
44217.58,22
44217.62,22
44217.67,22
44217.71,22
44217.75,22
44217.79,22
44217.83,22
44217.88,22
44217.92,22
44217.96,22
44218,22
44218.04,22
44218.08,22
44218.12,22
44218.17,22
44218.21,22
44218.25,22
44218.29,22
44218.33,22
44218.38,22
44218.42,22
44218.46,22
44218.5,22
44218.54,22
44218.58,22
44218.62,22
44218.67,22
44218.71,22
44218.75,22
44218.79,22
44218.83,22
44218.88,22
44218.92,22
44218.96,22
44219,22
44219.04,22
44219.08,22
44219.12,22
44219.17,22
44219.21,22
44219.25,22
44219.29,22
44219.33,22
44219.38,22
44219.42,22
44219.46,22
44219.5,22
44219.54,22
44219.58,22
44219.62,22
44219.67,22
44219.71,22
44219.75,22
44219.79,22
44219.83,22
44219.88,22
44219.92,22
44219.96,22
44220,22
44220.04,22
44220.08,22
44220.12,22
44220.17,22
44220.21,22
44220.25,22
44220.29,22
44220.33,22
44220.38,22
44220.42,22
44220.46,22
44220.5,22
44220.54,22
44220.58,22
44220.62,22
44220.67,22
44220.71,22
44220.75,22
44220.79,22
44220.83,22
44220.88,22
44220.92,22
44220.96,22
44221,22
44221.04,22
44221.08,22
44221.12,22
44221.17,22
44221.21,22
44221.25,22
44221.29,22
44221.33,22
44221.38,22
44221.42,22
44221.46,22
44221.5,22
44221.54,22
44221.58,22
44221.62,22
44221.67,22
44221.71,22
44221.75,22
44221.79,22
44221.83,22
44221.88,22
44221.92,22
44221.96,22
44222,22
44222.04,22
44222.08,22
44222.12,22
44222.17,22
44222.21,22
44222.25,22
44222.29,22
44222.33,22
44222.38,22
44222.42,22
44222.46,22
44222.5,22
44222.54,22
44222.58,22
44222.62,22
44222.67,22
44222.71,22
44222.75,22
44222.79,22
44222.83,22
44222.88,22
44222.92,22
44222.96,22
44223,22
44223.04,22
44223.08,22
44223.12,22
44223.17,22
44223.21,22
44223.25,22
44223.29,22
44223.33,22
44223.38,22
44223.42,22
44223.46,22
44223.5,22
44223.54,22
44223.58,22
44223.62,22
44223.67,22
44223.71,22
44223.75,22
44223.79,22
44223.83,22
44223.88,22
44223.92,22
44223.96,22
44224,22
44224.04,22
44224.08,22
44224.12,22
44224.17,22
44224.21,22
44224.25,22
44224.29,22
44224.33,22
44224.38,22
44224.42,22
44224.46,22
44224.5,22
44224.54,22
44224.58,22
44224.62,22
44224.67,22
44224.71,22
44224.75,22
44224.79,22
44224.83,22
44224.88,22
44224.92,22
44224.96,22
44225,22
44225.04,22
44225.08,22
44225.12,22
44225.17,22
44225.21,22
44225.25,22
44225.29,22
44225.33,22
44225.38,22
44225.42,22
44225.46,22
44225.5,22
44225.54,22
44225.58,22
44225.62,22
44225.67,22
44225.71,22
44225.75,22
44225.79,22
44225.83,22
44225.88,22
44225.92,22
44225.96,22
44226,22
44226.04,22
44226.08,22
44226.12,22
44226.17,22
44226.21,22
44226.25,22
44226.29,22
44226.33,22
44226.38,22
44226.42,22
44226.46,22
44226.5,22
44226.54,22
44226.58,22
44226.62,22
44226.67,22
44226.71,22
44226.75,22
44226.79,22
44226.83,22
44226.88,22
44226.92,22
44226.96,22
44227,22
44227.04,22
44227.08,22
44227.12,22
44227.17,22
44227.21,22
44227.25,22
44227.29,22
44227.33,22
44227.38,22
44227.42,22
44227.46,22
44227.5,22
44227.54,22
44227.58,22
44227.62,22
44227.67,22
44227.71,22
44227.75,22
44227.79,22
44227.83,22
44227.88,22
44227.92,22
44227.96,22
44228,18.86
44228.04,18.86
44228.08,18.86
44228.12,18.86
44228.17,18.86
44228.21,18.86
44228.25,18.86
44228.29,18.86
44228.33,18.86
44228.38,18.86
44228.42,18.86
44228.46,18.86
44228.5,18.86
44228.54,18.86
44228.58,18.86
44228.62,18.86
44228.67,18.86
44228.71,18.86
44228.75,18.86
44228.79,18.86
44228.83,18.86
44228.88,18.86
44228.92,18.86
44228.96,18.86
44229,18.86
44229.04,18.86
44229.08,18.86
44229.12,18.86
44229.17,18.86
44229.21,18.86
44229.25,18.86
44229.29,18.86
44229.33,18.86
44229.38,18.86
44229.42,18.86
44229.46,18.86
44229.5,18.86
44229.54,18.86
44229.58,18.86
44229.62,18.86
44229.67,18.86
44229.71,18.86
44229.75,18.86
44229.79,18.86
44229.83,18.86
44229.88,18.86
44229.92,18.86
44229.96,18.86
44230,18.86
44230.04,18.86
44230.08,18.86
44230.12,18.86
44230.17,18.86
44230.21,18.86
44230.25,18.86
44230.29,18.86
44230.33,18.86
44230.38,18.86
44230.42,18.86
44230.46,18.86
44230.5,18.86
44230.54,18.86
44230.58,18.86
44230.62,18.86
44230.67,18.86
44230.71,18.86
44230.75,18.86
44230.79,18.86
44230.83,18.86
44230.88,18.86
44230.92,18.86
44230.96,18.86
44231,18.86
44231.04,18.86
44231.08,18.86
44231.12,18.86
44231.17,18.86
44231.21,18.86
44231.25,18.86
44231.29,18.86
44231.33,18.86
44231.38,18.86
44231.42,18.86
44231.46,18.86
44231.5,18.86
44231.54,18.86
44231.58,18.86
44231.62,18.86
44231.67,18.86
44231.71,18.86
44231.75,18.86
44231.79,18.86
44231.83,18.86
44231.88,18.86
44231.92,18.86
44231.96,18.86
44232,18.86
44232.04,18.86
44232.08,18.86
44232.12,18.86
44232.17,18.86
44232.21,18.86
44232.25,18.86
44232.29,18.86
44232.33,18.86
44232.38,18.86
44232.42,18.86
44232.46,18.86
44232.5,18.86
44232.54,18.86
44232.58,18.86
44232.62,18.86
44232.67,18.86
44232.71,18.86
44232.75,18.86
44232.79,18.86
44232.83,18.86
44232.88,18.86
44232.92,18.86
44232.96,18.86
44233,18.86
44233.04,18.86
44233.08,18.86
44233.12,18.86
44233.17,18.86
44233.21,18.86
44233.25,18.86
44233.29,18.86
44233.33,18.86
44233.38,18.86
44233.42,18.86
44233.46,18.86
44233.5,18.86
44233.54,18.86
44233.58,18.86
44233.62,18.86
44233.67,18.86
44233.71,18.86
44233.75,18.86
44233.79,18.86
44233.83,18.86
44233.88,18.86
44233.92,18.86
44233.96,18.86
44234,18.86
44234.04,18.86
44234.08,18.86
44234.12,18.86
44234.17,18.86
44234.21,18.86
44234.25,18.86
44234.29,18.86
44234.33,18.86
44234.38,18.86
44234.42,18.86
44234.46,18.86
44234.5,18.86
44234.54,18.86
44234.58,18.86
44234.62,18.86
44234.67,18.86
44234.71,18.86
44234.75,18.86
44234.79,18.86
44234.83,18.86
44234.88,18.86
44234.92,18.86
44234.96,18.86
44235,18.86
44235.04,18.86
44235.08,18.86
44235.12,18.86
44235.17,18.86
44235.21,18.86
44235.25,18.86
44235.29,18.86
44235.33,18.86
44235.38,18.86
44235.42,18.86
44235.46,18.86
44235.5,18.86
44235.54,18.86
44235.58,18.86
44235.62,18.86
44235.67,18.86
44235.71,18.86
44235.75,18.86
44235.79,18.86
44235.83,18.86
44235.88,18.86
44235.92,18.86
44235.96,18.86
44236,18.86
44236.04,18.86
44236.08,18.86
44236.12,18.86
44236.17,18.86
44236.21,18.86
44236.25,18.86
44236.29,18.86
44236.33,18.86
44236.38,18.86
44236.42,18.86
44236.46,18.86
44236.5,18.86
44236.54,18.86
44236.58,18.86
44236.62,18.86
44236.67,18.86
44236.71,18.86
44236.75,18.86
44236.79,18.86
44236.83,18.86
44236.88,18.86
44236.92,18.86
44236.96,18.86
44237,18.86
44237.04,18.86
44237.08,18.86
44237.12,18.86
44237.17,18.86
44237.21,18.86
44237.25,18.86
44237.29,18.86
44237.33,18.86
44237.38,18.86
44237.42,18.86
44237.46,18.86
44237.5,18.86
44237.54,18.86
44237.58,18.86
44237.62,18.86
44237.67,18.86
44237.71,18.86
44237.75,18.86
44237.79,18.86
44237.83,18.86
44237.88,18.86
44237.92,18.86
44237.96,18.86
44238,18.86
44238.04,18.86
44238.08,18.86
44238.12,18.86
44238.17,18.86
44238.21,18.86
44238.25,18.86
44238.29,18.86
44238.33,18.86
44238.38,18.86
44238.42,18.86
44238.46,18.86
44238.5,18.86
44238.54,18.86
44238.58,18.86
44238.62,18.86
44238.67,18.86
44238.71,18.86
44238.75,18.86
44238.79,18.86
44238.83,18.86
44238.88,18.86
44238.92,18.86
44238.96,18.86
44239,18.86
44239.04,18.86
44239.08,18.86
44239.12,18.86
44239.17,18.86
44239.21,18.86
44239.25,18.86
44239.29,18.86
44239.33,18.86
44239.38,18.86
44239.42,18.86
44239.46,18.86
44239.5,18.86
44239.54,18.86
44239.58,18.86
44239.62,18.86
44239.67,18.86
44239.71,18.86
44239.75,18.86
44239.79,18.86
44239.83,18.86
44239.88,18.86
44239.92,18.86
44239.96,18.86
44240,18.86
44240.04,18.86
44240.08,18.86
44240.12,18.86
44240.17,18.86
44240.21,18.86
44240.25,18.86
44240.29,18.86
44240.33,18.86
44240.38,18.86
44240.42,18.86
44240.46,18.86
44240.5,18.86
44240.54,18.86
44240.58,18.86
44240.62,18.86
44240.67,18.86
44240.71,18.86
44240.75,18.86
44240.79,18.86
44240.83,18.86
44240.88,18.86
44240.92,18.86
44240.96,18.86
44241,18.86
44241.04,18.86
44241.08,18.86
44241.12,18.86
44241.17,18.86
44241.21,18.86
44241.25,18.86
44241.29,18.86
44241.33,18.86
44241.38,18.86
44241.42,18.86
44241.46,18.86
44241.5,18.86
44241.54,18.86
44241.58,18.86
44241.62,18.86
44241.67,18.86
44241.71,18.86
44241.75,18.86
44241.79,18.86
44241.83,18.86
44241.88,18.86
44241.92,18.86
44241.96,18.86
44242,18.86
44242.04,18.86
44242.08,18.86
44242.12,18.86
44242.17,18.86
44242.21,18.86
44242.25,18.86
44242.29,18.86
44242.33,18.86
44242.38,18.86
44242.42,18.86
44242.46,18.86
44242.5,18.86
44242.54,18.86
44242.58,18.86
44242.62,18.86
44242.67,18.86
44242.71,18.86
44242.75,18.86
44242.79,18.86
44242.83,18.86
44242.88,18.86
44242.92,18.86
44242.96,18.86
44243,18.86
44243.04,18.86
44243.08,18.86
44243.12,18.86
44243.17,18.86
44243.21,18.86
44243.25,18.86
44243.29,18.86
44243.33,18.86
44243.38,18.86
44243.42,18.86
44243.46,18.86
44243.5,18.86
44243.54,18.86
44243.58,18.86
44243.62,18.86
44243.67,18.86
44243.71,18.86
44243.75,18.86
44243.79,18.86
44243.83,18.86
44243.88,18.86
44243.92,18.86
44243.96,18.86
44244,18.86
44244.04,18.86
44244.08,18.86
44244.12,18.86
44244.17,18.86
44244.21,18.86
44244.25,18.86
44244.29,18.86
44244.33,18.86
44244.38,18.86
44244.42,18.86
44244.46,18.86
44244.5,18.86
44244.54,18.86
44244.58,18.86
44244.62,18.86
44244.67,18.86
44244.71,18.86
44244.75,18.86
44244.79,18.86
44244.83,18.86
44244.88,18.86
44244.92,18.86
44244.96,18.86
44245,18.86
44245.04,18.86
44245.08,18.86
44245.12,18.86
44245.17,18.86
44245.21,18.86
44245.25,18.86
44245.29,18.86
44245.33,18.86
44245.38,18.86
44245.42,18.86
44245.46,18.86
44245.5,18.86
44245.54,18.86
44245.58,18.86
44245.62,18.86
44245.67,18.86
44245.71,18.86
44245.75,18.86
44245.79,18.86
44245.83,18.86
44245.88,18.86
44245.92,18.86
44245.96,18.86
44246,18.86
44246.04,18.86
44246.08,18.86
44246.12,18.86
44246.17,18.86
44246.21,18.86
44246.25,18.86
44246.29,18.86
44246.33,18.86
44246.38,18.86
44246.42,18.86
44246.46,18.86
44246.5,18.86
44246.54,18.86
44246.58,18.86
44246.62,18.86
44246.67,18.86
44246.71,18.86
44246.75,18.86
44246.79,18.86
44246.83,18.86
44246.88,18.86
44246.92,18.86
44246.96,18.86
44247,18.86
44247.04,18.86
44247.08,18.86
44247.12,18.86
44247.17,18.86
44247.21,18.86
44247.25,18.86
44247.29,18.86
44247.33,18.86
44247.38,18.86
44247.42,18.86
44247.46,18.86
44247.5,18.86
44247.54,18.86
44247.58,18.86
44247.62,18.86
44247.67,18.86
44247.71,18.86
44247.75,18.86
44247.79,18.86
44247.83,18.86
44247.88,18.86
44247.92,18.86
44247.96,18.86
44248,18.86
44248.04,18.86
44248.08,18.86
44248.12,18.86
44248.17,18.86
44248.21,18.86
44248.25,18.86
44248.29,18.86
44248.33,18.86
44248.38,18.86
44248.42,18.86
44248.46,18.86
44248.5,18.86
44248.54,18.86
44248.58,18.86
44248.62,18.86
44248.67,18.86
44248.71,18.86
44248.75,18.86
44248.79,18.86
44248.83,18.86
44248.88,18.86
44248.92,18.86
44248.96,18.86
44249,18.86
44249.04,18.86
44249.08,18.86
44249.12,18.86
44249.17,18.86
44249.21,18.86
44249.25,18.86
44249.29,18.86
44249.33,18.86
44249.38,18.86
44249.42,18.86
44249.46,18.86
44249.5,18.86
44249.54,18.86
44249.58,18.86
44249.62,18.86
44249.67,18.86
44249.71,18.86
44249.75,18.86
44249.79,18.86
44249.83,18.86
44249.88,18.86
44249.92,18.86
44249.96,18.86
44250,18.86
44250.04,18.86
44250.08,18.86
44250.12,18.86
44250.17,18.86
44250.21,18.86
44250.25,18.86
44250.29,18.86
44250.33,18.86
44250.38,18.86
44250.42,18.86
44250.46,18.86
44250.5,18.86
44250.54,18.86
44250.58,18.86
44250.62,18.86
44250.67,18.86
44250.71,18.86
44250.75,18.86
44250.79,18.86
44250.83,18.86
44250.88,18.86
44250.92,18.86
44250.96,18.86
44251,18.86
44251.04,18.86
44251.08,18.86
44251.12,18.86
44251.17,18.86
44251.21,18.86
44251.25,18.86
44251.29,18.86
44251.33,18.86
44251.38,18.86
44251.42,18.86
44251.46,18.86
44251.5,18.86
44251.54,18.86
44251.58,18.86
44251.62,18.86
44251.67,18.86
44251.71,18.86
44251.75,18.86
44251.79,18.86
44251.83,18.86
44251.88,18.86
44251.92,18.86
44251.96,18.86
44252,18.86
44252.04,18.86
44252.08,18.86
44252.12,18.86
44252.17,18.86
44252.21,18.86
44252.25,18.86
44252.29,18.86
44252.33,18.86
44252.38,18.86
44252.42,18.86
44252.46,18.86
44252.5,18.86
44252.54,18.86
44252.58,18.86
44252.62,18.86
44252.67,18.86
44252.71,18.86
44252.75,18.86
44252.79,18.86
44252.83,18.86
44252.88,18.86
44252.92,18.86
44252.96,18.86
44253,18.86
44253.04,18.86
44253.08,18.86
44253.12,18.86
44253.17,18.86
44253.21,18.86
44253.25,18.86
44253.29,18.86
44253.33,18.86
44253.38,18.86
44253.42,18.86
44253.46,18.86
44253.5,18.86
44253.54,18.86
44253.58,18.86
44253.62,18.86
44253.67,18.86
44253.71,18.86
44253.75,18.86
44253.79,18.86
44253.83,18.86
44253.88,18.86
44253.92,18.86
44253.96,18.86
44254,18.86
44254.04,18.86
44254.08,18.86
44254.12,18.86
44254.17,18.86
44254.21,18.86
44254.25,18.86
44254.29,18.86
44254.33,18.86
44254.38,18.86
44254.42,18.86
44254.46,18.86
44254.5,18.86
44254.54,18.86
44254.58,18.86
44254.62,18.86
44254.67,18.86
44254.71,18.86
44254.75,18.86
44254.79,18.86
44254.83,18.86
44254.88,18.86
44254.92,18.86
44254.96,18.86
44255,18.86
44255.04,18.86
44255.08,18.86
44255.12,18.86
44255.17,18.86
44255.21,18.86
44255.25,18.86
44255.29,18.86
44255.33,18.86
44255.38,18.86
44255.42,18.86
44255.46,18.86
44255.5,18.86
44255.54,18.86
44255.58,18.86
44255.62,18.86
44255.67,18.86
44255.71,18.86
44255.75,18.86
44255.79,18.86
44255.83,18.86
44255.88,18.86
44255.92,18.86
44255.96,18.86
44256,18.07
44256.04,18.07
44256.08,18.07
44256.12,18.07
44256.17,18.07
44256.21,18.07
44256.25,18.07
44256.29,18.07
44256.33,18.07
44256.38,18.07
44256.42,18.07
44256.46,18.07
44256.5,18.07
44256.54,18.07
44256.58,18.07
44256.62,18.07
44256.67,18.07
44256.71,18.07
44256.75,18.07
44256.79,18.07
44256.83,18.07
44256.88,18.07
44256.92,18.07
44256.96,18.07
44257,18.07
44257.04,18.07
44257.08,18.07
44257.12,18.07
44257.17,18.07
44257.21,18.07
44257.25,18.07
44257.29,18.07
44257.33,18.07
44257.38,18.07
44257.42,18.07
44257.46,18.07
44257.5,18.07
44257.54,18.07
44257.58,18.07
44257.62,18.07
44257.67,18.07
44257.71,18.07
44257.75,18.07
44257.79,18.07
44257.83,18.07
44257.88,18.07
44257.92,18.07
44257.96,18.07
44258,18.07
44258.04,18.07
44258.08,18.07
44258.12,18.07
44258.17,18.07
44258.21,18.07
44258.25,18.07
44258.29,18.07
44258.33,18.07
44258.38,18.07
44258.42,18.07
44258.46,18.07
44258.5,18.07
44258.54,18.07
44258.58,18.07
44258.62,18.07
44258.67,18.07
44258.71,18.07
44258.75,18.07
44258.79,18.07
44258.83,18.07
44258.88,18.07
44258.92,18.07
44258.96,18.07
44259,18.07
44259.04,18.07
44259.08,18.07
44259.12,18.07
44259.17,18.07
44259.21,18.07
44259.25,18.07
44259.29,18.07
44259.33,18.07
44259.38,18.07
44259.42,18.07
44259.46,18.07
44259.5,18.07
44259.54,18.07
44259.58,18.07
44259.62,18.07
44259.67,18.07
44259.71,18.07
44259.75,18.07
44259.79,18.07
44259.83,18.07
44259.88,18.07
44259.92,18.07
44259.96,18.07
44260,18.07
44260.04,18.07
44260.08,18.07
44260.12,18.07
44260.17,18.07
44260.21,18.07
44260.25,18.07
44260.29,18.07
44260.33,18.07
44260.38,18.07
44260.42,18.07
44260.46,18.07
44260.5,18.07
44260.54,18.07
44260.58,18.07
44260.62,18.07
44260.67,18.07
44260.71,18.07
44260.75,18.07
44260.79,18.07
44260.83,18.07
44260.88,18.07
44260.92,18.07
44260.96,18.07
44261,18.07
44261.04,18.07
44261.08,18.07
44261.12,18.07
44261.17,18.07
44261.21,18.07
44261.25,18.07
44261.29,18.07
44261.33,18.07
44261.38,18.07
44261.42,18.07
44261.46,18.07
44261.5,18.07
44261.54,18.07
44261.58,18.07
44261.62,18.07
44261.67,18.07
44261.71,18.07
44261.75,18.07
44261.79,18.07
44261.83,18.07
44261.88,18.07
44261.92,18.07
44261.96,18.07
44262,18.07
44262.04,18.07
44262.08,18.07
44262.12,18.07
44262.17,18.07
44262.21,18.07
44262.25,18.07
44262.29,18.07
44262.33,18.07
44262.38,18.07
44262.42,18.07
44262.46,18.07
44262.5,18.07
44262.54,18.07
44262.58,18.07
44262.62,18.07
44262.67,18.07
44262.71,18.07
44262.75,18.07
44262.79,18.07
44262.83,18.07
44262.88,18.07
44262.92,18.07
44262.96,18.07
44263,18.07
44263.04,18.07
44263.08,18.07
44263.12,18.07
44263.17,18.07
44263.21,18.07
44263.25,18.07
44263.29,18.07
44263.33,18.07
44263.38,18.07
44263.42,18.07
44263.46,18.07
44263.5,18.07
44263.54,18.07
44263.58,18.07
44263.62,18.07
44263.67,18.07
44263.71,18.07
44263.75,18.07
44263.79,18.07
44263.83,18.07
44263.88,18.07
44263.92,18.07
44263.96,18.07
44264,18.07
44264.04,18.07
44264.08,18.07
44264.12,18.07
44264.17,18.07
44264.21,18.07
44264.25,18.07
44264.29,18.07
44264.33,18.07
44264.38,18.07
44264.42,18.07
44264.46,18.07
44264.5,18.07
44264.54,18.07
44264.58,18.07
44264.62,18.07
44264.67,18.07
44264.71,18.07
44264.75,18.07
44264.79,18.07
44264.83,18.07
44264.88,18.07
44264.92,18.07
44264.96,18.07
44265,18.07
44265.04,18.07
44265.08,18.07
44265.12,18.07
44265.17,18.07
44265.21,18.07
44265.25,18.07
44265.29,18.07
44265.33,18.07
44265.38,18.07
44265.42,18.07
44265.46,18.07
44265.5,18.07
44265.54,18.07
44265.58,18.07
44265.62,18.07
44265.67,18.07
44265.71,18.07
44265.75,18.07
44265.79,18.07
44265.83,18.07
44265.88,18.07
44265.92,18.07
44265.96,18.07
44266,18.07
44266.04,18.07
44266.08,18.07
44266.12,18.07
44266.17,18.07
44266.21,18.07
44266.25,18.07
44266.29,18.07
44266.33,18.07
44266.38,18.07
44266.42,18.07
44266.46,18.07
44266.5,18.07
44266.54,18.07
44266.58,18.07
44266.62,18.07
44266.67,18.07
44266.71,18.07
44266.75,18.07
44266.79,18.07
44266.83,18.07
44266.88,18.07
44266.92,18.07
44266.96,18.07
44267,18.07
44267.04,18.07
44267.08,18.07
44267.12,18.07
44267.17,18.07
44267.21,18.07
44267.25,18.07
44267.29,18.07
44267.33,18.07
44267.38,18.07
44267.42,18.07
44267.46,18.07
44267.5,18.07
44267.54,18.07
44267.58,18.07
44267.62,18.07
44267.67,18.07
44267.71,18.07
44267.75,18.07
44267.79,18.07
44267.83,18.07
44267.88,18.07
44267.92,18.07
44267.96,18.07
44268,18.07
44268.04,18.07
44268.08,18.07
44268.12,18.07
44268.17,18.07
44268.21,18.07
44268.25,18.07
44268.29,18.07
44268.33,18.07
44268.38,18.07
44268.42,18.07
44268.46,18.07
44268.5,18.07
44268.54,18.07
44268.58,18.07
44268.62,18.07
44268.67,18.07
44268.71,18.07
44268.75,18.07
44268.79,18.07
44268.83,18.07
44268.88,18.07
44268.92,18.07
44268.96,18.07
44269,18.07
44269.04,18.07
44269.08,18.07
44269.12,18.07
44269.17,18.07
44269.21,18.07
44269.25,18.07
