$GATE WITHDRAWAL AT SEG76                                    ELEV OF WITHDRAWAL CENTERLINE:7.       

JDAY,QWD(m3s-1)
  40555.0835,      6.7966
  40555.1250,      6.8459
  40555.1670,      6.8937
  40555.2086,      6.9422
  40555.2500,      6.9906
  40555.2928,      7.0405
  40555.3334,      7.0878
  40555.3750,      7.1368
  40555.4169,      7.1851
  40555.4584,      7.2335
  40555.5000,      7.2820
  40555.5419,      7.3306
  40555.5835,      7.3791
  40555.6250,      7.4281
  40555.6674,      7.4769
  40555.7084,      7.5247
  40555.7500,      7.5737
  40555.7922,      7.6224
  40555.8334,      7.6703
  40555.8750,      7.7201
  40555.9176,      7.7684
  40555.9596,      7.8174
  40556.0000,      7.8651
  40556.0425,      7.9759
  40556.0834,      8.0848
  40556.1250,      8.1960
  40556.1676,      8.3090
  40556.2085,      8.4182
  40556.2500,      8.5308
  40556.2925,      8.6423
  40556.3334,      8.7516
  40556.3750,      8.8656
  40556.4169,      8.9741
  40556.4584,      9.0849
  40556.5000,      9.1957
  40556.5416,      9.3065
  40556.5835,      9.4183
  40556.6250,      9.5304
  40556.6678,      9.6430
  40556.7085,      9.7517
  40556.7500,      9.8657
  40556.7924,      9.9751
  40556.8336,     10.0851
  40556.8750,     10.1970
  40556.9170,     10.3075
  40556.9585,     10.4184
  40557.0000,     10.5316
  40557.0420,     10.5267
  40557.0836,     10.5203
  40557.1250,     10.5136
  40557.1668,     10.5074
  40557.2085,     10.5009
  40557.2500,     10.4943
  40557.2930,     10.4878
  40557.3334,     10.4815
  40557.3750,     10.4751
  40557.4168,     10.4686
  40557.4585,     10.4622
  40557.5000,     10.4557
  40557.5418,     10.4493
  40557.5834,     10.4428
  40557.6250,     10.4363
  40557.6672,     10.4298
  40557.7084,     10.4234
  40557.7500,     10.4168
  40557.7923,     10.4104
  40557.8334,     10.4040
  40557.8750,     10.3975
  40557.9180,     10.3909
  40557.9583,     10.3847
  40558.0000,     10.3781
  40558.0417,     10.3017
  40558.0834,     10.2229
  40558.1250,     10.1436
  40558.1667,     10.0653
  40558.2084,      9.9867
  40558.2500,      9.9063
  40558.2924,      9.8281
  40558.3334,      9.7504
  40558.3750,      9.6702
  40558.4179,      9.5907
  40558.4585,      9.5142
  40558.5000,      9.4351
  40558.5423,      9.3555
  40558.5834,      9.2779
  40558.6250,      9.1987
  40558.6676,      9.1186
  40558.7084,      9.0417
  40558.7500,      8.9613
  40558.7917,      8.8842
  40558.8334,      8.8054
  40558.8750,      8.7247
  40558.9176,      8.6463
  40558.9596,      8.5668
  40559.0000,      8.4886
  40559.0426,      8.5440
  40559.0834,      8.5997
  40559.1250,      8.6576
  40559.1680,      8.7147
  40559.2086,      8.7698
  40559.2500,      8.8267
  40559.2928,      8.8845
  40559.3334,      8.9399
  40559.3750,      8.9979
  40559.4167,      9.0534
  40559.4586,      9.1100
  40559.5000,      9.1668
  40559.5420,      9.2238
  40559.5835,      9.2802
  40559.6250,      9.3374
  40559.6668,      9.3933
  40559.7086,      9.4503
  40559.7500,      9.5069
  40559.7928,      9.5648
  40559.8337,      9.6204
  40559.8750,      9.6777
  40559.9168,      9.7335
  40559.9584,      9.7905
  40560.0000,      9.8470
  40560.0425,      9.8374
  40560.0835,      9.8257
  40560.1250,      9.8139
  40560.1674,      9.8019
  40560.2084,      9.7902
  40560.2500,      9.7783
  40560.2923,      9.7664
  40560.3334,      9.7547
  40560.3750,      9.7427
  40560.4171,      9.7309
  40560.4583,      9.7192
  40560.5000,      9.7071
  40560.5418,      9.6955
  40560.5833,      9.6837
  40560.6250,      9.6716
  40560.6673,      9.6599
  40560.7094,      9.6479
  40560.7500,      9.6364
  40560.7927,      9.6242
  40560.8345,      9.6124
  40560.8750,      9.6005
  40560.9173,      9.5888
  40560.9593,      9.5769
  40561.0000,      9.5650
  40561.0428,      9.6670
  40561.0843,      9.7688
  40561.1250,      9.8691
  40561.1677,      9.9729
  40561.2093,     10.0750
  40561.2500,     10.1756
  40561.2917,     10.2770
  40561.3342,     10.3811
  40561.3750,     10.4821
  40561.4175,     10.5853
  40561.4592,     10.6872
  40561.5000,     10.7889
  40561.5423,     10.8913
  40561.5840,     10.9933
  40561.6250,     11.0952
  40561.6670,     11.1967
  40561.7089,     11.2995
  40561.7500,     11.4004
  40561.7918,     11.5027
  40561.8339,     11.6057
  40561.8750,     11.7081
  40561.9167,     11.8087
  40561.9589,     11.9119
  40562.0000,     12.0144
  40562.0422,     12.1314
  40562.0838,     12.2487
  40562.1250,     12.3649
  40562.1674,     12.4843
  40562.2088,     12.6010
  40562.2500,     12.7178
  40562.2917,     12.8350
  40562.3337,     12.9534
  40562.3750,     13.0719
  40562.4175,     13.1894
  40562.4584,     13.3053
  40562.5000,     13.4237
  40562.5423,     13.5415
  40562.5840,     13.6586
  40562.6250,     13.7752
  40562.6673,     13.8932
  40562.7091,     14.0110
  40562.7500,     14.1290
  40562.7918,     14.2442
  40562.8340,     14.3633
  40562.8750,     14.4795
  40562.9171,     14.5975
  40562.9589,     14.7156
  40563.0000,     14.8313
  40563.0417,     14.7680
  40563.0839,     14.6997
  40563.1250,     14.6332
  40563.1671,     14.5655
  40563.2083,     14.4990
  40563.2500,     14.4315
  40563.2922,     14.3638
  40563.3333,     14.2974
  40563.3750,     14.2298
  40563.4171,     14.1622
  40563.4583,     14.0958
  40563.5000,     14.0282
  40563.5421,     13.9606
  40563.5833,     13.8941
  40563.6250,     13.8265
  40563.6666,     13.7598
  40563.7084,     13.6924
  40563.7500,     13.6247
  40563.7917,     13.5582
  40563.8334,     13.4908
  40563.8750,     13.4234
  40563.9173,     13.3556
  40563.9585,     13.2892
  40564.0000,     13.2217
  40564.0423,     13.1902
  40564.0833,     13.1599
  40564.1250,     13.1292
  40564.1670,     13.0981
  40564.2085,     13.0675
  40564.2500,     13.0364
  40564.2920,     13.0058
  40564.3335,     12.9751
  40564.3750,     12.9443
  40564.4169,     12.9134
  40564.4585,     12.8827
  40564.5000,     12.8519
  40564.5418,     12.8212
  40564.5836,     12.7903
  40564.6250,     12.7595
  40564.6668,     12.7289
  40564.7086,     12.6979
  40564.7500,     12.6668
  40564.7922,     12.6361
  40564.8336,     12.6056
  40564.8750,     12.5744
  40564.9172,     12.5438
  40564.9586,     12.5132
  40565.0000,     12.4821
  40565.0421,     11.9662
  40565.0836,     11.4483
  40565.1250,     10.9304
  40565.1667,     10.4113
  40565.2086,      9.8883
  40565.2500,      9.3643
  40565.2918,      8.8492
  40565.3336,      8.3279
  40565.3750,      7.8023
  40565.4172,      7.2845
  40565.4585,      6.7681
  40565.5000,      6.2476
  40565.5423,      5.7222
  40565.5836,      5.2076
  40565.6250,      4.6906
  40565.6667,      4.1691
  40565.7085,      3.6475
  40565.7500,      3.1270
  40565.7921,      2.6047
  40565.8335,      2.0876
  40565.8750,      1.5653
  40565.9173,      1.0416
  40565.9585,      0.5270
  40566.0000,      0.0005
  40566.0418,      0.0000
  40566.0834,      0.0000
  40566.1250,      0.0000
  40566.1672,      0.0000
  40566.2085,      0.0000
  40566.2500,      0.0000
  40566.2919,      0.0000
  40566.3334,      0.0000
  40566.3750,      0.0000
  40566.4171,      0.0000
  40566.4585,      0.0000
  40566.5000,      0.0000
  40566.5423,      0.0000
  40566.5834,      0.0000
  40566.6250,      0.0000
  40566.6669,      0.0000
  40566.7084,      0.0000
  40566.7500,      0.0000
  40566.7922,      0.0000
  40566.8334,      0.0000
  40566.8750,      0.0000
  40566.9169,      0.0000
  40566.9584,      0.0000
  40567.0000,      0.0000
  40567.0423,      0.5504
  40567.0834,      1.0944
  40567.1250,      1.6504
  40567.1670,      2.2016
  40567.2084,      2.7489
  40567.2500,      3.3037
  40567.2919,      3.8547
  40567.3334,      4.4034
  40567.3750,      4.9572
  40567.4169,      5.5094
  40567.4584,      6.0577
  40567.5000,      6.6108
  40567.5419,      7.1631
  40567.5834,      7.7122
  40567.6250,      8.2645
  40567.6668,      8.8164
  40567.7084,      9.3666
  40567.7500,      9.9185
  40567.7918,     10.4706
  40567.8334,     11.0210
  40567.8750,     11.5716
  40567.9167,     12.1230
  40567.9583,     12.6753
  40568.0000,     13.2340
  40568.0423,     13.3649
  40568.0833,     13.4934
  40568.1250,     13.6250
  40568.1671,     13.7552
  40568.2083,     13.8840
  40568.2500,     14.0149
  40568.2920,     14.1454
  40568.3333,     14.2746
  40568.3750,     14.4053
  40568.4168,     14.5356
  40568.4583,     14.6653
  40568.5000,     14.7958
  40568.5417,     14.9258
  40568.5833,     15.0559
  40568.6250,     15.1880
  40568.6672,     15.3181
  40568.7083,     15.4465
  40568.7500,     15.5780
  40568.7921,     15.7082
  40568.8333,     15.8371
  40568.8750,     15.9681
  40568.9176,     16.0994
  40568.9590,     16.2287
  40569.0000,     16.3590
  40569.0422,     16.2808
  40569.0833,     16.2022
  40569.1250,     16.1222
  40569.1671,     16.0423
  40569.2083,     15.9636
  40569.2500,     15.8840
  40569.2919,     15.8041
  40569.3334,     15.7249
  40569.3750,     15.6448
  40569.4171,     15.5651
  40569.4583,     15.4863
  40569.5000,     15.4068
  40569.5419,     15.3268
  40569.5834,     15.2476
  40569.6250,     15.1673
  40569.6673,     15.0875
  40569.7084,     15.0090
  40569.7500,     14.9294
  40569.7921,     14.8492
  40569.8334,     14.7704
  40569.8750,     14.6899
  40569.9167,     14.6113
  40569.9584,     14.5317
  40570.0000,     14.4518
  40570.0422,     14.3816
  40570.0834,     14.3125
  40570.1250,     14.2418
  40570.1667,     14.1731
  40570.2084,     14.1033
  40570.2500,     14.0331
  40570.2920,     13.9633
  40570.3334,     13.8940
  40570.3750,     13.8233
  40570.4173,     13.7537
  40570.4584,     13.6848
  40570.5000,     13.6146
  40570.5419,     13.5451
  40570.5834,     13.4755
  40570.6250,     13.4050
  40570.6672,     13.3352
  40570.7083,     13.2663
  40570.7500,     13.1963
  40570.7918,     13.1267
  40570.8333,     13.0571
  40570.8750,     12.9866
  40570.9171,     12.9169
  40570.9583,     12.8478
  40571.0000,     12.7779
  40571.0417,     13.1608
  40571.0839,     13.5561
  40571.1250,     13.9447
  40571.1670,     14.3327
  40571.2089,     14.7251
  40571.2500,     15.1107
  40571.2918,     15.5005
  40571.3333,     15.8888
  40571.3750,     16.2787
  40571.4170,     16.6720
  40571.4583,     17.0579
  40571.5000,     17.4509
  40571.5417,     17.8385
  40571.5839,     18.2328
  40571.6250,     18.6183
  40571.6672,     19.0125
  40571.7089,     19.4019
  40571.7500,     19.7910
  40571.7920,     20.1794
  40571.8339,     20.5714
  40571.8750,     20.9566
  40571.9172,     21.3505
  40571.9583,     21.7350
  40572.0000,     22.1294
  40572.0421,     21.9403
  40572.0839,     21.7482
  40572.1250,     21.5577
  40572.1671,     21.3660
  40572.2089,     21.1737
  40572.2500,     20.9837
  40572.2919,     20.7922
  40572.3333,     20.6021
  40572.3750,     20.4099
  40572.4170,     20.2175
  40572.4583,     20.0276
  40572.5000,     19.8353
  40572.5420,     19.6429
  40572.5833,     19.4531
  40572.6250,     19.2608
  40572.6670,     19.0684
  40572.7083,     18.8785
  40572.7500,     18.6871
  40572.7920,     18.4942
  40572.8333,     18.3040
  40572.8750,     18.1125
  40572.9170,     17.9194
  40572.9584,     17.7294
  40573.0000,     17.5353
  40573.0420,     17.4253
  40573.0834,     17.3154
  40573.1250,     17.2035
  40573.1671,     17.0934
  40573.2085,     16.9835
  40573.2500,     16.8718
  40573.2920,     16.7618
  40573.3335,     16.6516
  40573.3750,     16.5400
  40573.4169,     16.4301
  40573.4585,     16.3196
  40573.5000,     16.2081
  40573.5418,     16.0985
  40573.5835,     15.9877
  40573.6250,     15.8769
  40573.6669,     15.7663
  40573.7086,     15.6558
  40573.7500,     15.5447
  40573.7920,     15.4343
  40573.8336,     15.3239
  40573.8750,     15.2129
  40573.9171,     15.1022
  40573.9586,     14.9920
  40574.0000,     14.8809
  40574.0418,     14.7929
  40574.0836,     14.7038
  40574.1250,     14.6156
  40574.1672,     14.5261
  40574.2085,     14.4380
  40574.2500,     14.3492
  40574.2923,     14.2599
  40574.3336,     14.1721
  40574.3750,     14.0828
  40574.4168,     13.9951
  40574.4585,     13.9063
  40574.5000,     13.8180
  40574.5421,     13.7285
  40574.5835,     13.6405
  40574.6250,     13.5512
  40574.6673,     13.4623
  40574.7085,     13.3745
  40574.7500,     13.2863
  40574.7918,     13.1973
  40574.8335,     13.1087
  40574.8750,     13.0203
